geo_description,label,year,description,estimate,moe,se,cv
United States,HD01_VD01,2006,Estimate; Total:,225633342,31848.51,16249.24,0.01
United States,HD01_VD54,2007,"Estimate; Female: - 25 to 34 years: - 9th to 12th grade, no diploma",1541283,27591.32,14077.2,0.91
North Carolina,HD01_VD54,2007,"Estimate; Female: - 25 to 34 years: - 9th to 12th grade, no diploma",49463,4213.11,2149.55,4.35
Durham ,HD01_VD54,2007,"Estimate; Female: - 25 to 34 years: - 9th to 12th grade, no diploma",1615,804.26,410.34,25.41
Forsyth ,HD01_VD54,2007,"Estimate; Female: - 25 to 34 years: - 9th to 12th grade, no diploma",2144,987.74,503.95,23.51
Guilford ,HD01_VD54,2007,"Estimate; Female: - 25 to 34 years: - 9th to 12th grade, no diploma",1244,643.4,328.27,26.39
United States,HD01_VD55,2007,Estimate; Female: - 25 to 34 years: - High school graduate (includes equivalency),4864400,49543.32,25277.2,0.52
North Carolina,HD01_VD55,2007,Estimate; Female: - 25 to 34 years: - High school graduate (includes equivalency),134389,7417.02,3784.19,2.82
Durham ,HD01_VD55,2007,Estimate; Female: - 25 to 34 years: - High school graduate (includes equivalency),1851,994.89,507.6,27.42
Forsyth ,HD01_VD55,2007,Estimate; Female: - 25 to 34 years: - High school graduate (includes equivalency),4385,1422.64,725.84,16.55
Guilford ,HD01_VD55,2007,Estimate; Female: - 25 to 34 years: - High school graduate (includes equivalency),6289,1875.4,956.84,15.21
United States,HD01_VD56,2007,"Estimate; Female: - 25 to 34 years: - Some college, no degree",4291151,37180.43,18969.61,0.44
North Carolina,HD01_VD56,2007,"Estimate; Female: - 25 to 34 years: - Some college, no degree",137829,6889.19,3514.89,2.55
Durham ,HD01_VD56,2007,"Estimate; Female: - 25 to 34 years: - Some college, no degree",2913,1117.62,570.21,19.57
Forsyth ,HD01_VD56,2007,"Estimate; Female: - 25 to 34 years: - Some college, no degree",4410,1164.09,593.92,13.47
Guilford ,HD01_VD56,2007,"Estimate; Female: - 25 to 34 years: - Some college, no degree",7434,1411.91,720.36,9.69
United States,HD01_VD57,2007,Estimate; Female: - 25 to 34 years: - Associate's degree,1814164,31935.49,16293.62,0.9
North Carolina,HD01_VD57,2007,Estimate; Female: - 25 to 34 years: - Associate's degree,62075,4437.11,2263.83,3.65
Durham ,HD01_VD57,2007,Estimate; Female: - 25 to 34 years: - Associate's degree,829,611.23,311.85,37.62
Forsyth ,HD01_VD57,2007,Estimate; Female: - 25 to 34 years: - Associate's degree,1482,780.43,398.18,26.87
Guilford ,HD01_VD57,2007,Estimate; Female: - 25 to 34 years: - Associate's degree,1685,818.55,417.63,24.79
United States,HD01_VD58,2007,Estimate; Female: - 25 to 34 years: - Bachelor's degree,4510357,39692.09,20251.07,0.45
North Carolina,HD01_VD58,2007,Estimate; Female: - 25 to 34 years: - Bachelor's degree,137242,6634.21,3384.8,2.47
Durham ,HD01_VD58,2007,Estimate; Female: - 25 to 34 years: - Bachelor's degree,6581,1234.38,629.79,9.57
Forsyth ,HD01_VD58,2007,Estimate; Female: - 25 to 34 years: - Bachelor's degree,6007,1274.89,650.45,10.83
Guilford ,HD01_VD58,2007,Estimate; Female: - 25 to 34 years: - Bachelor's degree,8096,1645.45,839.52,10.37
United States,HD01_VD59,2007,Estimate; Female: - 25 to 34 years: - Graduate or professional degree,1916091,26044.77,13288.15,0.69
North Carolina,HD01_VD59,2007,Estimate; Female: - 25 to 34 years: - Graduate or professional degree,53416,3880.68,1979.94,3.71
Durham ,HD01_VD59,2007,Estimate; Female: - 25 to 34 years: - Graduate or professional degree,4442,916.26,467.48,10.52
Forsyth ,HD01_VD59,2007,Estimate; Female: - 25 to 34 years: - Graduate or professional degree,1933,956.77,488.15,25.25
Guilford ,HD01_VD59,2007,Estimate; Female: - 25 to 34 years: - Graduate or professional degree,4193,1186.72,605.47,14.44
United States,HD01_VD60,2007,Estimate; Female: - 35 to 44 years:,21675042,20933.28,10680.24,0.05
North Carolina,HD01_VD60,2007,Estimate; Female: - 35 to 44 years:,683921,6069.45,3096.66,0.45
Durham ,HD01_VD60,2007,Estimate; Female: - 35 to 44 years:,21420,890.04,454.1,2.12
Forsyth ,HD01_VD60,2007,Estimate; Female: - 35 to 44 years:,25383,840,428.57,1.69
Guilford ,HD01_VD60,2007,Estimate; Female: - 35 to 44 years:,34967,971.06,495.44,1.42
United States,HD01_VD61,2007,Estimate; Female: - 35 to 44 years: - Less than 9th grade,897851,17558.98,8958.66,1
North Carolina,HD01_VD61,2007,Estimate; Female: - 35 to 44 years: - Less than 9th grade,18837,2696.34,1375.68,7.3
Durham ,HD01_VD61,2007,Estimate; Female: - 35 to 44 years: - Less than 9th grade,1027,845.96,431.61,42.03
Forsyth ,HD01_VD61,2007,Estimate; Female: - 35 to 44 years: - Less than 9th grade,723,612.43,312.46,43.22
Guilford ,HD01_VD61,2007,Estimate; Female: - 35 to 44 years: - Less than 9th grade,469,432.51,220.67,47.05
United States,HD01_VD62,2007,"Estimate; Female: - 35 to 44 years: - 9th to 12th grade, no diploma",1523472,26202.04,13368.39,0.88
North Carolina,HD01_VD62,2007,"Estimate; Female: - 35 to 44 years: - 9th to 12th grade, no diploma",50928,4533.62,2313.07,4.54
Durham ,HD01_VD62,2007,"Estimate; Female: - 35 to 44 years: - 9th to 12th grade, no diploma",1054,793.53,404.86,38.41
Forsyth ,HD01_VD62,2007,"Estimate; Female: - 35 to 44 years: - 9th to 12th grade, no diploma",1538,890.04,454.1,29.53
Guilford ,HD01_VD62,2007,"Estimate; Female: - 35 to 44 years: - 9th to 12th grade, no diploma",2681,1240.34,632.83,23.6
United States,HD01_VD63,2007,Estimate; Female: - 35 to 44 years: - High school graduate (includes equivalency),5753717,39309.62,20055.93,0.35
North Carolina,HD01_VD63,2007,Estimate; Female: - 35 to 44 years: - High school graduate (includes equivalency),171034,7386.04,3768.39,2.2
Durham ,HD01_VD63,2007,Estimate; Female: - 35 to 44 years: - High school graduate (includes equivalency),3506,1290.38,658.36,18.78
Forsyth ,HD01_VD63,2007,Estimate; Female: - 35 to 44 years: - High school graduate (includes equivalency),5710,1323.74,675.38,11.83
Guilford ,HD01_VD63,2007,Estimate; Female: - 35 to 44 years: - High school graduate (includes equivalency),9622,1944.51,992.1,10.31
United States,HD01_VD64,2007,"Estimate; Female: - 35 to 44 years: - Some college, no degree",4438116,35324.09,18022.49,0.41
North Carolina,HD01_VD64,2007,"Estimate; Female: - 35 to 44 years: - Some college, no degree",147411,7406.3,3778.72,2.56
Durham ,HD01_VD64,2007,"Estimate; Female: - 35 to 44 years: - Some college, no degree",3684,1176,600,16.29
Forsyth ,HD01_VD64,2007,"Estimate; Female: - 35 to 44 years: - Some college, no degree",5305,1309.45,668.09,12.59
Guilford ,HD01_VD64,2007,"Estimate; Female: - 35 to 44 years: - Some college, no degree",6563,1690.72,862.61,13.14
United States,HD01_VD65,2007,Estimate; Female: - 35 to 44 years: - Associate's degree,2172760,29733.62,15170.21,0.7
North Carolina,HD01_VD65,2007,Estimate; Female: - 35 to 44 years: - Associate's degree,84698,5625.02,2869.91,3.39
Durham ,HD01_VD65,2007,Estimate; Female: - 35 to 44 years: - Associate's degree,1748,697.02,355.62,20.34
Forsyth ,HD01_VD65,2007,Estimate; Female: - 35 to 44 years: - Associate's degree,2589,1028.26,524.62,20.26
Guilford ,HD01_VD65,2007,Estimate; Female: - 35 to 44 years: - Associate's degree,2626,961.53,490.58,18.68
United States,HD01_VD66,2007,Estimate; Female: - 35 to 44 years: - Bachelor's degree,4553308,35009.53,17862.01,0.39
North Carolina,HD01_VD66,2007,Estimate; Female: - 35 to 44 years: - Bachelor's degree,150642,6526.98,3330.09,2.21
Durham ,HD01_VD66,2007,Estimate; Female: - 35 to 44 years: - Bachelor's degree,6114,1422.64,725.84,11.87
Forsyth ,HD01_VD66,2007,Estimate; Female: - 35 to 44 years: - Bachelor's degree,7617,1444.09,736.78,9.67
Guilford ,HD01_VD66,2007,Estimate; Female: - 35 to 44 years: - Bachelor's degree,9528,1766.98,901.52,9.46
United States,HD01_VD67,2007,Estimate; Female: - 35 to 44 years: - Graduate or professional degree,2335818,27939.23,14254.71,0.61
North Carolina,HD01_VD67,2007,Estimate; Female: - 35 to 44 years: - Graduate or professional degree,60371,4369.19,2229.18,3.69
Durham ,HD01_VD67,2007,Estimate; Female: - 35 to 44 years: - Graduate or professional degree,4287,1165.28,594.53,13.87
Forsyth ,HD01_VD67,2007,Estimate; Female: - 35 to 44 years: - Graduate or professional degree,1901,593.36,302.73,15.92
Guilford ,HD01_VD67,2007,Estimate; Female: - 35 to 44 years: - Graduate or professional degree,3478,1059.23,540.42,15.54
United States,HD01_VD68,2007,Estimate; Female: - 45 to 64 years:,39243336,25540.77,13031.01,0.03
North Carolina,HD01_VD68,2007,Estimate; Female: - 45 to 64 years:,1201362,5238.98,2672.95,0.22
Durham ,HD01_VD68,2007,Estimate; Female: - 45 to 64 years:,31856,807.83,412.16,1.29
Forsyth ,HD01_VD68,2007,Estimate; Female: - 45 to 64 years:,46930,943.66,481.46,1.03
Guilford ,HD01_VD68,2007,Estimate; Female: - 45 to 64 years:,64487,1083.06,552.58,0.86
United States,HD01_VD69,2007,Estimate; Female: - 45 to 64 years: - Less than 9th grade,1896965,24315.91,12406.08,0.65
North Carolina,HD01_VD69,2007,Estimate; Female: - 45 to 64 years: - Less than 9th grade,39272,3644.77,1859.58,4.74
Durham ,HD01_VD69,2007,Estimate; Female: - 45 to 64 years: - Less than 9th grade,470,530.21,270.52,57.56
Forsyth ,HD01_VD69,2007,Estimate; Female: - 45 to 64 years: - Less than 9th grade,1098,700.6,357.45,32.55
Guilford ,HD01_VD69,2007,Estimate; Female: - 45 to 64 years: - Less than 9th grade,1624,819.74,418.23,25.75
United States,HD01_VD70,2007,"Estimate; Female: - 45 to 64 years: - 9th to 12th grade, no diploma",2861464,30597.45,15610.94,0.55
North Carolina,HD01_VD70,2007,"Estimate; Female: - 45 to 64 years: - 9th to 12th grade, no diploma",104848,5507.06,2809.72,2.68
Durham ,HD01_VD70,2007,"Estimate; Female: - 45 to 64 years: - 9th to 12th grade, no diploma",2145,956.77,488.15,22.76
Forsyth ,HD01_VD70,2007,"Estimate; Female: - 45 to 64 years: - 9th to 12th grade, no diploma",1995,730.38,372.64,18.68
Guilford ,HD01_VD70,2007,"Estimate; Female: - 45 to 64 years: - 9th to 12th grade, no diploma",5280,1490.55,760.48,14.4
United States,HD01_VD71,2007,Estimate; Female: - 45 to 64 years: - High school graduate (includes equivalency),11952103,56026.21,28584.8,0.24
North Carolina,HD01_VD71,2007,Estimate; Female: - 45 to 64 years: - High school graduate (includes equivalency),376850,9792.85,4996.35,1.33
Durham ,HD01_VD71,2007,Estimate; Female: - 45 to 64 years: - High school graduate (includes equivalency),5753,1470.3,750.15,13.04
Forsyth ,HD01_VD71,2007,Estimate; Female: - 45 to 64 years: - High school graduate (includes equivalency),14113,1688.34,861.4,6.1
Guilford ,HD01_VD71,2007,Estimate; Female: - 45 to 64 years: - High school graduate (includes equivalency),17537,1900.43,969.61,5.53
United States,HD01_VD72,2007,"Estimate; Female: - 45 to 64 years: - Some college, no degree",8223486,49748.26,25381.77,0.31
North Carolina,HD01_VD72,2007,"Estimate; Female: - 45 to 64 years: - Some college, no degree",254069,8750.3,4464.44,1.76
Durham ,HD01_VD72,2007,"Estimate; Female: - 45 to 64 years: - Some college, no degree",5568,1379.74,703.95,12.64
Forsyth ,HD01_VD72,2007,"Estimate; Female: - 45 to 64 years: - Some college, no degree",9171,1516.77,773.86,8.44
Guilford ,HD01_VD72,2007,"Estimate; Female: - 45 to 64 years: - Some college, no degree",12259,1977.87,1009.12,8.23
United States,HD01_VD73,2007,Estimate; Female: - 45 to 64 years: - Associate's degree,3483317,29539.4,15071.12,0.43
North Carolina,HD01_VD73,2007,Estimate; Female: - 45 to 64 years: - Associate's degree,120951,5918.13,3019.45,2.5
Durham ,HD01_VD73,2007,Estimate; Female: - 45 to 64 years: - Associate's degree,3244,1053.28,537.39,16.57
Forsyth ,HD01_VD73,2007,Estimate; Female: - 45 to 64 years: - Associate's degree,3987,1062.81,542.25,13.6
Guilford ,HD01_VD73,2007,Estimate; Female: - 45 to 64 years: - Associate's degree,6077,1400,714.29,11.75
United States,HD01_VD74,2007,Estimate; Female: - 45 to 64 years: - Bachelor's degree,6563581,41674.72,21262.61,0.32
North Carolina,HD01_VD74,2007,Estimate; Female: - 45 to 64 years: - Bachelor's degree,192109,7129.87,3637.69,1.89
Durham ,HD01_VD74,2007,Estimate; Female: - 45 to 64 years: - Bachelor's degree,7686,1405.96,717.33,9.33
Forsyth ,HD01_VD74,2007,Estimate; Female: - 45 to 64 years: - Bachelor's degree,10642,1547.74,789.66,7.42
Guilford ,HD01_VD74,2007,Estimate; Female: - 45 to 64 years: - Bachelor's degree,13559,1766.98,901.52,6.65
United States,HD01_VD75,2007,Estimate; Female: - 45 to 64 years: - Graduate or professional degree,4262420,28840,14714.29,0.35
North Carolina,HD01_VD75,2007,Estimate; Female: - 45 to 64 years: - Graduate or professional degree,113263,6316.09,3222.49,2.85
Durham ,HD01_VD75,2007,Estimate; Female: - 45 to 64 years: - Graduate or professional degree,6990,1538.21,784.8,11.23
Forsyth ,HD01_VD75,2007,Estimate; Female: - 45 to 64 years: - Graduate or professional degree,5924,1155.74,589.66,9.95
Guilford ,HD01_VD75,2007,Estimate; Female: - 45 to 64 years: - Graduate or professional degree,8151,1546.55,789.06,9.68
United States,HD01_VD76,2007,Estimate; Female: - 65 years and over:,21903413,13219.57,6744.68,0.03
North Carolina,HD01_VD76,2007,Estimate; Female: - 65 years and over:,647134,2440.17,1244.98,0.19
Durham ,HD01_VD76,2007,Estimate; Female: - 65 years and over:,14191,351.49,179.33,1.26
Forsyth ,HD01_VD76,2007,Estimate; Female: - 65 years and over:,24887,377.7,192.7,0.77
Guilford ,HD01_VD76,2007,Estimate; Female: - 65 years and over:,32657,465.87,237.69,0.73
United States,HD01_VD77,2007,Estimate; Female: - 65 years and over: - Less than 9th grade,2776039,32794.55,16731.91,0.6
North Carolina,HD01_VD77,2007,Estimate; Female: - 65 years and over: - Less than 9th grade,85097,5040,2571.43,3.02
Durham ,HD01_VD77,2007,Estimate; Female: - 65 years and over: - Less than 9th grade,1264,536.17,273.56,21.64
Forsyth ,HD01_VD77,2007,Estimate; Female: - 65 years and over: - Less than 9th grade,2049,685.11,349.55,17.06
Guilford ,HD01_VD77,2007,Estimate; Female: - 65 years and over: - Less than 9th grade,3238,875.74,446.81,13.8
United States,HD01_VD78,2007,"Estimate; Female: - 65 years and over: - 9th to 12th grade, no diploma",3085533,26260.43,13398.18,0.43
North Carolina,HD01_VD78,2007,"Estimate; Female: - 65 years and over: - 9th to 12th grade, no diploma",113180,5795.4,2956.84,2.61
Durham ,HD01_VD78,2007,"Estimate; Female: - 65 years and over: - 9th to 12th grade, no diploma",2066,676.77,345.29,16.71
Forsyth ,HD01_VD78,2007,"Estimate; Female: - 65 years and over: - 9th to 12th grade, no diploma",3163,910.3,464.44,14.68
Guilford ,HD01_VD78,2007,"Estimate; Female: - 65 years and over: - 9th to 12th grade, no diploma",5135,1164.09,593.92,11.57
United States,HD01_VD79,2007,Estimate; Female: - 65 years and over: - High school graduate (includes equivalency),8403117,38035.91,19406.08,0.23
North Carolina,HD01_VD79,2007,Estimate; Female: - 65 years and over: - High school graduate (includes equivalency),226540,7452.77,3802.43,1.68
Durham ,HD01_VD79,2007,Estimate; Female: - 65 years and over: - High school graduate (includes equivalency),4872,831.66,424.32,8.71
Forsyth ,HD01_VD79,2007,Estimate; Female: - 65 years and over: - High school graduate (includes equivalency),10080,1454.81,742.25,7.36
Guilford ,HD01_VD79,2007,Estimate; Female: - 65 years and over: - High school graduate (includes equivalency),11912,1463.15,746.51,6.27
United States,HD01_VD80,2007,"Estimate; Female: - 65 years and over: - Some college, no degree",3530963,25118.98,12815.81,0.36
North Carolina,HD01_VD80,2007,"Estimate; Female: - 65 years and over: - Some college, no degree",96798,4904.17,2502.13,2.58
Durham ,HD01_VD80,2007,"Estimate; Female: - 65 years and over: - Some college, no degree",1617,529.02,269.91,16.69
Forsyth ,HD01_VD80,2007,"Estimate; Female: - 65 years and over: - Some college, no degree",4069,942.47,480.85,11.82
Guilford ,HD01_VD80,2007,"Estimate; Female: - 65 years and over: - Some college, no degree",4603,893.62,455.93,9.91
United States,HD01_VD81,2007,Estimate; Female: - 65 years and over: - Associate's degree,832267,16966.81,8656.54,1.04
North Carolina,HD01_VD81,2007,Estimate; Female: - 65 years and over: - Associate's degree,28991,2869.11,1463.83,5.05
Durham ,HD01_VD81,2007,Estimate; Female: - 65 years and over: - Associate's degree,431,309.79,158.06,36.67
Forsyth ,HD01_VD81,2007,Estimate; Female: - 65 years and over: - Associate's degree,1046,506.38,258.36,24.7
Guilford ,HD01_VD81,2007,Estimate; Female: - 65 years and over: - Associate's degree,1338,669.62,341.64,25.53
United States,HD01_VD82,2007,Estimate; Female: - 65 years and over: - Bachelor's degree,1996542,26343.83,13440.73,0.67
North Carolina,HD01_VD82,2007,Estimate; Female: - 65 years and over: - Bachelor's degree,61296,3815.15,1946.51,3.18
Durham ,HD01_VD82,2007,Estimate; Female: - 65 years and over: - Bachelor's degree,2545,745.87,380.55,14.95
Forsyth ,HD01_VD82,2007,Estimate; Female: - 65 years and over: - Bachelor's degree,3230,728,371.43,11.5
Guilford ,HD01_VD82,2007,Estimate; Female: - 65 years and over: - Bachelor's degree,4230,1133.11,578.12,13.67
United States,HD01_VD83,2007,Estimate; Female: - 65 years and over: - Graduate or professional degree,1278952,20019.4,10213.98,0.8
North Carolina,HD01_VD83,2007,Estimate; Female: - 65 years and over: - Graduate or professional degree,35232,2866.72,1462.61,4.15
Durham ,HD01_VD83,2007,Estimate; Female: - 65 years and over: - Graduate or professional degree,1396,569.53,290.58,20.82
Forsyth ,HD01_VD83,2007,Estimate; Female: - 65 years and over: - Graduate or professional degree,1250,560,285.71,22.86
Guilford ,HD01_VD83,2007,Estimate; Female: - 65 years and over: - Graduate or professional degree,2201,828.09,422.49,19.2
United States,HD01_VD01,2008,Estimate; Total:,230137832,36008,18371.43,0.01
North Carolina,HD01_VD01,2008,Estimate; Total:,6982283,4086.81,2085.11,0.03
Durham ,HD01_VD01,2008,Estimate; Total:,198146,100.09,51.07,0.03
Forsyth ,HD01_VD01,2008,Estimate; Total:,258898,316.94,161.7,0.06
Guilford ,HD01_VD01,2008,Estimate; Total:,360572,388.43,198.18,0.05
United States,HD01_VD02,2008,Estimate; Male:,112009961,28564.77,14573.86,0.01
North Carolina,HD01_VD02,2008,Estimate; Male:,3363577,5626.21,2870.52,0.09
Durham ,HD01_VD02,2008,Estimate; Male:,94798,517.11,263.83,0.28
Forsyth ,HD01_VD02,2008,Estimate; Male:,122040,305.02,155.62,0.13
Guilford ,HD01_VD02,2008,Estimate; Male:,170397,789.96,403.04,0.24
United States,HD01_VD03,2008,Estimate; Male: - 18 to 24 years:,15489575,35270.47,17995.14,0.12
North Carolina,HD01_VD03,2008,Estimate; Male: - 18 to 24 years:,469394,6958.3,3550.15,0.76
Durham ,HD01_VD03,2008,Estimate; Male: - 18 to 24 years:,14891,1023.49,522.19,3.51
Forsyth ,HD01_VD03,2008,Estimate; Male: - 18 to 24 years:,16404,468.26,238.91,1.46
Guilford ,HD01_VD03,2008,Estimate; Male: - 18 to 24 years:,23722,459.91,234.65,0.99
United States,HD01_VD04,2008,Estimate; Male: - 18 to 24 years: - Less than 9th grade,442448,15075.91,7691.79,1.74
North Carolina,HD01_VD04,2008,Estimate; Male: - 18 to 24 years: - Less than 9th grade,17123,3150.3,1607.3,9.39
Durham ,HD01_VD04,2008,Estimate; Male: - 18 to 24 years: - Less than 9th grade,728,737.53,376.29,51.69
Forsyth ,HD01_VD04,2008,Estimate; Male: - 18 to 24 years: - Less than 9th grade,523,513.53,262.01,50.1
Guilford ,HD01_VD04,2008,Estimate; Male: - 18 to 24 years: - Less than 9th grade,486,377.7,192.7,39.65
United States,HD01_VD05,2008,"Estimate; Male: - 18 to 24 years: - 9th to 12th grade, no diploma",2574770,34242.21,17470.52,0.68
North Carolina,HD01_VD05,2008,"Estimate; Male: - 18 to 24 years: - 9th to 12th grade, no diploma",77642,6625.87,3380.55,4.35
Durham ,HD01_VD05,2008,"Estimate; Male: - 18 to 24 years: - 9th to 12th grade, no diploma",1615,1056.85,539.21,33.39
Forsyth ,HD01_VD05,2008,"Estimate; Male: - 18 to 24 years: - 9th to 12th grade, no diploma",2840,1156.94,590.28,20.78
Guilford ,HD01_VD05,2008,"Estimate; Male: - 18 to 24 years: - 9th to 12th grade, no diploma",2395,916.26,467.48,19.52
United States,HD01_VD06,2008,"Estimate; Male: - 18 to 24 years: - High school graduate, GED, or alternative",5143023,40918.13,20876.6,0.41
North Carolina,HD01_VD06,2008,"Estimate; Male: - 18 to 24 years: - High school graduate, GED, or alternative",156609,7621.96,3888.76,2.48
Durham ,HD01_VD06,2008,"Estimate; Male: - 18 to 24 years: - High school graduate, GED, or alternative",2919,1413.11,720.97,24.7
Forsyth ,HD01_VD06,2008,"Estimate; Male: - 18 to 24 years: - High school graduate, GED, or alternative",4704,1385.7,706.99,15.03
Guilford ,HD01_VD06,2008,"Estimate; Male: - 18 to 24 years: - High school graduate, GED, or alternative",7425,1593.02,812.77,10.95
United States,HD01_VD07,2008,"Estimate; Male: - 18 to 24 years: - Some college, no degree",5548328,43106.89,21993.31,0.4
North Carolina,HD01_VD07,2008,"Estimate; Male: - 18 to 24 years: - Some college, no degree",170383,8242.72,4205.47,2.47
Durham ,HD01_VD07,2008,"Estimate; Male: - 18 to 24 years: - Some college, no degree",7446,4663.49,2379.33,31.95
Forsyth ,HD01_VD07,2008,"Estimate; Male: - 18 to 24 years: - Some college, no degree",6141,1716.94,875.99,14.26
Guilford ,HD01_VD07,2008,"Estimate; Male: - 18 to 24 years: - Some college, no degree",11483,1594.21,813.37,7.08
United States,HD01_VD08,2008,Estimate; Male: - 18 to 24 years: - Associate's degree,628270,17964.09,9165.35,1.46
North Carolina,HD01_VD08,2008,Estimate; Male: - 18 to 24 years: - Associate's degree,14297,2615.32,1334.35,9.33
Durham ,HD01_VD08,2008,Estimate; Male: - 18 to 24 years: - Associate's degree,346,498.04,254.1,73.44
Forsyth ,HD01_VD08,2008,Estimate; Male: - 18 to 24 years: - Associate's degree,402,393.19,200.61,49.9
Guilford ,HD01_VD08,2008,Estimate; Male: - 18 to 24 years: - Associate's degree,452,372.94,190.28,42.1
United States,HD01_VD09,2008,Estimate; Male: - 18 to 24 years: - Bachelor's degree,1081813,23268.6,11871.73,1.1
North Carolina,HD01_VD09,2008,Estimate; Male: - 18 to 24 years: - Bachelor's degree,31822,4586.04,2339.82,7.35
Durham ,HD01_VD09,2008,Estimate; Male: - 18 to 24 years: - Bachelor's degree,1837,1634.72,834.04,45.4
Forsyth ,HD01_VD09,2008,Estimate; Male: - 18 to 24 years: - Bachelor's degree,1794,921.02,469.91,26.19
Guilford ,HD01_VD09,2008,Estimate; Male: - 18 to 24 years: - Bachelor's degree,1481,658.89,336.17,22.7
United States,HD01_VD10,2008,Estimate; Male: - 18 to 24 years: - Graduate or professional degree,70923,6055.15,3089.36,4.36
North Carolina,HD01_VD10,2008,Estimate; Male: - 18 to 24 years: - Graduate or professional degree,1518,830.47,423.71,27.91
Durham ,HD01_VD10,2008,Estimate; Male: - 18 to 24 years: - Graduate or professional degree,0,344.34,175.68,Inf
Forsyth ,HD01_VD10,2008,Estimate; Male: - 18 to 24 years: - Graduate or professional degree,0,344.34,175.68,Inf
Guilford ,HD01_VD10,2008,Estimate; Male: - 18 to 24 years: - Graduate or professional degree,0,344.34,175.68,Inf
United States,HD01_VD11,2008,Estimate; Male: - 25 to 34 years:,20531479,30720.17,15673.56,0.08
North Carolina,HD01_VD11,2008,Estimate; Male: - 25 to 34 years:,612450,8028.26,4096.05,0.67
Durham ,HD01_VD11,2008,Estimate; Male: - 25 to 34 years:,19981,1022.3,521.58,2.61
Forsyth ,HD01_VD11,2008,Estimate; Male: - 25 to 34 years:,21514,382.47,195.14,0.91
Guilford ,HD01_VD11,2008,Estimate; Male: - 25 to 34 years:,30341,744.68,379.94,1.25
United States,HD01_VD12,2008,Estimate; Male: - 25 to 34 years: - Less than 9th grade,1106803,23408,11942.86,1.08
North Carolina,HD01_VD12,2008,Estimate; Male: - 25 to 34 years: - Less than 9th grade,44106,4493.11,2292.4,5.2
Durham ,HD01_VD12,2008,Estimate; Male: - 25 to 34 years: - Less than 9th grade,1707,899.57,458.96,26.89
Forsyth ,HD01_VD12,2008,Estimate; Male: - 25 to 34 years: - Less than 9th grade,1642,778.04,396.96,24.18
Guilford ,HD01_VD12,2008,Estimate; Male: - 25 to 34 years: - Less than 9th grade,1268,806.64,411.55,32.46
United States,HD01_VD13,2008,"Estimate; Male: - 25 to 34 years: - 9th to 12th grade, no diploma",2113223,34360.17,17530.7,0.83
North Carolina,HD01_VD13,2008,"Estimate; Male: - 25 to 34 years: - 9th to 12th grade, no diploma",67522,5771.57,2944.68,4.36
Durham ,HD01_VD13,2008,"Estimate; Male: - 25 to 34 years: - 9th to 12th grade, no diploma",2425,952,485.71,20.03
Forsyth ,HD01_VD13,2008,"Estimate; Male: - 25 to 34 years: - 9th to 12th grade, no diploma",1753,806.64,411.55,23.48
Guilford ,HD01_VD13,2008,"Estimate; Male: - 25 to 34 years: - 9th to 12th grade, no diploma",2673,1150.98,587.23,21.97
United States,HD01_VD14,2008,"Estimate; Male: - 25 to 34 years: - High school graduate, GED, or alternative",5826620,44421.11,22663.83,0.39
North Carolina,HD01_VD14,2008,"Estimate; Male: - 25 to 34 years: - High school graduate, GED, or alternative",171785,8850.38,4515.5,2.63
Durham ,HD01_VD14,2008,"Estimate; Male: - 25 to 34 years: - High school graduate, GED, or alternative",3782,1060.43,541.04,14.31
Forsyth ,HD01_VD14,2008,"Estimate; Male: - 25 to 34 years: - High school graduate, GED, or alternative",6287,1460.77,745.29,11.85
Guilford ,HD01_VD14,2008,"Estimate; Male: - 25 to 34 years: - High school graduate, GED, or alternative",9609,2021.96,1031.61,10.74
United States,HD01_VD15,2008,"Estimate; Male: - 25 to 34 years: - Some college, no degree",4676832,38277.79,19529.48,0.42
North Carolina,HD01_VD15,2008,"Estimate; Male: - 25 to 34 years: - Some college, no degree",139489,7356.26,3753.19,2.69
Durham ,HD01_VD15,2008,"Estimate; Male: - 25 to 34 years: - Some college, no degree",3130,1065.19,543.46,17.36
Forsyth ,HD01_VD15,2008,"Estimate; Male: - 25 to 34 years: - Some college, no degree",4321,1237.96,631.61,14.62
Guilford ,HD01_VD15,2008,"Estimate; Male: - 25 to 34 years: - Some college, no degree",6558,1674.04,854.1,13.02
United States,HD01_VD16,2008,Estimate; Male: - 25 to 34 years: - Associate's degree,1487613,27179.06,13866.87,0.93
North Carolina,HD01_VD16,2008,Estimate; Male: - 25 to 34 years: - Associate's degree,40225,3632.85,1853.49,4.61
Durham ,HD01_VD16,2008,Estimate; Male: - 25 to 34 years: - Associate's degree,462,276.43,141.04,30.53
Forsyth ,HD01_VD16,2008,Estimate; Male: - 25 to 34 years: - Associate's degree,1402,842.38,429.79,30.66
Guilford ,HD01_VD16,2008,Estimate; Male: - 25 to 34 years: - Associate's degree,1891,810.21,413.37,21.86
United States,HD01_VD17,2008,Estimate; Male: - 25 to 34 years: - Bachelor's degree,3903935,44057.7,22478.42,0.58
North Carolina,HD01_VD17,2008,Estimate; Male: - 25 to 34 years: - Bachelor's degree,112092,6674.72,3405.47,3.04
Durham ,HD01_VD17,2008,Estimate; Male: - 25 to 34 years: - Bachelor's degree,5299,1349.96,688.76,13
