year1,county1,group1,year2,county2,group2,Yes1,No1,Rate1,Yes2,No2,Rate2,Significant,Narrative
2015-16,Forsyth,white,2015-16,Guilford,white,1169,355,0.7670603674540682,1284,382,0.7707082833133253,FALSE,white in Forsyth 2015-16 has a similar 3rd Grade Reading Score compared to white in Guilford 2015-16
2015-16,Forsyth,hispanic,2017-18,Forsyth,hispanic,400,845,0.321285140562249,409,798,0.3388566694283347,FALSE,hispanic in Forsyth 2015-16 has a similar 3rd Grade Reading Score compared to hispanic in Forsyth 2017-18
2015-16,Forsyth,hispanic,2016-17,Forsyth,hispanic,400,845,0.321285140562249,380,780,0.3275862068965517,FALSE,hispanic in Forsyth 2015-16 has a similar 3rd Grade Reading Score compared to hispanic in Forsyth 2016-17
2015-16,Forsyth,hispanic,2014-15,Forsyth,hispanic,400,845,0.321285140562249,400,733,0.353045013239188,FALSE,hispanic in Forsyth 2015-16 has a similar 3rd Grade Reading Score compared to hispanic in Forsyth 2014-15
2015-16,Forsyth,hispanic,2013-14,Forsyth,hispanic,400,845,0.321285140562249,373,619,0.37600806451612906,TRUE,hispanic in Forsyth 2015-16 has a lower 3rd Grade Reading Score than hispanic in Forsyth 2013-14
2015-16,Forsyth,hispanic,2015-16,Forsyth,black,400,845,0.321285140562249,460,759,0.37735849056603776,TRUE,hispanic in Forsyth 2015-16 has a lower 3rd Grade Reading Score than black in Forsyth 2015-16
2015-16,Forsyth,hispanic,2015-16,Forsyth,white,400,845,0.321285140562249,1169,355,0.7670603674540682,TRUE,hispanic in Forsyth 2015-16 has a lower 3rd Grade Reading Score than white in Forsyth 2015-16
2015-16,Forsyth,hispanic,2015-16,Durham,hispanic,400,845,0.321285140562249,296,583,0.33674630261660976,FALSE,hispanic in Forsyth 2015-16 has a similar 3rd Grade Reading Score compared to hispanic in Durham 2015-16
2015-16,Forsyth,hispanic,2015-16,Guilford,hispanic,400,845,0.321285140562249,390,582,0.4012345679012346,TRUE,hispanic in Forsyth 2015-16 has a lower 3rd Grade Reading Score than hispanic in Guilford 2015-16
2015-16,Forsyth,male,2017-18,Forsyth,male,1124,1146,0.4951541850220264,1058,1170,0.4748653500897666,FALSE,male in Forsyth 2015-16 has a similar 3rd Grade Reading Score compared to male in Forsyth 2017-18
2015-16,Forsyth,male,2016-17,Forsyth,male,1124,1146,0.4951541850220264,1095,1139,0.4901521933751119,FALSE,male in Forsyth 2015-16 has a similar 3rd Grade Reading Score compared to male in Forsyth 2016-17
2015-16,Forsyth,male,2014-15,Forsyth,male,1124,1146,0.4951541850220264,1115,1005,0.5259433962264151,TRUE,male in Forsyth 2015-16 has a lower 3rd Grade Reading Score than male in Forsyth 2014-15
2015-16,Forsyth,male,2013-14,Forsyth,male,1124,1146,0.4951541850220264,1150,933,0.5520883341334614,TRUE,male in Forsyth 2015-16 has a lower 3rd Grade Reading Score than male in Forsyth 2013-14
2015-16,Forsyth,male,2015-16,Forsyth,female,1124,1146,0.4951541850220264,1102,917,0.5458147597820703,TRUE,male in Forsyth 2015-16 has a lower 3rd Grade Reading Score than female in Forsyth 2015-16
2015-16,Forsyth,male,2015-16,Durham,male,1124,1146,0.4951541850220264,573,786,0.4216335540838852,TRUE,male in Forsyth 2015-16 has a higher 3rd Grade Reading Score than male in Durham 2015-16
2015-16,Forsyth,male,2015-16,Guilford,male,1124,1146,0.4951541850220264,1463,1384,0.513874253600281,FALSE,male in Forsyth 2015-16 has a similar 3rd Grade Reading Score compared to male in Guilford 2015-16
2015-16,Forsyth,female,2017-18,Forsyth,female,1102,917,0.5458147597820703,1187,937,0.5588512241054614,FALSE,female in Forsyth 2015-16 has a similar 3rd Grade Reading Score compared to female in Forsyth 2017-18
2015-16,Forsyth,female,2016-17,Forsyth,female,1102,917,0.5458147597820703,1212,922,0.5679475164011246,FALSE,female in Forsyth 2015-16 has a similar 3rd Grade Reading Score compared to female in Forsyth 2016-17
2015-16,Forsyth,female,2014-15,Forsyth,female,1102,917,0.5458147597820703,1209,823,0.59498031496063,TRUE,female in Forsyth 2015-16 has a lower 3rd Grade Reading Score than female in Forsyth 2014-15
2015-16,Forsyth,female,2013-14,Forsyth,female,1102,917,0.5458147597820703,1179,751,0.6108808290155441,TRUE,female in Forsyth 2015-16 has a lower 3rd Grade Reading Score than female in Forsyth 2013-14
2015-16,Forsyth,female,2015-16,Forsyth,male,1102,917,0.5458147597820703,1124,1146,0.4951541850220264,TRUE,female in Forsyth 2015-16 has a higher 3rd Grade Reading Score than male in Forsyth 2015-16
2015-16,Forsyth,female,2015-16,Durham,female,1102,917,0.5458147597820703,646,667,0.492003046458492,TRUE,female in Forsyth 2015-16 has a higher 3rd Grade Reading Score than female in Durham 2015-16
2015-16,Forsyth,female,2015-16,Guilford,female,1102,917,0.5458147597820703,1476,1128,0.5668202764976958,FALSE,female in Forsyth 2015-16 has a similar 3rd Grade Reading Score compared to female in Guilford 2015-16
2015-16,Forsyth,eds,2017-18,Forsyth,eds,843,1436,0.36989907854322074,802,1389,0.36604290278411683,FALSE,eds in Forsyth 2015-16 has a similar 3rd Grade Reading Score compared to eds in Forsyth 2017-18
2015-16,Forsyth,eds,2016-17,Forsyth,eds,843,1436,0.36989907854322074,854,1467,0.36794485135717364,FALSE,eds in Forsyth 2015-16 has a similar 3rd Grade Reading Score compared to eds in Forsyth 2016-17
2015-16,Forsyth,eds,2014-15,Forsyth,eds,843,1436,0.36989907854322074,1121,1580,0.4150314698259904,TRUE,eds in Forsyth 2015-16 has a lower 3rd Grade Reading Score than eds in Forsyth 2014-15
2015-16,Forsyth,eds,2013-14,Forsyth,eds,843,1436,0.36989907854322074,1036,1402,0.4249384741591468,TRUE,eds in Forsyth 2015-16 has a lower 3rd Grade Reading Score than eds in Forsyth 2013-14
2015-16,Forsyth,eds,2015-16,Forsyth,not_eds,843,1436,0.36989907854322074,1385,625,0.6890547263681592,TRUE,eds in Forsyth 2015-16 has a lower 3rd Grade Reading Score than not_eds in Forsyth 2015-16
2015-16,Forsyth,eds,2015-16,Durham,eds,843,1436,0.36989907854322074,627,1262,0.33192165166754894,TRUE,eds in Forsyth 2015-16 has a higher 3rd Grade Reading Score than eds in Durham 2015-16
2015-16,Forsyth,eds,2015-16,Guilford,eds,843,1436,0.36989907854322074,1152,1650,0.41113490364025695,TRUE,eds in Forsyth 2015-16 has a lower 3rd Grade Reading Score than eds in Guilford 2015-16
2015-16,Forsyth,not_eds,2017-18,Forsyth,not_eds,1385,625,0.6890547263681592,1444,717,0.6682091624248033,FALSE,not_eds in Forsyth 2015-16 has a similar 3rd Grade Reading Score compared to not_eds in Forsyth 2017-18
2015-16,Forsyth,not_eds,2016-17,Forsyth,not_eds,1385,625,0.6890547263681592,1453,594,0.709819247679531,FALSE,not_eds in Forsyth 2015-16 has a similar 3rd Grade Reading Score compared to not_eds in Forsyth 2016-17
2015-16,Forsyth,not_eds,2014-15,Forsyth,not_eds,1385,625,0.6890547263681592,1203,248,0.8290833907649897,TRUE,not_eds in Forsyth 2015-16 has a lower 3rd Grade Reading Score than not_eds in Forsyth 2014-15
2015-16,Forsyth,not_eds,2013-14,Forsyth,not_eds,1385,625,0.6890547263681592,1295,280,0.8222222222222222,TRUE,not_eds in Forsyth 2015-16 has a lower 3rd Grade Reading Score than not_eds in Forsyth 2013-14
2015-16,Forsyth,not_eds,2015-16,Forsyth,eds,1385,625,0.6890547263681592,843,1436,0.36989907854322074,TRUE,not_eds in Forsyth 2015-16 has a higher 3rd Grade Reading Score than eds in Forsyth 2015-16
2015-16,Forsyth,not_eds,2015-16,Durham,not_eds,1385,625,0.6890547263681592,593,190,0.7573435504469987,TRUE,not_eds in Forsyth 2015-16 has a lower 3rd Grade Reading Score than not_eds in Durham 2015-16
2015-16,Forsyth,not_eds,2015-16,Guilford,not_eds,1385,625,0.6890547263681592,1788,861,0.6749716874292185,FALSE,not_eds in Forsyth 2015-16 has a similar 3rd Grade Reading Score compared to not_eds in Guilford 2015-16
2015-16,Forsyth,ALL,2017-18,Forsyth,ALL,2226,2063,0.5190020983912333,2246,2106,0.5160845588235294,FALSE,ALL in Forsyth 2015-16 has a similar 3rd Grade Reading Score compared to ALL in Forsyth 2017-18
2015-16,Forsyth,ALL,2016-17,Forsyth,ALL,2226,2063,0.5190020983912333,2306,2062,0.5279304029304029,FALSE,ALL in Forsyth 2015-16 has a similar 3rd Grade Reading Score compared to ALL in Forsyth 2016-17
2015-16,Forsyth,ALL,2014-15,Forsyth,ALL,2226,2063,0.5190020983912333,2325,1827,0.559971098265896,TRUE,ALL in Forsyth 2015-16 has a lower 3rd Grade Reading Score than ALL in Forsyth 2014-15
2015-16,Forsyth,ALL,2013-14,Forsyth,ALL,2226,2063,0.5190020983912333,2328,1685,0.5801146274607526,TRUE,ALL in Forsyth 2015-16 has a lower 3rd Grade Reading Score than ALL in Forsyth 2013-14
2015-16,Forsyth,ALL,2015-16,Durham,ALL,2226,2063,0.5190020983912333,1221,1451,0.4569610778443114,TRUE,ALL in Forsyth 2015-16 has a higher 3rd Grade Reading Score than ALL in Durham 2015-16
2015-16,Forsyth,ALL,2015-16,Guilford,ALL,2226,2063,0.5190020983912333,2938,2513,0.5389836727206018,FALSE,ALL in Forsyth 2015-16 has a similar 3rd Grade Reading Score compared to ALL in Guilford 2015-16
2014-15,Forsyth,black,2017-18,Forsyth,black,508,658,0.43567753001715265,463,772,0.3748987854251012,TRUE,black in Forsyth 2014-15 has a higher 3rd Grade Reading Score than black in Forsyth 2017-18
2014-15,Forsyth,black,2016-17,Forsyth,black,508,658,0.43567753001715265,494,798,0.38235294117647056,TRUE,black in Forsyth 2014-15 has a higher 3rd Grade Reading Score than black in Forsyth 2016-17
2014-15,Forsyth,black,2015-16,Forsyth,black,508,658,0.43567753001715265,460,759,0.37735849056603776,TRUE,black in Forsyth 2014-15 has a higher 3rd Grade Reading Score than black in Forsyth 2015-16
2014-15,Forsyth,black,2013-14,Forsyth,black,508,658,0.43567753001715265,495,646,0.43382997370727433,FALSE,black in Forsyth 2014-15 has a similar 3rd Grade Reading Score compared to black in Forsyth 2013-14
2014-15,Forsyth,black,2014-15,Forsyth,white,508,658,0.43567753001715265,1218,353,0.7753023551877785,TRUE,black in Forsyth 2014-15 has a lower 3rd Grade Reading Score than white in Forsyth 2014-15
2014-15,Forsyth,black,2014-15,Forsyth,hispanic,508,658,0.43567753001715265,400,733,0.353045013239188,TRUE,black in Forsyth 2014-15 has a higher 3rd Grade Reading Score than hispanic in Forsyth 2014-15
2014-15,Forsyth,black,2014-15,Durham,black,508,658,0.43567753001715265,422,741,0.36285468615649186,TRUE,black in Forsyth 2014-15 has a higher 3rd Grade Reading Score than black in Durham 2014-15
2014-15,Forsyth,black,2014-15,Guilford,black,508,658,0.43567753001715265,988,1332,0.42586206896551726,FALSE,black in Forsyth 2014-15 has a similar 3rd Grade Reading Score compared to black in Guilford 2014-15
2014-15,Forsyth,white,2017-18,Forsyth,white,1218,353,0.7753023551877785,1179,418,0.7382592360676268,TRUE,white in Forsyth 2014-15 has a higher 3rd Grade Reading Score than white in Forsyth 2017-18
2014-15,Forsyth,white,2016-17,Forsyth,white,1218,353,0.7753023551877785,1252,384,0.7652811735941321,FALSE,white in Forsyth 2014-15 has a similar 3rd Grade Reading Score compared to white in Forsyth 2016-17
2014-15,Forsyth,white,2015-16,Forsyth,white,1218,353,0.7753023551877785,1169,355,0.7670603674540682,FALSE,white in Forsyth 2014-15 has a similar 3rd Grade Reading Score compared to white in Forsyth 2015-16
2014-15,Forsyth,white,2013-14,Forsyth,white,1218,353,0.7753023551877785,1279,352,0.7841814837522992,FALSE,white in Forsyth 2014-15 has a similar 3rd Grade Reading Score compared to white in Forsyth 2013-14
2014-15,Forsyth,white,2014-15,Forsyth,black,1218,353,0.7753023551877785,508,658,0.43567753001715265,TRUE,white in Forsyth 2014-15 has a higher 3rd Grade Reading Score than black in Forsyth 2014-15
2014-15,Forsyth,white,2014-15,Forsyth,hispanic,1218,353,0.7753023551877785,400,733,0.353045013239188,TRUE,white in Forsyth 2014-15 has a higher 3rd Grade Reading Score than hispanic in Forsyth 2014-15
2014-15,Forsyth,white,2014-15,Durham,white,1218,353,0.7753023551877785,386,88,0.8143459915611815,FALSE,white in Forsyth 2014-15 has a similar 3rd Grade Reading Score compared to white in Durham 2014-15
2014-15,Forsyth,white,2014-15,Guilford,white,1218,353,0.7753023551877785,1264,437,0.7430922986478542,TRUE,white in Forsyth 2014-15 has a higher 3rd Grade Reading Score than white in Guilford 2014-15
2014-15,Forsyth,hispanic,2017-18,Forsyth,hispanic,400,733,0.353045013239188,409,798,0.3388566694283347,FALSE,hispanic in Forsyth 2014-15 has a similar 3rd Grade Reading Score compared to hispanic in Forsyth 2017-18
2014-15,Forsyth,hispanic,2016-17,Forsyth,hispanic,400,733,0.353045013239188,380,780,0.3275862068965517,FALSE,hispanic in Forsyth 2014-15 has a similar 3rd Grade Reading Score compared to hispanic in Forsyth 2016-17
2014-15,Forsyth,hispanic,2015-16,Forsyth,hispanic,400,733,0.353045013239188,400,845,0.321285140562249,FALSE,hispanic in Forsyth 2014-15 has a similar 3rd Grade Reading Score compared to hispanic in Forsyth 2015-16
2014-15,Forsyth,hispanic,2013-14,Forsyth,hispanic,400,733,0.353045013239188,373,619,0.37600806451612906,FALSE,hispanic in Forsyth 2014-15 has a similar 3rd Grade Reading Score compared to hispanic in Forsyth 2013-14
2014-15,Forsyth,hispanic,2014-15,Forsyth,black,400,733,0.353045013239188,508,658,0.43567753001715265,TRUE,hispanic in Forsyth 2014-15 has a lower 3rd Grade Reading Score than black in Forsyth 2014-15
2014-15,Forsyth,hispanic,2014-15,Forsyth,white,400,733,0.353045013239188,1218,353,0.7753023551877785,TRUE,hispanic in Forsyth 2014-15 has a lower 3rd Grade Reading Score than white in Forsyth 2014-15
2014-15,Forsyth,hispanic,2014-15,Durham,hispanic,400,733,0.353045013239188,280,529,0.34610630407911,FALSE,hispanic in Forsyth 2014-15 has a similar 3rd Grade Reading Score compared to hispanic in Durham 2014-15
2014-15,Forsyth,hispanic,2014-15,Guilford,hispanic,400,733,0.353045013239188,373,534,0.41124586549062847,TRUE,hispanic in Forsyth 2014-15 has a lower 3rd Grade Reading Score than hispanic in Guilford 2014-15
2014-15,Forsyth,male,2017-18,Forsyth,male,1115,1005,0.5259433962264151,1058,1170,0.4748653500897666,TRUE,male in Forsyth 2014-15 has a higher 3rd Grade Reading Score than male in Forsyth 2017-18
2014-15,Forsyth,male,2016-17,Forsyth,male,1115,1005,0.5259433962264151,1095,1139,0.4901521933751119,TRUE,male in Forsyth 2014-15 has a higher 3rd Grade Reading Score than male in Forsyth 2016-17
2014-15,Forsyth,male,2015-16,Forsyth,male,1115,1005,0.5259433962264151,1124,1146,0.4951541850220264,TRUE,male in Forsyth 2014-15 has a higher 3rd Grade Reading Score than male in Forsyth 2015-16
2014-15,Forsyth,male,2013-14,Forsyth,male,1115,1005,0.5259433962264151,1150,933,0.5520883341334614,FALSE,male in Forsyth 2014-15 has a similar 3rd Grade Reading Score compared to male in Forsyth 2013-14
2014-15,Forsyth,male,2014-15,Forsyth,female,1115,1005,0.5259433962264151,1209,823,0.59498031496063,TRUE,male in Forsyth 2014-15 has a lower 3rd Grade Reading Score than female in Forsyth 2014-15
2014-15,Forsyth,male,2014-15,Durham,male,1115,1005,0.5259433962264151,540,767,0.4131599081866871,TRUE,male in Forsyth 2014-15 has a higher 3rd Grade Reading Score than male in Durham 2014-15
2014-15,Forsyth,male,2014-15,Guilford,male,1115,1005,0.5259433962264151,1377,1382,0.4990938745922436,FALSE,male in Forsyth 2014-15 has a similar 3rd Grade Reading Score compared to male in Guilford 2014-15
2014-15,Forsyth,female,2017-18,Forsyth,female,1209,823,0.59498031496063,1187,937,0.5588512241054614,TRUE,female in Forsyth 2014-15 has a higher 3rd Grade Reading Score than female in Forsyth 2017-18
2014-15,Forsyth,female,2016-17,Forsyth,female,1209,823,0.59498031496063,1212,922,0.5679475164011246,FALSE,female in Forsyth 2014-15 has a similar 3rd Grade Reading Score compared to female in Forsyth 2016-17
2014-15,Forsyth,female,2015-16,Forsyth,female,1209,823,0.59498031496063,1102,917,0.5458147597820703,TRUE,female in Forsyth 2014-15 has a higher 3rd Grade Reading Score than female in Forsyth 2015-16
2014-15,Forsyth,female,2013-14,Forsyth,female,1209,823,0.59498031496063,1179,751,0.6108808290155441,FALSE,female in Forsyth 2014-15 has a similar 3rd Grade Reading Score compared to female in Forsyth 2013-14
2014-15,Forsyth,female,2014-15,Forsyth,male,1209,823,0.59498031496063,1115,1005,0.5259433962264151,TRUE,female in Forsyth 2014-15 has a higher 3rd Grade Reading Score than male in Forsyth 2014-15
2014-15,Forsyth,female,2014-15,Durham,female,1209,823,0.59498031496063,626,638,0.495253164556962,TRUE,female in Forsyth 2014-15 has a higher 3rd Grade Reading Score than female in Durham 2014-15
2014-15,Forsyth,female,2014-15,Guilford,female,1209,823,0.59498031496063,1556,1140,0.5771513353115727,FALSE,female in Forsyth 2014-15 has a similar 3rd Grade Reading Score compared to female in Guilford 2014-15
2014-15,Forsyth,eds,2017-18,Forsyth,eds,1121,1580,0.4150314698259904,802,1389,0.36604290278411683,TRUE,eds in Forsyth 2014-15 has a higher 3rd Grade Reading Score than eds in Forsyth 2017-18
2014-15,Forsyth,eds,2016-17,Forsyth,eds,1121,1580,0.4150314698259904,854,1467,0.36794485135717364,TRUE,eds in Forsyth 2014-15 has a higher 3rd Grade Reading Score than eds in Forsyth 2016-17
2014-15,Forsyth,eds,2015-16,Forsyth,eds,1121,1580,0.4150314698259904,843,1436,0.36989907854322074,TRUE,eds in Forsyth 2014-15 has a higher 3rd Grade Reading Score than eds in Forsyth 2015-16
2014-15,Forsyth,eds,2013-14,Forsyth,eds,1121,1580,0.4150314698259904,1036,1402,0.4249384741591468,FALSE,eds in Forsyth 2014-15 has a similar 3rd Grade Reading Score compared to eds in Forsyth 2013-14
2014-15,Forsyth,eds,2014-15,Forsyth,not_eds,1121,1580,0.4150314698259904,1203,248,0.8290833907649897,TRUE,eds in Forsyth 2014-15 has a lower 3rd Grade Reading Score than not_eds in Forsyth 2014-15
2014-15,Forsyth,eds,2014-15,Durham,eds,1121,1580,0.4150314698259904,510,1085,0.31974921630094044,TRUE,eds in Forsyth 2014-15 has a higher 3rd Grade Reading Score than eds in Durham 2014-15
2014-15,Forsyth,eds,2014-15,Guilford,eds,1121,1580,0.4150314698259904,1231,1763,0.4111556446225785,FALSE,eds in Forsyth 2014-15 has a similar 3rd Grade Reading Score compared to eds in Guilford 2014-15
2014-15,Forsyth,not_eds,2017-18,Forsyth,not_eds,1203,248,0.8290833907649897,1444,717,0.6682091624248033,TRUE,not_eds in Forsyth 2014-15 has a higher 3rd Grade Reading Score than not_eds in Forsyth 2017-18
2014-15,Forsyth,not_eds,2016-17,Forsyth,not_eds,1203,248,0.8290833907649897,1453,594,0.709819247679531,TRUE,not_eds in Forsyth 2014-15 has a higher 3rd Grade Reading Score than not_eds in Forsyth 2016-17
2014-15,Forsyth,not_eds,2015-16,Forsyth,not_eds,1203,248,0.8290833907649897,1385,625,0.6890547263681592,TRUE,not_eds in Forsyth 2014-15 has a higher 3rd Grade Reading Score than not_eds in Forsyth 2015-16
2014-15,Forsyth,not_eds,2013-14,Forsyth,not_eds,1203,248,0.8290833907649897,1295,280,0.8222222222222222,FALSE,not_eds in Forsyth 2014-15 has a similar 3rd Grade Reading Score compared to not_eds in Forsyth 2013-14
2014-15,Forsyth,not_eds,2014-15,Forsyth,eds,1203,248,0.8290833907649897,1121,1580,0.4150314698259904,TRUE,not_eds in Forsyth 2014-15 has a higher 3rd Grade Reading Score than eds in Forsyth 2014-15
2014-15,Forsyth,not_eds,2014-15,Durham,not_eds,1203,248,0.8290833907649897,655,321,0.6711065573770492,TRUE,not_eds in Forsyth 2014-15 has a higher 3rd Grade Reading Score than not_eds in Durham 2014-15
2014-15,Forsyth,not_eds,2014-15,Guilford,not_eds,1203,248,0.8290833907649897,1701,760,0.6911824461600975,TRUE,not_eds in Forsyth 2014-15 has a higher 3rd Grade Reading Score than not_eds in Guilford 2014-15
2014-15,Forsyth,ALL,2017-18,Forsyth,ALL,2325,1827,0.559971098265896,2246,2106,0.5160845588235294,TRUE,ALL in Forsyth 2014-15 has a higher 3rd Grade Reading Score than ALL in Forsyth 2017-18
2014-15,Forsyth,ALL,2016-17,Forsyth,ALL,2325,1827,0.559971098265896,2306,2062,0.5279304029304029,TRUE,ALL in Forsyth 2014-15 has a higher 3rd Grade Reading Score than ALL in Forsyth 2016-17
2014-15,Forsyth,ALL,2015-16,Forsyth,ALL,2325,1827,0.559971098265896,2226,2063,0.5190020983912333,TRUE,ALL in Forsyth 2014-15 has a higher 3rd Grade Reading Score than ALL in Forsyth 2015-16
2014-15,Forsyth,ALL,2013-14,Forsyth,ALL,2325,1827,0.559971098265896,2328,1685,0.5801146274607526,FALSE,ALL in Forsyth 2014-15 has a similar 3rd Grade Reading Score compared to ALL in Forsyth 2013-14
2014-15,Forsyth,ALL,2014-15,Durham,ALL,2325,1827,0.559971098265896,1167,1404,0.4539089848308051,TRUE,ALL in Forsyth 2014-15 has a higher 3rd Grade Reading Score than ALL in Durham 2014-15
2014-15,Forsyth,ALL,2014-15,Guilford,ALL,2325,1827,0.559971098265896,2935,2520,0.538038496791934,TRUE,ALL in Forsyth 2014-15 has a higher 3rd Grade Reading Score than ALL in Guilford 2014-15
2013-14,Forsyth,black,2017-18,Forsyth,black,495,646,0.43382997370727433,463,772,0.3748987854251012,TRUE,black in Forsyth 2013-14 has a higher 3rd Grade Reading Score than black in Forsyth 2017-18
2013-14,Forsyth,black,2016-17,Forsyth,black,495,646,0.43382997370727433,494,798,0.38235294117647056,TRUE,black in Forsyth 2013-14 has a higher 3rd Grade Reading Score than black in Forsyth 2016-17
2013-14,Forsyth,black,2015-16,Forsyth,black,495,646,0.43382997370727433,460,759,0.37735849056603776,TRUE,black in Forsyth 2013-14 has a higher 3rd Grade Reading Score than black in Forsyth 2015-16
2013-14,Forsyth,black,2014-15,Forsyth,black,495,646,0.43382997370727433,508,658,0.43567753001715265,FALSE,black in Forsyth 2013-14 has a similar 3rd Grade Reading Score compared to black in Forsyth 2014-15
2013-14,Forsyth,black,2013-14,Forsyth,white,495,646,0.43382997370727433,1279,352,0.7841814837522992,TRUE,black in Forsyth 2013-14 has a lower 3rd Grade Reading Score than white in Forsyth 2013-14
2013-14,Forsyth,black,2013-14,Forsyth,hispanic,495,646,0.43382997370727433,373,619,0.37600806451612906,TRUE,black in Forsyth 2013-14 has a higher 3rd Grade Reading Score than hispanic in Forsyth 2013-14
2013-14,Forsyth,black,2013-14,Durham,black,495,646,0.43382997370727433,457,693,0.3973913043478261,FALSE,black in Forsyth 2013-14 has a similar 3rd Grade Reading Score compared to black in Durham 2013-14
2013-14,Forsyth,black,2013-14,Guilford,black,495,646,0.43382997370727433,994,1290,0.4352014010507881,FALSE,black in Forsyth 2013-14 has a similar 3rd Grade Reading Score compared to black in Guilford 2013-14
2013-14,Forsyth,white,2017-18,Forsyth,white,1279,352,0.7841814837522992,1179,418,0.7382592360676268,TRUE,white in Forsyth 2013-14 has a higher 3rd Grade Reading Score than white in Forsyth 2017-18
2013-14,Forsyth,white,2016-17,Forsyth,white,1279,352,0.7841814837522992,1252,384,0.7652811735941321,FALSE,white in Forsyth 2013-14 has a similar 3rd Grade Reading Score compared to white in Forsyth 2016-17
2013-14,Forsyth,white,2015-16,Forsyth,white,1279,352,0.7841814837522992,1169,355,0.7670603674540682,FALSE,white in Forsyth 2013-14 has a similar 3rd Grade Reading Score compared to white in Forsyth 2015-16
2013-14,Forsyth,white,2014-15,Forsyth,white,1279,352,0.7841814837522992,1218,353,0.7753023551877785,FALSE,white in Forsyth 2013-14 has a similar 3rd Grade Reading Score compared to white in Forsyth 2014-15
2013-14,Forsyth,white,2013-14,Forsyth,black,1279,352,0.7841814837522992,495,646,0.43382997370727433,TRUE,white in Forsyth 2013-14 has a higher 3rd Grade Reading Score than black in Forsyth 2013-14
2013-14,Forsyth,white,2013-14,Forsyth,hispanic,1279,352,0.7841814837522992,373,619,0.37600806451612906,TRUE,white in Forsyth 2013-14 has a higher 3rd Grade Reading Score than hispanic in Forsyth 2013-14
2013-14,Forsyth,white,2013-14,Durham,white,1279,352,0.7841814837522992,397,86,0.8219461697722568,FALSE,white in Forsyth 2013-14 has a similar 3rd Grade Reading Score compared to white in Durham 2013-14
2013-14,Forsyth,white,2013-14,Guilford,white,1279,352,0.7841814837522992,1414,415,0.7731000546746856,FALSE,white in Forsyth 2013-14 has a similar 3rd Grade Reading Score compared to white in Guilford 2013-14
2013-14,Forsyth,hispanic,2017-18,Forsyth,hispanic,373,619,0.37600806451612906,409,798,0.3388566694283347,FALSE,hispanic in Forsyth 2013-14 has a similar 3rd Grade Reading Score compared to hispanic in Forsyth 2017-18
2013-14,Forsyth,hispanic,2016-17,Forsyth,hispanic,373,619,0.37600806451612906,380,780,0.3275862068965517,TRUE,hispanic in Forsyth 2013-14 has a higher 3rd Grade Reading Score than hispanic in Forsyth 2016-17
2013-14,Forsyth,hispanic,2015-16,Forsyth,hispanic,373,619,0.37600806451612906,400,845,0.321285140562249,TRUE,hispanic in Forsyth 2013-14 has a higher 3rd Grade Reading Score than hispanic in Forsyth 2015-16
2013-14,Forsyth,hispanic,2014-15,Forsyth,hispanic,373,619,0.37600806451612906,400,733,0.353045013239188,FALSE,hispanic in Forsyth 2013-14 has a similar 3rd Grade Reading Score compared to hispanic in Forsyth 2014-15
2013-14,Forsyth,hispanic,2013-14,Forsyth,black,373,619,0.37600806451612906,495,646,0.43382997370727433,TRUE,hispanic in Forsyth 2013-14 has a lower 3rd Grade Reading Score than black in Forsyth 2013-14
2013-14,Forsyth,hispanic,2013-14,Forsyth,white,373,619,0.37600806451612906,1279,352,0.7841814837522992,TRUE,hispanic in Forsyth 2013-14 has a lower 3rd Grade Reading Score than white in Forsyth 2013-14
2013-14,Forsyth,hispanic,2013-14,Durham,hispanic,373,619,0.37600806451612906,289,477,0.3772845953002611,FALSE,hispanic in Forsyth 2013-14 has a similar 3rd Grade Reading Score compared to hispanic in Durham 2013-14
2013-14,Forsyth,hispanic,2013-14,Guilford,hispanic,373,619,0.37600806451612906,366,483,0.43109540636042404,TRUE,hispanic in Forsyth 2013-14 has a lower 3rd Grade Reading Score than hispanic in Guilford 2013-14
2013-14,Forsyth,male,2017-18,Forsyth,male,1150,933,0.5520883341334614,1058,1170,0.4748653500897666,TRUE,male in Forsyth 2013-14 has a higher 3rd Grade Reading Score than male in Forsyth 2017-18
2013-14,Forsyth,male,2016-17,Forsyth,male,1150,933,0.5520883341334614,1095,1139,0.4901521933751119,TRUE,male in Forsyth 2013-14 has a higher 3rd Grade Reading Score than male in Forsyth 2016-17
2013-14,Forsyth,male,2015-16,Forsyth,male,1150,933,0.5520883341334614,1124,1146,0.4951541850220264,TRUE,male in Forsyth 2013-14 has a higher 3rd Grade Reading Score than male in Forsyth 2015-16
2013-14,Forsyth,male,2014-15,Forsyth,male,1150,933,0.5520883341334614,1115,1005,0.5259433962264151,FALSE,male in Forsyth 2013-14 has a similar 3rd Grade Reading Score compared to male in Forsyth 2014-15
2013-14,Forsyth,male,2013-14,Forsyth,female,1150,933,0.5520883341334614,1179,751,0.6108808290155441,TRUE,male in Forsyth 2013-14 has a lower 3rd Grade Reading Score than female in Forsyth 2013-14
2013-14,Forsyth,male,2013-14,Durham,male,1150,933,0.5520883341334614,586,700,0.4556765163297045,TRUE,male in Forsyth 2013-14 has a higher 3rd Grade Reading Score than male in Durham 2013-14
