,year1,county1,group1,year2,county2,group2,Yes1,No1,Rate1,Yes2,No2,Rate2,Significant,Narrative
137,2015-16,Forsyth,hispanic,2015-16,Forsyth,black,400,845,0.321285141,460,759,0.377358491,TRUE,hispanic in Forsyth 2015-16 has a lower 3rd Grade Reading Score than black in Forsyth 2015-16
138,2015-16,Forsyth,hispanic,2015-16,Forsyth,white,400,845,0.321285141,1169,355,0.767060367,TRUE,hispanic in Forsyth 2015-16 has a lower 3rd Grade Reading Score than white in Forsyth 2015-16
139,2015-16,Forsyth,hispanic,2015-16,Durham,hispanic,400,845,0.321285141,296,583,0.336746303,FALSE,hispanic in Forsyth 2015-16 has a similar 3rd Grade Reading Score compared to hispanic in Durham 2015-16
140,2015-16,Forsyth,hispanic,2015-16,Guilford,hispanic,400,845,0.321285141,390,582,0.401234568,TRUE,hispanic in Forsyth 2015-16 has a lower 3rd Grade Reading Score than hispanic in Guilford 2015-16
141,2015-16,Forsyth,male,2017-18,Forsyth,male,1124,1146,0.495154185,1058,1170,0.47486535,FALSE,male in Forsyth 2015-16 has a similar 3rd Grade Reading Score compared to male in Forsyth 2017-18
142,2015-16,Forsyth,male,2016-17,Forsyth,male,1124,1146,0.495154185,1095,1139,0.490152193,FALSE,male in Forsyth 2015-16 has a similar 3rd Grade Reading Score compared to male in Forsyth 2016-17
143,2015-16,Forsyth,male,2014-15,Forsyth,male,1124,1146,0.495154185,1115,1005,0.525943396,TRUE,male in Forsyth 2015-16 has a lower 3rd Grade Reading Score than male in Forsyth 2014-15
144,2015-16,Forsyth,male,2013-14,Forsyth,male,1124,1146,0.495154185,1150,933,0.552088334,TRUE,male in Forsyth 2015-16 has a lower 3rd Grade Reading Score than male in Forsyth 2013-14
145,2015-16,Forsyth,male,2015-16,Forsyth,female,1124,1146,0.495154185,1102,917,0.54581476,TRUE,male in Forsyth 2015-16 has a lower 3rd Grade Reading Score than female in Forsyth 2015-16
146,2015-16,Forsyth,male,2015-16,Durham,male,1124,1146,0.495154185,573,786,0.421633554,TRUE,male in Forsyth 2015-16 has a higher 3rd Grade Reading Score than male in Durham 2015-16
147,2015-16,Forsyth,male,2015-16,Guilford,male,1124,1146,0.495154185,1463,1384,0.513874254,FALSE,male in Forsyth 2015-16 has a similar 3rd Grade Reading Score compared to male in Guilford 2015-16
148,2015-16,Forsyth,female,2017-18,Forsyth,female,1102,917,0.54581476,1187,937,0.558851224,FALSE,female in Forsyth 2015-16 has a similar 3rd Grade Reading Score compared to female in Forsyth 2017-18
149,2015-16,Forsyth,female,2016-17,Forsyth,female,1102,917,0.54581476,1212,922,0.567947516,FALSE,female in Forsyth 2015-16 has a similar 3rd Grade Reading Score compared to female in Forsyth 2016-17
150,2015-16,Forsyth,female,2014-15,Forsyth,female,1102,917,0.54581476,1209,823,0.594980315,TRUE,female in Forsyth 2015-16 has a lower 3rd Grade Reading Score than female in Forsyth 2014-15
151,2015-16,Forsyth,female,2013-14,Forsyth,female,1102,917,0.54581476,1179,751,0.610880829,TRUE,female in Forsyth 2015-16 has a lower 3rd Grade Reading Score than female in Forsyth 2013-14
152,2015-16,Forsyth,female,2015-16,Forsyth,male,1102,917,0.54581476,1124,1146,0.495154185,TRUE,female in Forsyth 2015-16 has a higher 3rd Grade Reading Score than male in Forsyth 2015-16
153,2015-16,Forsyth,female,2015-16,Durham,female,1102,917,0.54581476,646,667,0.492003046,TRUE,female in Forsyth 2015-16 has a higher 3rd Grade Reading Score than female in Durham 2015-16
154,2015-16,Forsyth,female,2015-16,Guilford,female,1102,917,0.54581476,1476,1128,0.566820276,FALSE,female in Forsyth 2015-16 has a similar 3rd Grade Reading Score compared to female in Guilford 2015-16
155,2015-16,Forsyth,eds,2017-18,Forsyth,eds,843,1436,0.369899079,802,1389,0.366042903,FALSE,eds in Forsyth 2015-16 has a similar 3rd Grade Reading Score compared to eds in Forsyth 2017-18
156,2015-16,Forsyth,eds,2016-17,Forsyth,eds,843,1436,0.369899079,854,1467,0.367944851,FALSE,eds in Forsyth 2015-16 has a similar 3rd Grade Reading Score compared to eds in Forsyth 2016-17
157,2015-16,Forsyth,eds,2014-15,Forsyth,eds,843,1436,0.369899079,1121,1580,0.41503147,TRUE,eds in Forsyth 2015-16 has a lower 3rd Grade Reading Score than eds in Forsyth 2014-15
158,2015-16,Forsyth,eds,2013-14,Forsyth,eds,843,1436,0.369899079,1036,1402,0.424938474,TRUE,eds in Forsyth 2015-16 has a lower 3rd Grade Reading Score than eds in Forsyth 2013-14
159,2015-16,Forsyth,eds,2015-16,Forsyth,not_eds,843,1436,0.369899079,1385,625,0.689054726,TRUE,eds in Forsyth 2015-16 has a lower 3rd Grade Reading Score than not_eds in Forsyth 2015-16
160,2015-16,Forsyth,eds,2015-16,Durham,eds,843,1436,0.369899079,627,1262,0.331921652,TRUE,eds in Forsyth 2015-16 has a higher 3rd Grade Reading Score than eds in Durham 2015-16
161,2015-16,Forsyth,eds,2015-16,Guilford,eds,843,1436,0.369899079,1152,1650,0.411134904,TRUE,eds in Forsyth 2015-16 has a lower 3rd Grade Reading Score than eds in Guilford 2015-16
162,2015-16,Forsyth,not_eds,2017-18,Forsyth,not_eds,1385,625,0.689054726,1444,717,0.668209162,FALSE,not_eds in Forsyth 2015-16 has a similar 3rd Grade Reading Score compared to not_eds in Forsyth 2017-18
163,2015-16,Forsyth,not_eds,2016-17,Forsyth,not_eds,1385,625,0.689054726,1453,594,0.709819248,FALSE,not_eds in Forsyth 2015-16 has a similar 3rd Grade Reading Score compared to not_eds in Forsyth 2016-17
164,2015-16,Forsyth,not_eds,2014-15,Forsyth,not_eds,1385,625,0.689054726,1203,248,0.829083391,TRUE,not_eds in Forsyth 2015-16 has a lower 3rd Grade Reading Score than not_eds in Forsyth 2014-15
165,2015-16,Forsyth,not_eds,2013-14,Forsyth,not_eds,1385,625,0.689054726,1295,280,0.822222222,TRUE,not_eds in Forsyth 2015-16 has a lower 3rd Grade Reading Score than not_eds in Forsyth 2013-14
166,2015-16,Forsyth,not_eds,2015-16,Forsyth,eds,1385,625,0.689054726,843,1436,0.369899079,TRUE,not_eds in Forsyth 2015-16 has a higher 3rd Grade Reading Score than eds in Forsyth 2015-16
167,2015-16,Forsyth,not_eds,2015-16,Durham,not_eds,1385,625,0.689054726,593,190,0.75734355,TRUE,not_eds in Forsyth 2015-16 has a lower 3rd Grade Reading Score than not_eds in Durham 2015-16
168,2015-16,Forsyth,not_eds,2015-16,Guilford,not_eds,1385,625,0.689054726,1788,861,0.674971687,FALSE,not_eds in Forsyth 2015-16 has a similar 3rd Grade Reading Score compared to not_eds in Guilford 2015-16
169,2015-16,Forsyth,ALL,2017-18,Forsyth,ALL,2226,2063,0.519002098,2246,2106,0.516084559,FALSE,ALL in Forsyth 2015-16 has a similar 3rd Grade Reading Score compared to ALL in Forsyth 2017-18
170,2015-16,Forsyth,ALL,2016-17,Forsyth,ALL,2226,2063,0.519002098,2306,2062,0.527930403,FALSE,ALL in Forsyth 2015-16 has a similar 3rd Grade Reading Score compared to ALL in Forsyth 2016-17
171,2015-16,Forsyth,ALL,2014-15,Forsyth,ALL,2226,2063,0.519002098,2325,1827,0.559971098,TRUE,ALL in Forsyth 2015-16 has a lower 3rd Grade Reading Score than ALL in Forsyth 2014-15
172,2015-16,Forsyth,ALL,2013-14,Forsyth,ALL,2226,2063,0.519002098,2328,1685,0.580114627,TRUE,ALL in Forsyth 2015-16 has a lower 3rd Grade Reading Score than ALL in Forsyth 2013-14
173,2015-16,Forsyth,ALL,2015-16,Durham,ALL,2226,2063,0.519002098,1221,1451,0.456961078,TRUE,ALL in Forsyth 2015-16 has a higher 3rd Grade Reading Score than ALL in Durham 2015-16
174,2015-16,Forsyth,ALL,2015-16,Guilford,ALL,2226,2063,0.519002098,2938,2513,0.538983673,FALSE,ALL in Forsyth 2015-16 has a similar 3rd Grade Reading Score compared to ALL in Guilford 2015-16
175,2014-15,Forsyth,black,2017-18,Forsyth,black,508,658,0.43567753,463,772,0.374898785,TRUE,black in Forsyth 2014-15 has a higher 3rd Grade Reading Score than black in Forsyth 2017-18
176,2014-15,Forsyth,black,2016-17,Forsyth,black,508,658,0.43567753,494,798,0.382352941,TRUE,black in Forsyth 2014-15 has a higher 3rd Grade Reading Score than black in Forsyth 2016-17
177,2014-15,Forsyth,black,2015-16,Forsyth,black,508,658,0.43567753,460,759,0.377358491,TRUE,black in Forsyth 2014-15 has a higher 3rd Grade Reading Score than black in Forsyth 2015-16
178,2014-15,Forsyth,black,2013-14,Forsyth,black,508,658,0.43567753,495,646,0.433829974,FALSE,black in Forsyth 2014-15 has a similar 3rd Grade Reading Score compared to black in Forsyth 2013-14
179,2014-15,Forsyth,black,2014-15,Forsyth,white,508,658,0.43567753,1218,353,0.775302355,TRUE,black in Forsyth 2014-15 has a lower 3rd Grade Reading Score than white in Forsyth 2014-15
180,2014-15,Forsyth,black,2014-15,Forsyth,hispanic,508,658,0.43567753,400,733,0.353045013,TRUE,black in Forsyth 2014-15 has a higher 3rd Grade Reading Score than hispanic in Forsyth 2014-15
181,2014-15,Forsyth,black,2014-15,Durham,black,508,658,0.43567753,422,741,0.362854686,TRUE,black in Forsyth 2014-15 has a higher 3rd Grade Reading Score than black in Durham 2014-15
182,2014-15,Forsyth,black,2014-15,Guilford,black,508,658,0.43567753,988,1332,0.425862069,FALSE,black in Forsyth 2014-15 has a similar 3rd Grade Reading Score compared to black in Guilford 2014-15
183,2014-15,Forsyth,white,2017-18,Forsyth,white,1218,353,0.775302355,1179,418,0.738259236,TRUE,white in Forsyth 2014-15 has a higher 3rd Grade Reading Score than white in Forsyth 2017-18
184,2014-15,Forsyth,white,2016-17,Forsyth,white,1218,353,0.775302355,1252,384,0.765281174,FALSE,white in Forsyth 2014-15 has a similar 3rd Grade Reading Score compared to white in Forsyth 2016-17
185,2014-15,Forsyth,white,2015-16,Forsyth,white,1218,353,0.775302355,1169,355,0.767060367,FALSE,white in Forsyth 2014-15 has a similar 3rd Grade Reading Score compared to white in Forsyth 2015-16
186,2014-15,Forsyth,white,2013-14,Forsyth,white,1218,353,0.775302355,1279,352,0.784181484,FALSE,white in Forsyth 2014-15 has a similar 3rd Grade Reading Score compared to white in Forsyth 2013-14
187,2014-15,Forsyth,white,2014-15,Forsyth,black,1218,353,0.775302355,508,658,0.43567753,TRUE,white in Forsyth 2014-15 has a higher 3rd Grade Reading Score than black in Forsyth 2014-15
188,2014-15,Forsyth,white,2014-15,Forsyth,hispanic,1218,353,0.775302355,400,733,0.353045013,TRUE,white in Forsyth 2014-15 has a higher 3rd Grade Reading Score than hispanic in Forsyth 2014-15
189,2014-15,Forsyth,white,2014-15,Durham,white,1218,353,0.775302355,386,88,0.814345992,FALSE,white in Forsyth 2014-15 has a similar 3rd Grade Reading Score compared to white in Durham 2014-15
190,2014-15,Forsyth,white,2014-15,Guilford,white,1218,353,0.775302355,1264,437,0.743092299,TRUE,white in Forsyth 2014-15 has a higher 3rd Grade Reading Score than white in Guilford 2014-15
191,2014-15,Forsyth,hispanic,2017-18,Forsyth,hispanic,400,733,0.353045013,409,798,0.338856669,FALSE,hispanic in Forsyth 2014-15 has a similar 3rd Grade Reading Score compared to hispanic in Forsyth 2017-18
192,2014-15,Forsyth,hispanic,2016-17,Forsyth,hispanic,400,733,0.353045013,380,780,0.327586207,FALSE,hispanic in Forsyth 2014-15 has a similar 3rd Grade Reading Score compared to hispanic in Forsyth 2016-17
193,2014-15,Forsyth,hispanic,2015-16,Forsyth,hispanic,400,733,0.353045013,400,845,0.321285141,FALSE,hispanic in Forsyth 2014-15 has a similar 3rd Grade Reading Score compared to hispanic in Forsyth 2015-16
194,2014-15,Forsyth,hispanic,2013-14,Forsyth,hispanic,400,733,0.353045013,373,619,0.376008065,FALSE,hispanic in Forsyth 2014-15 has a similar 3rd Grade Reading Score compared to hispanic in Forsyth 2013-14
195,2014-15,Forsyth,hispanic,2014-15,Forsyth,black,400,733,0.353045013,508,658,0.43567753,TRUE,hispanic in Forsyth 2014-15 has a lower 3rd Grade Reading Score than black in Forsyth 2014-15
196,2014-15,Forsyth,hispanic,2014-15,Forsyth,white,400,733,0.353045013,1218,353,0.775302355,TRUE,hispanic in Forsyth 2014-15 has a lower 3rd Grade Reading Score than white in Forsyth 2014-15
197,2014-15,Forsyth,hispanic,2014-15,Durham,hispanic,400,733,0.353045013,280,529,0.346106304,FALSE,hispanic in Forsyth 2014-15 has a similar 3rd Grade Reading Score compared to hispanic in Durham 2014-15
198,2014-15,Forsyth,hispanic,2014-15,Guilford,hispanic,400,733,0.353045013,373,534,0.411245865,TRUE,hispanic in Forsyth 2014-15 has a lower 3rd Grade Reading Score than hispanic in Guilford 2014-15
199,2014-15,Forsyth,male,2017-18,Forsyth,male,1115,1005,0.525943396,1058,1170,0.47486535,TRUE,male in Forsyth 2014-15 has a higher 3rd Grade Reading Score than male in Forsyth 2017-18
200,2014-15,Forsyth,male,2016-17,Forsyth,male,1115,1005,0.525943396,1095,1139,0.490152193,TRUE,male in Forsyth 2014-15 has a higher 3rd Grade Reading Score than male in Forsyth 2016-17
201,2014-15,Forsyth,male,2015-16,Forsyth,male,1115,1005,0.525943396,1124,1146,0.495154185,TRUE,male in Forsyth 2014-15 has a higher 3rd Grade Reading Score than male in Forsyth 2015-16
202,2014-15,Forsyth,male,2013-14,Forsyth,male,1115,1005,0.525943396,1150,933,0.552088334,FALSE,male in Forsyth 2014-15 has a similar 3rd Grade Reading Score compared to male in Forsyth 2013-14
203,2014-15,Forsyth,male,2014-15,Forsyth,female,1115,1005,0.525943396,1209,823,0.594980315,TRUE,male in Forsyth 2014-15 has a lower 3rd Grade Reading Score than female in Forsyth 2014-15
204,2014-15,Forsyth,male,2014-15,Durham,male,1115,1005,0.525943396,540,767,0.413159908,TRUE,male in Forsyth 2014-15 has a higher 3rd Grade Reading Score than male in Durham 2014-15
205,2014-15,Forsyth,male,2014-15,Guilford,male,1115,1005,0.525943396,1377,1382,0.499093875,FALSE,male in Forsyth 2014-15 has a similar 3rd Grade Reading Score compared to male in Guilford 2014-15
206,2014-15,Forsyth,female,2017-18,Forsyth,female,1209,823,0.594980315,1187,937,0.558851224,TRUE,female in Forsyth 2014-15 has a higher 3rd Grade Reading Score than female in Forsyth 2017-18
207,2014-15,Forsyth,female,2016-17,Forsyth,female,1209,823,0.594980315,1212,922,0.567947516,FALSE,female in Forsyth 2014-15 has a similar 3rd Grade Reading Score compared to female in Forsyth 2016-17
208,2014-15,Forsyth,female,2015-16,Forsyth,female,1209,823,0.594980315,1102,917,0.54581476,TRUE,female in Forsyth 2014-15 has a higher 3rd Grade Reading Score than female in Forsyth 2015-16
209,2014-15,Forsyth,female,2013-14,Forsyth,female,1209,823,0.594980315,1179,751,0.610880829,FALSE,female in Forsyth 2014-15 has a similar 3rd Grade Reading Score compared to female in Forsyth 2013-14
210,2014-15,Forsyth,female,2014-15,Forsyth,male,1209,823,0.594980315,1115,1005,0.525943396,TRUE,female in Forsyth 2014-15 has a higher 3rd Grade Reading Score than male in Forsyth 2014-15
211,2014-15,Forsyth,female,2014-15,Durham,female,1209,823,0.594980315,626,638,0.495253165,TRUE,female in Forsyth 2014-15 has a higher 3rd Grade Reading Score than female in Durham 2014-15
212,2014-15,Forsyth,female,2014-15,Guilford,female,1209,823,0.594980315,1556,1140,0.577151335,FALSE,female in Forsyth 2014-15 has a similar 3rd Grade Reading Score compared to female in Guilford 2014-15
213,2014-15,Forsyth,eds,2017-18,Forsyth,eds,1121,1580,0.41503147,802,1389,0.366042903,TRUE,eds in Forsyth 2014-15 has a higher 3rd Grade Reading Score than eds in Forsyth 2017-18
214,2014-15,Forsyth,eds,2016-17,Forsyth,eds,1121,1580,0.41503147,854,1467,0.367944851,TRUE,eds in Forsyth 2014-15 has a higher 3rd Grade Reading Score than eds in Forsyth 2016-17
215,2014-15,Forsyth,eds,2015-16,Forsyth,eds,1121,1580,0.41503147,843,1436,0.369899079,TRUE,eds in Forsyth 2014-15 has a higher 3rd Grade Reading Score than eds in Forsyth 2015-16
216,2014-15,Forsyth,eds,2013-14,Forsyth,eds,1121,1580,0.41503147,1036,1402,0.424938474,FALSE,eds in Forsyth 2014-15 has a similar 3rd Grade Reading Score compared to eds in Forsyth 2013-14
217,2014-15,Forsyth,eds,2014-15,Forsyth,not_eds,1121,1580,0.41503147,1203,248,0.829083391,TRUE,eds in Forsyth 2014-15 has a lower 3rd Grade Reading Score than not_eds in Forsyth 2014-15
218,2014-15,Forsyth,eds,2014-15,Durham,eds,1121,1580,0.41503147,510,1085,0.319749216,TRUE,eds in Forsyth 2014-15 has a higher 3rd Grade Reading Score than eds in Durham 2014-15
219,2014-15,Forsyth,eds,2014-15,Guilford,eds,1121,1580,0.41503147,1231,1763,0.411155645,FALSE,eds in Forsyth 2014-15 has a similar 3rd Grade Reading Score compared to eds in Guilford 2014-15
220,2014-15,Forsyth,not_eds,2017-18,Forsyth,not_eds,1203,248,0.829083391,1444,717,0.668209162,TRUE,not_eds in Forsyth 2014-15 has a higher 3rd Grade Reading Score than not_eds in Forsyth 2017-18
221,2014-15,Forsyth,not_eds,2016-17,Forsyth,not_eds,1203,248,0.829083391,1453,594,0.709819248,TRUE,not_eds in Forsyth 2014-15 has a higher 3rd Grade Reading Score than not_eds in Forsyth 2016-17
222,2014-15,Forsyth,not_eds,2015-16,Forsyth,not_eds,1203,248,0.829083391,1385,625,0.689054726,TRUE,not_eds in Forsyth 2014-15 has a higher 3rd Grade Reading Score than not_eds in Forsyth 2015-16
223,2014-15,Forsyth,not_eds,2013-14,Forsyth,not_eds,1203,248,0.829083391,1295,280,0.822222222,FALSE,not_eds in Forsyth 2014-15 has a similar 3rd Grade Reading Score compared to not_eds in Forsyth 2013-14
224,2014-15,Forsyth,not_eds,2014-15,Forsyth,eds,1203,248,0.829083391,1121,1580,0.41503147,TRUE,not_eds in Forsyth 2014-15 has a higher 3rd Grade Reading Score than eds in Forsyth 2014-15
225,2014-15,Forsyth,not_eds,2014-15,Durham,not_eds,1203,248,0.829083391,655,321,0.671106557,TRUE,not_eds in Forsyth 2014-15 has a higher 3rd Grade Reading Score than not_eds in Durham 2014-15
226,2014-15,Forsyth,not_eds,2014-15,Guilford,not_eds,1203,248,0.829083391,1701,760,0.691182446,TRUE,not_eds in Forsyth 2014-15 has a higher 3rd Grade Reading Score than not_eds in Guilford 2014-15
227,2014-15,Forsyth,ALL,2017-18,Forsyth,ALL,2325,1827,0.559971098,2246,2106,0.516084559,TRUE,ALL in Forsyth 2014-15 has a higher 3rd Grade Reading Score than ALL in Forsyth 2017-18
228,2014-15,Forsyth,ALL,2016-17,Forsyth,ALL,2325,1827,0.559971098,2306,2062,0.527930403,TRUE,ALL in Forsyth 2014-15 has a higher 3rd Grade Reading Score than ALL in Forsyth 2016-17
229,2014-15,Forsyth,ALL,2015-16,Forsyth,ALL,2325,1827,0.559971098,2226,2063,0.519002098,TRUE,ALL in Forsyth 2014-15 has a higher 3rd Grade Reading Score than ALL in Forsyth 2015-16
230,2014-15,Forsyth,ALL,2013-14,Forsyth,ALL,2325,1827,0.559971098,2328,1685,0.580114627,FALSE,ALL in Forsyth 2014-15 has a similar 3rd Grade Reading Score compared to ALL in Forsyth 2013-14
231,2014-15,Forsyth,ALL,2014-15,Durham,ALL,2325,1827,0.559971098,1167,1404,0.453908985,TRUE,ALL in Forsyth 2014-15 has a higher 3rd Grade Reading Score than ALL in Durham 2014-15
232,2014-15,Forsyth,ALL,2014-15,Guilford,ALL,2325,1827,0.559971098,2935,2520,0.538038497,TRUE,ALL in Forsyth 2014-15 has a higher 3rd Grade Reading Score than ALL in Guilford 2014-15
233,2013-14,Forsyth,black,2017-18,Forsyth,black,495,646,0.433829974,463,772,0.374898785,TRUE,black in Forsyth 2013-14 has a higher 3rd Grade Reading Score than black in Forsyth 2017-18
234,2013-14,Forsyth,black,2016-17,Forsyth,black,495,646,0.433829974,494,798,0.382352941,TRUE,black in Forsyth 2013-14 has a higher 3rd Grade Reading Score than black in Forsyth 2016-17
235,2013-14,Forsyth,black,2015-16,Forsyth,black,495,646,0.433829974,460,759,0.377358491,TRUE,black in Forsyth 2013-14 has a higher 3rd Grade Reading Score than black in Forsyth 2015-16
236,2013-14,Forsyth,black,2014-15,Forsyth,black,495,646,0.433829974,508,658,0.43567753,FALSE,black in Forsyth 2013-14 has a similar 3rd Grade Reading Score compared to black in Forsyth 2014-15
237,2013-14,Forsyth,black,2013-14,Forsyth,white,495,646,0.433829974,1279,352,0.784181484,TRUE,black in Forsyth 2013-14 has a lower 3rd Grade Reading Score than white in Forsyth 2013-14
238,2013-14,Forsyth,black,2013-14,Forsyth,hispanic,495,646,0.433829974,373,619,0.376008065,TRUE,black in Forsyth 2013-14 has a higher 3rd Grade Reading Score than hispanic in Forsyth 2013-14
239,2013-14,Forsyth,black,2013-14,Durham,black,495,646,0.433829974,457,693,0.397391304,FALSE,black in Forsyth 2013-14 has a similar 3rd Grade Reading Score compared to black in Durham 2013-14
240,2013-14,Forsyth,black,2013-14,Guilford,black,495,646,0.433829974,994,1290,0.435201401,FALSE,black in Forsyth 2013-14 has a similar 3rd Grade Reading Score compared to black in Guilford 2013-14
241,2013-14,Forsyth,white,2017-18,Forsyth,white,1279,352,0.784181484,1179,418,0.738259236,TRUE,white in Forsyth 2013-14 has a higher 3rd Grade Reading Score than white in Forsyth 2017-18
242,2013-14,Forsyth,white,2016-17,Forsyth,white,1279,352,0.784181484,1252,384,0.765281174,FALSE,white in Forsyth 2013-14 has a similar 3rd Grade Reading Score compared to white in Forsyth 2016-17
243,2013-14,Forsyth,white,2015-16,Forsyth,white,1279,352,0.784181484,1169,355,0.767060367,FALSE,white in Forsyth 2013-14 has a similar 3rd Grade Reading Score compared to white in Forsyth 2015-16
244,2013-14,Forsyth,white,2014-15,Forsyth,white,1279,352,0.784181484,1218,353,0.775302355,FALSE,white in Forsyth 2013-14 has a similar 3rd Grade Reading Score compared to white in Forsyth 2014-15
245,2013-14,Forsyth,white,2013-14,Forsyth,black,1279,352,0.784181484,495,646,0.433829974,TRUE,white in Forsyth 2013-14 has a higher 3rd Grade Reading Score than black in Forsyth 2013-14
246,2013-14,Forsyth,white,2013-14,Forsyth,hispanic,1279,352,0.784181484,373,619,0.376008065,TRUE,white in Forsyth 2013-14 has a higher 3rd Grade Reading Score than hispanic in Forsyth 2013-14
247,2013-14,Forsyth,white,2013-14,Durham,white,1279,352,0.784181484,397,86,0.82194617,FALSE,white in Forsyth 2013-14 has a similar 3rd Grade Reading Score compared to white in Durham 2013-14
248,2013-14,Forsyth,white,2013-14,Guilford,white,1279,352,0.784181484,1414,415,0.773100055,FALSE,white in Forsyth 2013-14 has a similar 3rd Grade Reading Score compared to white in Guilford 2013-14
249,2013-14,Forsyth,hispanic,2017-18,Forsyth,hispanic,373,619,0.376008065,409,798,0.338856669,FALSE,hispanic in Forsyth 2013-14 has a similar 3rd Grade Reading Score compared to hispanic in Forsyth 2017-18
250,2013-14,Forsyth,hispanic,2016-17,Forsyth,hispanic,373,619,0.376008065,380,780,0.327586207,TRUE,hispanic in Forsyth 2013-14 has a higher 3rd Grade Reading Score than hispanic in Forsyth 2016-17
251,2013-14,Forsyth,hispanic,2015-16,Forsyth,hispanic,373,619,0.376008065,400,845,0.321285141,TRUE,hispanic in Forsyth 2013-14 has a higher 3rd Grade Reading Score than hispanic in Forsyth 2015-16
252,2013-14,Forsyth,hispanic,2014-15,Forsyth,hispanic,373,619,0.376008065,400,733,0.353045013,FALSE,hispanic in Forsyth 2013-14 has a similar 3rd Grade Reading Score compared to hispanic in Forsyth 2014-15
253,2013-14,Forsyth,hispanic,2013-14,Forsyth,black,373,619,0.376008065,495,646,0.433829974,TRUE,hispanic in Forsyth 2013-14 has a lower 3rd Grade Reading Score than black in Forsyth 2013-14
254,2013-14,Forsyth,hispanic,2013-14,Forsyth,white,373,619,0.376008065,1279,352,0.784181484,TRUE,hispanic in Forsyth 2013-14 has a lower 3rd Grade Reading Score than white in Forsyth 2013-14
255,2013-14,Forsyth,hispanic,2013-14,Durham,hispanic,373,619,0.376008065,289,477,0.377284595,FALSE,hispanic in Forsyth 2013-14 has a similar 3rd Grade Reading Score compared to hispanic in Durham 2013-14
256,2013-14,Forsyth,hispanic,2013-14,Guilford,hispanic,373,619,0.376008065,366,483,0.431095406,TRUE,hispanic in Forsyth 2013-14 has a lower 3rd Grade Reading Score than hispanic in Guilford 2013-14
257,2013-14,Forsyth,male,2017-18,Forsyth,male,1150,933,0.552088334,1058,1170,0.47486535,TRUE,male in Forsyth 2013-14 has a higher 3rd Grade Reading Score than male in Forsyth 2017-18
258,2013-14,Forsyth,male,2016-17,Forsyth,male,1150,933,0.552088334,1095,1139,0.490152193,TRUE,male in Forsyth 2013-14 has a higher 3rd Grade Reading Score than male in Forsyth 2016-17
259,2013-14,Forsyth,male,2015-16,Forsyth,male,1150,933,0.552088334,1124,1146,0.495154185,TRUE,male in Forsyth 2013-14 has a higher 3rd Grade Reading Score than male in Forsyth 2015-16
260,2013-14,Forsyth,male,2014-15,Forsyth,male,1150,933,0.552088334,1115,1005,0.525943396,FALSE,male in Forsyth 2013-14 has a similar 3rd Grade Reading Score compared to male in Forsyth 2014-15
261,2013-14,Forsyth,male,2013-14,Forsyth,female,1150,933,0.552088334,1179,751,0.610880829,TRUE,male in Forsyth 2013-14 has a lower 3rd Grade Reading Score than female in Forsyth 2013-14
262,2013-14,Forsyth,male,2013-14,Durham,male,1150,933,0.552088334,586,700,0.455676516,TRUE,male in Forsyth 2013-14 has a higher 3rd Grade Reading Score than male in Durham 2013-14
263,2013-14,Forsyth,male,2013-14,Guilford,male,1150,933,0.552088334,1427,1307,0.521945867,TRUE,male in Forsyth 2013-14 has a higher 3rd Grade Reading Score than male in Guilford 2013-14
264,2013-14,Forsyth,female,2017-18,Forsyth,female,1179,751,0.610880829,1187,937,0.558851224,TRUE,female in Forsyth 2013-14 has a higher 3rd Grade Reading Score than female in Forsyth 2017-18
265,2013-14,Forsyth,female,2016-17,Forsyth,female,1179,751,0.610880829,1212,922,0.567947516,TRUE,female in Forsyth 2013-14 has a higher 3rd Grade Reading Score than female in Forsyth 2016-17
266,2013-14,Forsyth,female,2015-16,Forsyth,female,1179,751,0.610880829,1102,917,0.54581476,TRUE,female in Forsyth 2013-14 has a higher 3rd Grade Reading Score than female in Forsyth 2015-16
267,2013-14,Forsyth,female,2014-15,Forsyth,female,1179,751,0.610880829,1209,823,0.594980315,FALSE,female in Forsyth 2013-14 has a similar 3rd Grade Reading Score compared to female in Forsyth 2014-15
268,2013-14,Forsyth,female,2013-14,Forsyth,male,1179,751,0.610880829,1150,933,0.552088334,TRUE,female in Forsyth 2013-14 has a higher 3rd Grade Reading Score than male in Forsyth 2013-14
269,2013-14,Forsyth,female,2013-14,Durham,female,1179,751,0.610880829,658,607,0.520158103,TRUE,female in Forsyth 2013-14 has a higher 3rd Grade Reading Score than female in Durham 2013-14
270,2013-14,Forsyth,female,2013-14,Guilford,female,1179,751,0.610880829,1658,1083,0.604888727,FALSE,female in Forsyth 2013-14 has a similar 3rd Grade Reading Score compared to female in Guilford 2013-14
271,2013-14,Forsyth,eds,2017-18,Forsyth,eds,1036,1402,0.424938474,802,1389,0.366042903,TRUE,eds in Forsyth 2013-14 has a higher 3rd Grade Reading Score than eds in Forsyth 2017-18
272,2013-14,Forsyth,eds,2016-17,Forsyth,eds,1036,1402,0.424938474,854,1467,0.367944851,TRUE,eds in Forsyth 2013-14 has a higher 3rd Grade Reading Score than eds in Forsyth 2016-17
