year,geo_description,type,subtype,success,trials,estimate,se
2017,Guilford,Age,Under 25,15,173568,8.642146017699115,2.2313925068027616
2017,Guilford,Comparison Community,Total,63,526953,11.955525445343323,1.506254624832532
2017,Guilford,Gender,Female,13,277132,4.69090541691324,1.3010230776178822
2017,Guilford,Gender,Male,50,249821,20.014330260466494,2.8304537296165955
2017,Guilford,Race / Ethnicity,African American,11,183493,5.994779092390446,1.8074939045933087
2017,Guilford,Race / Ethnicity,"White, non-Hispanic",50,270510,18.483605042327458,2.6139764932407217
2017,North Carolina,Age,25 to 44,499,2660925,18.75287728891269,0.839494082083812
2017,North Carolina,Age,45 to 64,528,2707187,19.50363975595332,0.8487869728301781
2017,North Carolina,Age,65 and over,300,1630445,18.399884694055917,1.0623178381171259
2017,North Carolina,Age,Under 25,200,3274862,6.1071275675127685,0.43183913165595833
2017,North Carolina,Comparison Community,Total,1527,10273419,14.86360091027145,0.38036847679589286
2017,North Carolina,Gender,Female,345,5271981,6.544029654128116,0.3523187132314534
2017,North Carolina,Gender,Male,1182,5001438,23.63320309079109,0.6874068392998607
2017,North Carolina,Race / Ethnicity,African American,146,2270022,6.431655728446685,0.5322876154325629
2017,North Carolina,Race / Ethnicity,"White, non-Hispanic",1310,6581107,19.905465752190324,0.5499670821596992
