geo_description,label,year,description,estimate,moe,se,cv,file
Buncombe ,HD01_VD03,2012,Estimate; Total: - Renter occupied,3609,1209.36,617.02,17.1,African American
Burke ,HD01_VD03,2012,Estimate; Total: - Renter occupied,1158,672,342.86,29.61,African American
Cabarrus ,HD01_VD03,2012,Estimate; Total: - Renter occupied,4657,1042.55,531.91,11.42,African American
Caldwell ,HD01_VD03,2012,Estimate; Total: - Renter occupied,952,674.38,344.07,36.14,African American
Carteret ,HD01_VD03,2012,Estimate; Total: - Renter occupied,882,524.26,267.48,30.33,African American
Catawba ,HD01_VD03,2012,Estimate; Total: - Renter occupied,3236,1049.7,535.56,16.55,African American
Chatham ,HD01_VD03,2012,Estimate; Total: - Renter occupied,1282,657.7,335.56,26.17,African American
Cleveland ,HD01_VD03,2012,Estimate; Total: - Renter occupied,3652,904.34,461.4,12.63,African American
Craven ,HD01_VD03,2012,Estimate; Total: - Renter occupied,4701,1022.3,521.58,11.1,African American
Cumberland ,HD01_VD03,2012,Estimate; Total: - Renter occupied,24015,1964.77,1002.43,4.17,African American
Davidson ,HD01_VD03,2012,Estimate; Total: - Renter occupied,3646,1137.87,580.55,15.92,African American
Durham ,HD01_VD03,2012,Estimate; Total: - Renter occupied,24117,2328.17,1187.84,4.93,African American
Forsyth ,HD01_VD03,2012,Estimate; Total: - Renter occupied,21857,1792,914.29,4.18,African American
Gaston ,HD01_VD03,2012,Estimate; Total: - Renter occupied,6982,993.7,506.99,7.26,African American
Guilford ,HD01_VD03,2012,Estimate; Total: - Renter occupied,36818,3201.53,1633.43,4.44,African American
Harnett ,HD01_VD03,2012,Estimate; Total: - Renter occupied,3964,965.11,492.4,12.42,African American
Henderson ,HD01_VD03,2012,Estimate; Total: - Renter occupied,818,468.26,238.91,29.21,African American
Iredell ,HD01_VD03,2012,Estimate; Total: - Renter occupied,4547,1297.53,662.01,14.56,African American
Johnston ,HD01_VD03,2012,Estimate; Total: - Renter occupied,3589,1179.57,601.82,16.77,African American
Lincoln ,HD01_VD03,2012,Estimate; Total: - Renter occupied,820,600.51,306.38,37.36,African American
Mecklenburg ,HD01_VD03,2012,Estimate; Total: - Renter occupied,62017,3611.4,1842.55,2.97,African American
Moore ,HD01_VD03,2012,Estimate; Total: - Renter occupied,1974,785.19,400.61,20.29,African American
Nash ,HD01_VD03,2012,Estimate; Total: - Renter occupied,6862,1382.13,705.17,10.28,African American
New Hanover ,HD01_VD03,2012,Estimate; Total: - Renter occupied,6638,1508.43,769.61,11.59,African American
Onslow ,HD01_VD03,2012,Estimate; Total: - Renter occupied,6655,1654.98,844.38,12.69,African American
Orange ,HD01_VD03,2012,Estimate; Total: - Renter occupied,3366,1019.91,520.36,15.46,African American
Pitt ,HD01_VD03,2012,Estimate; Total: - Renter occupied,16073,1663.32,848.63,5.28,African American
Randolph ,HD01_VD03,2012,Estimate; Total: - Renter occupied,1414,562.38,286.93,20.29,African American
Robeson ,HD01_VD03,2012,Estimate; Total: - Renter occupied,5478,907.91,463.22,8.46,African American
Rockingham ,HD01_VD03,2012,Estimate; Total: - Renter occupied,3239,1085.45,553.8,17.1,African American
Rowan ,HD01_VD03,2012,Estimate; Total: - Renter occupied,4008,1135.49,579.33,14.45,African American
Rutherford ,HD01_VD03,2012,Estimate; Total: - Renter occupied,1555,984.17,502.13,32.29,African American
Surry ,HD01_VD03,2012,Estimate; Total: - Renter occupied,598,324.09,165.35,27.65,African American
Union ,HD01_VD03,2012,Estimate; Total: - Renter occupied,2689,750.64,382.98,14.24,African American
Wake ,HD01_VD03,2012,Estimate; Total: - Renter occupied,40593,3050.21,1556.23,3.83,African American
Wayne ,HD01_VD03,2012,Estimate; Total: - Renter occupied,8896,1239.15,632.22,7.11,African American
Wilkes ,HD01_VD03,2012,Estimate; Total: - Renter occupied,886,527.83,269.3,30.4,African American
Wilson ,HD01_VD03,2012,Estimate; Total: - Renter occupied,7425,1264.17,644.98,8.69,African American
United States,HD01_VD01,2013,Estimate; Total:,14119977,46152.34,23547.11,0.17,African American
North Carolina,HD01_VD01,2013,Estimate; Total:,785956,9284.09,4736.78,0.6,African American
Alamance ,HD01_VD01,2013,Estimate; Total:,10898,1067.57,544.68,5,African American
Brunswick ,HD01_VD01,2013,Estimate; Total:,4657,794.72,405.47,8.71,African American
Buncombe ,HD01_VD01,2013,Estimate; Total:,6171,992.51,506.38,8.21,African American
Burke ,HD01_VD01,2013,Estimate; Total:,1427,483.74,246.81,17.3,African American
Cabarrus ,HD01_VD01,2013,Estimate; Total:,9587,1125.96,574.47,5.99,African American
Caldwell ,HD01_VD01,2013,Estimate; Total:,1150,395.57,201.82,17.55,African American
Carteret ,HD01_VD01,2013,Estimate; Total:,1651,418.21,213.37,12.92,African American
Catawba ,HD01_VD01,2013,Estimate; Total:,4579,806.64,411.55,8.99,African American
Chatham ,HD01_VD01,2013,Estimate; Total:,3056,869.79,443.77,14.52,African American
Cleveland ,HD01_VD01,2013,Estimate; Total:,8694,1000.85,510.64,5.87,African American
Craven ,HD01_VD01,2013,Estimate; Total:,8046,1165.28,594.53,7.39,African American
Cumberland ,HD01_VD01,2013,Estimate; Total:,46559,1987.4,1013.98,2.18,African American
Davidson ,HD01_VD01,2013,Estimate; Total:,5244,708.94,361.7,6.9,African American
Durham ,HD01_VD01,2013,Estimate; Total:,40966,2433.02,1241.34,3.03,African American
Forsyth ,HD01_VD01,2013,Estimate; Total:,37813,2050.55,1046.2,2.77,African American
Gaston ,HD01_VD01,2013,Estimate; Total:,12079,930.55,474.77,3.93,African American
Guilford ,HD01_VD01,2013,Estimate; Total:,64878,2649.87,1351.97,2.08,African American
Harnett ,HD01_VD01,2013,Estimate; Total:,8875,982.98,501.52,5.65,African American
Henderson ,HD01_VD01,2013,Estimate; Total:,1147,464.68,237.08,20.67,African American
Iredell ,HD01_VD01,2013,Estimate; Total:,6231,879.32,448.63,7.2,African American
Johnston ,HD01_VD01,2013,Estimate; Total:,8499,1008,514.29,6.05,African American
Lincoln ,HD01_VD01,2013,Estimate; Total:,1066,465.87,237.69,22.3,African American
Mecklenburg ,HD01_VD01,2013,Estimate; Total:,119767,3760.34,1918.54,1.6,African American
Moore ,HD01_VD01,2013,Estimate; Total:,3881,677.96,345.9,8.91,African American
Nash ,HD01_VD01,2013,Estimate; Total:,14186,1211.74,618.23,4.36,African American
New Hanover ,HD01_VD01,2013,Estimate; Total:,10914,1444.09,736.78,6.75,African American
Onslow ,HD01_VD01,2013,Estimate; Total:,10296,1906.38,972.64,9.45,African American
Orange ,HD01_VD01,2013,Estimate; Total:,5570,847.15,432.22,7.76,African American
Pitt ,HD01_VD01,2013,Estimate; Total:,22040,1775.32,905.78,4.11,African American
Randolph ,HD01_VD01,2013,Estimate; Total:,3680,751.83,383.59,10.42,African American
Robeson ,HD01_VD01,2013,Estimate; Total:,10865,773.28,394.53,3.63,African American
Rockingham ,HD01_VD01,2013,Estimate; Total:,7065,907.91,463.22,6.56,African American
Rowan ,HD01_VD01,2013,Estimate; Total:,7166,1176,600,8.37,African American
Rutherford ,HD01_VD01,2013,Estimate; Total:,2049,563.57,287.54,14.03,African American
Surry ,HD01_VD01,2013,Estimate; Total:,1194,427.74,218.23,18.28,African American
Union ,HD01_VD01,2013,Estimate; Total:,8122,767.32,391.49,4.82,African American
Wake ,HD01_VD01,2013,Estimate; Total:,72544,3607.83,1840.73,2.54,African American
Wayne ,HD01_VD01,2013,Estimate; Total:,15153,1370.21,699.09,4.61,African American
Wilkes ,HD01_VD01,2013,Estimate; Total:,782,263.32,134.35,17.18,African American
Wilson ,HD01_VD01,2013,Estimate; Total:,11730,961.53,490.58,4.18,African American
United States,HD01_VD02,2013,Estimate; Total: - Owner occupied,5918422,48264.85,24624.92,0.42,African American
North Carolina,HD01_VD02,2013,Estimate; Total: - Owner occupied,358115,9132.77,4659.58,1.3,African American
Alamance ,HD01_VD02,2013,Estimate; Total: - Owner occupied,4641,894.81,456.54,9.84,African American
Brunswick ,HD01_VD02,2013,Estimate; Total: - Owner occupied,2800,592.17,302.13,10.79,African American
Buncombe ,HD01_VD02,2013,Estimate; Total: - Owner occupied,2206,701.79,358.06,16.23,African American
Burke ,HD01_VD02,2013,Estimate; Total: - Owner occupied,913,366.98,187.23,20.51,African American
Cabarrus ,HD01_VD02,2013,Estimate; Total: - Owner occupied,5493,909.11,463.83,8.44,African American
Caldwell ,HD01_VD02,2013,Estimate; Total: - Owner occupied,892,414.64,211.55,23.72,African American
Carteret ,HD01_VD02,2013,Estimate; Total: - Owner occupied,1158,392,200,17.27,African American
Catawba ,HD01_VD02,2013,Estimate; Total: - Owner occupied,2618,691.06,352.58,13.47,African American
Chatham ,HD01_VD02,2013,Estimate; Total: - Owner occupied,1797,720.85,367.78,20.47,African American
Cleveland ,HD01_VD02,2013,Estimate; Total: - Owner occupied,4314,926.98,472.95,10.96,African American
Craven ,HD01_VD02,2013,Estimate; Total: - Owner occupied,3848,726.81,370.82,9.64,African American
Cumberland ,HD01_VD02,2013,Estimate; Total: - Owner occupied,21688,1498.89,764.74,3.53,African American
Davidson ,HD01_VD02,2013,Estimate; Total: - Owner occupied,2648,788.77,402.43,15.2,African American
Durham ,HD01_VD02,2013,Estimate; Total: - Owner occupied,15996,1730.04,882.67,5.52,African American
Forsyth ,HD01_VD02,2013,Estimate; Total: - Owner occupied,16027,1898.04,968.39,6.04,African American
Gaston ,HD01_VD02,2013,Estimate; Total: - Owner occupied,4658,848.34,432.83,9.29,African American
Guilford ,HD01_VD02,2013,Estimate; Total: - Owner occupied,25091,2125.62,1084.5,4.32,African American
Harnett ,HD01_VD02,2013,Estimate; Total: - Owner occupied,4861,853.11,435.26,8.95,African American
Henderson ,HD01_VD02,2013,Estimate; Total: - Owner occupied,806,486.13,248.03,30.77,African American
Iredell ,HD01_VD02,2013,Estimate; Total: - Owner occupied,3053,704.17,359.27,11.77,African American
Johnston ,HD01_VD02,2013,Estimate; Total: - Owner occupied,4569,1147.4,585.41,12.81,African American
Lincoln ,HD01_VD02,2013,Estimate; Total: - Owner occupied,662,328.85,167.78,25.34,African American
Mecklenburg ,HD01_VD02,2013,Estimate; Total: - Owner occupied,49264,2877.45,1468.09,2.98,African American
Moore ,HD01_VD02,2013,Estimate; Total: - Owner occupied,2254,582.64,297.27,13.19,African American
Nash ,HD01_VD02,2013,Estimate; Total: - Owner occupied,7038,1414.3,721.58,10.25,African American
New Hanover ,HD01_VD02,2013,Estimate; Total: - Owner occupied,3136,785.19,400.61,12.77,African American
Onslow ,HD01_VD02,2013,Estimate; Total: - Owner occupied,3169,712.51,363.53,11.47,African American
Orange ,HD01_VD02,2013,Estimate; Total: - Owner occupied,2618,575.49,293.62,11.22,African American
Pitt ,HD01_VD02,2013,Estimate; Total: - Owner occupied,7169,1327.32,677.2,9.45,African American
Randolph ,HD01_VD02,2013,Estimate; Total: - Owner occupied,1813,661.28,337.39,18.61,African American
Robeson ,HD01_VD02,2013,Estimate; Total: - Owner occupied,5122,758.98,387.23,7.56,African American
Rockingham ,HD01_VD02,2013,Estimate; Total: - Owner occupied,3136,900.77,459.58,14.65,African American
Rowan ,HD01_VD02,2013,Estimate; Total: - Owner occupied,2501,687.49,350.76,14.02,African American
Rutherford ,HD01_VD02,2013,Estimate; Total: - Owner occupied,893,389.62,198.79,22.26,African American
Surry ,HD01_VD02,2013,Estimate; Total: - Owner occupied,774,401.53,204.86,26.47,African American
Union ,HD01_VD02,2013,Estimate; Total: - Owner occupied,5232,923.4,471.12,9,African American
Wake ,HD01_VD02,2013,Estimate; Total: - Owner occupied,32479,3796.09,1936.78,5.96,African American
Wayne ,HD01_VD02,2013,Estimate; Total: - Owner occupied,5191,988.94,504.56,9.72,African American
Wilkes ,HD01_VD02,2013,Estimate; Total: - Owner occupied,578,295.49,150.76,26.08,African American
Wilson ,HD01_VD02,2013,Estimate; Total: - Owner occupied,5731,1131.91,577.51,10.08,African American
United States,HD01_VD03,2013,Estimate; Total: - Renter occupied,8201555,47636.94,24304.56,0.3,African American
North Carolina,HD01_VD03,2013,Estimate; Total: - Renter occupied,427841,10794.89,5507.6,1.29,African American
Alamance ,HD01_VD03,2013,Estimate; Total: - Renter occupied,6257,1190.3,607.3,9.71,African American
Brunswick ,HD01_VD03,2013,Estimate; Total: - Renter occupied,1857,695.83,355.02,19.12,African American
Buncombe ,HD01_VD03,2013,Estimate; Total: - Renter occupied,3965,997.28,508.82,12.83,African American
Burke ,HD01_VD03,2013,Estimate; Total: - Renter occupied,514,414.64,211.55,41.16,African American
Cabarrus ,HD01_VD03,2013,Estimate; Total: - Renter occupied,4094,1224.85,624.92,15.26,African American
Caldwell ,HD01_VD03,2013,Estimate; Total: - Renter occupied,258,285.96,145.9,56.55,African American
Carteret ,HD01_VD03,2013,Estimate; Total: - Renter occupied,493,270.47,137.99,27.99,African American
Catawba ,HD01_VD03,2013,Estimate; Total: - Renter occupied,1961,782.81,399.39,20.37,African American
Chatham ,HD01_VD03,2013,Estimate; Total: - Renter occupied,1259,698.21,356.23,28.29,African American
Cleveland ,HD01_VD03,2013,Estimate; Total: - Renter occupied,4380,1243.91,634.65,14.49,African American
Craven ,HD01_VD03,2013,Estimate; Total: - Renter occupied,4198,1290.38,658.36,15.68,African American
Cumberland ,HD01_VD03,2013,Estimate; Total: - Renter occupied,24871,2182.81,1113.68,4.48,African American
Davidson ,HD01_VD03,2013,Estimate; Total: - Renter occupied,2596,1004.43,512.46,19.74,African American
Durham ,HD01_VD03,2013,Estimate; Total: - Renter occupied,24970,2714.21,1384.8,5.55,African American
Forsyth ,HD01_VD03,2013,Estimate; Total: - Renter occupied,21786,2124.43,1083.89,4.98,African American
Gaston ,HD01_VD03,2013,Estimate; Total: - Renter occupied,7421,1150.98,587.23,7.91,African American
Guilford ,HD01_VD03,2013,Estimate; Total: - Renter occupied,39787,3138.38,1601.21,4.02,African American
Harnett ,HD01_VD03,2013,Estimate; Total: - Renter occupied,4014,799.49,407.9,10.16,African American
Henderson ,HD01_VD03,2013,Estimate; Total: - Renter occupied,341,297.87,151.97,44.57,African American
Iredell ,HD01_VD03,2013,Estimate; Total: - Renter occupied,3178,793.53,404.86,12.74,African American
Johnston ,HD01_VD03,2013,Estimate; Total: - Renter occupied,3930,1187.91,606.08,15.42,African American
Lincoln ,HD01_VD03,2013,Estimate; Total: - Renter occupied,404,356.26,181.77,44.99,African American
Mecklenburg ,HD01_VD03,2013,Estimate; Total: - Renter occupied,70503,4534.81,2313.68,3.28,African American
Moore ,HD01_VD03,2013,Estimate; Total: - Renter occupied,1627,817.36,417.02,25.63,African American
Nash ,HD01_VD03,2013,Estimate; Total: - Renter occupied,7148,1401.19,714.89,10,African American
New Hanover ,HD01_VD03,2013,Estimate; Total: - Renter occupied,7778,1429.79,729.48,9.38,African American
Onslow ,HD01_VD03,2013,Estimate; Total: - Renter occupied,7127,1999.32,1020.06,14.31,African American
Orange ,HD01_VD03,2013,Estimate; Total: - Renter occupied,2952,925.79,472.34,16,African American
Pitt ,HD01_VD03,2013,Estimate; Total: - Renter occupied,14871,1981.45,1010.94,6.8,African American
Randolph ,HD01_VD03,2013,Estimate; Total: - Renter occupied,1867,862.64,440.12,23.57,African American
Robeson ,HD01_VD03,2013,Estimate; Total: - Renter occupied,5743,859.06,438.3,7.63,African American
Rockingham ,HD01_VD03,2013,Estimate; Total: - Renter occupied,3929,1064,542.86,13.82,African American
Rowan ,HD01_VD03,2013,Estimate; Total: - Renter occupied,4665,1046.13,533.74,11.44,African American
Rutherford ,HD01_VD03,2013,Estimate; Total: - Renter occupied,1156,627.91,320.36,27.71,African American
Surry ,HD01_VD03,2013,Estimate; Total: - Renter occupied,420,371.74,189.66,45.16,African American
Union ,HD01_VD03,2013,Estimate; Total: - Renter occupied,2890,887.66,452.89,15.67,African American
Wake ,HD01_VD03,2013,Estimate; Total: - Renter occupied,40065,3737.7,1906.99,4.76,African American
Wayne ,HD01_VD03,2013,Estimate; Total: - Renter occupied,9962,1526.3,778.72,7.82,African American
Wilkes ,HD01_VD03,2013,Estimate; Total: - Renter occupied,204,263.32,134.35,65.86,African American
Wilson ,HD01_VD03,2013,Estimate; Total: - Renter occupied,5999,1176,600,10,African American
United States,HD01_VD01,2014,Estimate; Total:,14334528,53002.21,27041.94,0.19,African American
North Carolina,HD01_VD01,2014,Estimate; Total:,806457,8811.06,4495.44,0.56,African American
Alamance ,HD01_VD01,2014,Estimate; Total:,11456,1080.68,551.37,4.81,African American
Brunswick ,HD01_VD01,2014,Estimate; Total:,4920,700.6,357.45,7.27,African American
Buncombe ,HD01_VD01,2014,Estimate; Total:,5993,937.7,478.42,7.98,African American
Burke ,HD01_VD01,2014,Estimate; Total:,1827,520.68,265.65,14.54,African American
Cabarrus ,HD01_VD01,2014,Estimate; Total:,12165,1121.19,572.04,4.7,African American
Caldwell ,HD01_VD01,2014,Estimate; Total:,1520,716.09,365.35,24.04,African American
Carteret ,HD01_VD01,2014,Estimate; Total:,1589,439.66,224.32,14.12,African American
Catawba ,HD01_VD01,2014,Estimate; Total:,4367,948.43,483.89,11.08,African American
Chatham ,HD01_VD01,2014,Estimate; Total:,3195,764.94,390.28,12.22,African American
Cleveland ,HD01_VD01,2014,Estimate; Total:,7358,1044.94,533.13,7.25,African American
Craven ,HD01_VD01,2014,Estimate; Total:,8591,1333.28,680.24,7.92,African American
Cumberland ,HD01_VD01,2014,Estimate; Total:,44290,1744.34,889.97,2.01,African American
Davidson ,HD01_VD01,2014,Estimate; Total:,5491,649.36,331.31,6.03,African American
Durham ,HD01_VD01,2014,Estimate; Total:,43891,2157.79,1100.91,2.51,African American
Forsyth ,HD01_VD01,2014,Estimate; Total:,36332,1716.94,875.99,2.41,African American
Gaston ,HD01_VD01,2014,Estimate; Total:,11791,1221.28,623.1,5.28,African American
Guilford ,HD01_VD01,2014,Estimate; Total:,64683,2467.57,1258.96,1.95,African American
Harnett ,HD01_VD01,2014,Estimate; Total:,8960,781.62,398.79,4.45,African American
Henderson ,HD01_VD01,2014,Estimate; Total:,1058,393.19,200.61,18.96,African American
Iredell ,HD01_VD01,2014,Estimate; Total:,7022,860.26,438.91,6.25,African American
Johnston ,HD01_VD01,2014,Estimate; Total:,9879,1104.51,563.53,5.7,African American
Lincoln ,HD01_VD01,2014,Estimate; Total:,1765,442.04,225.53,12.78,African American
Mecklenburg ,HD01_VD01,2014,Estimate; Total:,119002,3573.28,1823.1,1.53,African American
Moore ,HD01_VD01,2014,Estimate; Total:,4514,992.51,506.38,11.22,African American
Nash ,HD01_VD01,2014,Estimate; Total:,14073,1445.28,737.39,5.24,African American
New Hanover ,HD01_VD01,2014,Estimate; Total:,12476,1290.38,658.36,5.28,African American
Onslow ,HD01_VD01,2014,Estimate; Total:,11384,1948.09,993.92,8.73,African American
Orange ,HD01_VD01,2014,Estimate; Total:,6073,981.79,500.91,8.25,African American
Pitt ,HD01_VD01,2014,Estimate; Total:,23007,1811.06,924.01,4.02,African American
Randolph ,HD01_VD01,2014,Estimate; Total:,3358,530.21,270.52,8.06,African American
Robeson ,HD01_VD01,2014,Estimate; Total:,11824,799.49,407.9,3.45,African American
Rockingham ,HD01_VD01,2014,Estimate; Total:,6113,919.83,469.3,7.68,African American
Rowan ,HD01_VD01,2014,Estimate; Total:,8654,1022.3,521.58,6.03,African American
Rutherford ,HD01_VD01,2014,Estimate; Total:,2183,627.91,320.36,14.68,African American
Surry ,HD01_VD01,2014,Estimate; Total:,1031,487.32,248.63,24.12,African American
Union ,HD01_VD01,2014,Estimate; Total:,9314,975.83,497.87,5.35,African American
Wake ,HD01_VD01,2014,Estimate; Total:,76762,3046.64,1554.41,2.02,African American
Wayne ,HD01_VD01,2014,Estimate; Total:,14061,1560.85,796.35,5.66,African American
Wilkes ,HD01_VD01,2014,Estimate; Total:,1229,464.68,237.08,19.29,African American
Wilson ,HD01_VD01,2014,Estimate; Total:,13013,869.79,443.77,3.41,African American
United States,HD01_VD02,2014,Estimate; Total: - Owner occupied,5902023,42694.64,21782.98,0.37,African American
North Carolina,HD01_VD02,2014,Estimate; Total: - Owner occupied,364386,9046.98,4615.81,1.27,African American
Alamance ,HD01_VD02,2014,Estimate; Total: - Owner occupied,4955,1009.19,514.89,10.39,African American
Brunswick ,HD01_VD02,2014,Estimate; Total: - Owner occupied,3238,784,400,12.35,African American
Buncombe ,HD01_VD02,2014,Estimate; Total: - Owner occupied,3084,1152.17,587.84,19.06,African American
Burke ,HD01_VD02,2014,Estimate; Total: - Owner occupied,1290,376.51,192.1,14.89,African American
Cabarrus ,HD01_VD02,2014,Estimate; Total: - Owner occupied,5746,1344,685.71,11.93,African American
Caldwell ,HD01_VD02,2014,Estimate; Total: - Owner occupied,414,377.7,192.7,46.55,African American
Carteret ,HD01_VD02,2014,Estimate; Total: - Owner occupied,788,283.57,144.68,18.36,African American
Catawba ,HD01_VD02,2014,Estimate; Total: - Owner occupied,2249,625.53,319.15,14.19,African American
Chatham ,HD01_VD02,2014,Estimate; Total: - Owner occupied,2137,480.17,244.98,11.46,African American
Cleveland ,HD01_VD02,2014,Estimate; Total: - Owner occupied,2785,732.77,373.86,13.42,African American
Craven ,HD01_VD02,2014,Estimate; Total: - Owner occupied,4548,925.79,472.34,10.39,African American
Cumberland ,HD01_VD02,2014,Estimate; Total: - Owner occupied,19635,1695.49,865.05,4.41,African American
Davidson ,HD01_VD02,2014,Estimate; Total: - Owner occupied,2192,667.23,340.42,15.53,African American
Durham ,HD01_VD02,2014,Estimate; Total: - Owner occupied,16621,2263.83,1155.02,6.95,African American
Forsyth ,HD01_VD02,2014,Estimate; Total: - Owner occupied,13959,1441.7,735.56,5.27,African American
Gaston ,HD01_VD02,2014,Estimate; Total: - Owner occupied,5064,911.49,465.05,9.18,African American
Guilford ,HD01_VD02,2014,Estimate; Total: - Owner occupied,24356,2142.3,1093.01,4.49,African American
Harnett ,HD01_VD02,2014,Estimate; Total: - Owner occupied,4339,718.47,366.57,8.45,African American
Henderson ,HD01_VD02,2014,Estimate; Total: - Owner occupied,445,299.06,152.58,34.29,African American
Iredell ,HD01_VD02,2014,Estimate; Total: - Owner occupied,3757,680.34,347.11,9.24,African American
Johnston ,HD01_VD02,2014,Estimate; Total: - Owner occupied,4439,1060.43,541.04,12.19,African American
Lincoln ,HD01_VD02,2014,Estimate; Total: - Owner occupied,1021,439.66,224.32,21.97,African American
Mecklenburg ,HD01_VD02,2014,Estimate; Total: - Owner occupied,49920,3265.87,1666.26,3.34,African American
Moore ,HD01_VD02,2014,Estimate; Total: - Owner occupied,2180,779.23,397.57,18.24,African American
Nash ,HD01_VD02,2014,Estimate; Total: - Owner occupied,6228,1106.89,564.74,9.07,African American
New Hanover ,HD01_VD02,2014,Estimate; Total: - Owner occupied,4654,856.68,437.08,9.39,African American
Onslow ,HD01_VD02,2014,Estimate; Total: - Owner occupied,4737,1515.57,773.25,16.32,African American
Orange ,HD01_VD02,2014,Estimate; Total: - Owner occupied,2743,770.89,393.31,14.34,African American
Pitt ,HD01_VD02,2014,Estimate; Total: - Owner occupied,8284,1525.11,778.12,9.39,African American
Randolph ,HD01_VD02,2014,Estimate; Total: - Owner occupied,1884,536.17,273.56,14.52,African American
Robeson ,HD01_VD02,2014,Estimate; Total: - Owner occupied,6106,604.09,308.21,5.05,African American
Rockingham ,HD01_VD02,2014,Estimate; Total: - Owner occupied,3260,831.66,424.32,13.02,African American
Rowan ,HD01_VD02,2014,Estimate; Total: - Owner occupied,3756,917.45,468.09,12.46,African American
Rutherford ,HD01_VD02,2014,Estimate; Total: - Owner occupied,1219,562.38,286.93,23.54,African American
Surry ,HD01_VD02,2014,Estimate; Total: - Owner occupied,471,218.04,111.24,23.62,African American
Union ,HD01_VD02,2014,Estimate; Total: - Owner occupied,5472,755.4,385.41,7.04,African American
Wake ,HD01_VD02,2014,Estimate; Total: - Owner occupied,32224,3034.72,1548.33,4.8,African American
Wayne ,HD01_VD02,2014,Estimate; Total: - Owner occupied,5380,1165.28,594.53,11.05,African American
Wilkes ,HD01_VD02,2014,Estimate; Total: - Owner occupied,758,307.4,156.84,20.69,African American
Wilson ,HD01_VD02,2014,Estimate; Total: - Owner occupied,4415,897.19,457.75,10.37,African American
United States,HD01_VD03,2014,Estimate; Total: - Renter occupied,8432505,48628.26,24810.34,0.29,African American
North Carolina,HD01_VD03,2014,Estimate; Total: - Renter occupied,442071,9472.34,4832.83,1.09,African American
Alamance ,HD01_VD03,2014,Estimate; Total: - Renter occupied,6501,1444.09,736.78,11.33,African American
Brunswick ,HD01_VD03,2014,Estimate; Total: - Renter occupied,1682,621.96,317.33,18.87,African American
Buncombe ,HD01_VD03,2014,Estimate; Total: - Renter occupied,2909,994.89,507.6,17.45,African American
Burke ,HD01_VD03,2014,Estimate; Total: - Renter occupied,537,452.77,231.01,43.02,African American
Cabarrus ,HD01_VD03,2014,Estimate; Total: - Renter occupied,6419,1591.83,812.16,12.65,African American
Caldwell ,HD01_VD03,2014,Estimate; Total: - Renter occupied,1106,708.94,361.7,32.7,African American
Carteret ,HD01_VD03,2014,Estimate; Total: - Renter occupied,801,408.68,208.51,26.03,African American
Catawba ,HD01_VD03,2014,Estimate; Total: - Renter occupied,2118,838.81,427.96,20.21,African American
Chatham ,HD01_VD03,2014,Estimate; Total: - Renter occupied,1058,556.43,283.89,26.83,African American
Cleveland ,HD01_VD03,2014,Estimate; Total: - Renter occupied,4573,1077.11,549.55,12.02,African American
Craven ,HD01_VD03,2014,Estimate; Total: - Renter occupied,4043,1170.04,596.96,14.77,African American
Cumberland ,HD01_VD03,2014,Estimate; Total: - Renter occupied,24655,1837.28,937.39,3.8,African American
Davidson ,HD01_VD03,2014,Estimate; Total: - Renter occupied,3299,905.53,462.01,14,African American
Durham ,HD01_VD03,2014,Estimate; Total: - Renter occupied,27270,2659.4,1356.84,4.98,African American
Forsyth ,HD01_VD03,2014,Estimate; Total: - Renter occupied,22373,1982.64,1011.55,4.52,African American
Gaston ,HD01_VD03,2014,Estimate; Total: - Renter occupied,6727,1360.68,694.22,10.32,African American
Guilford ,HD01_VD03,2014,Estimate; Total: - Renter occupied,40327,2879.83,1469.3,3.64,African American
Harnett ,HD01_VD03,2014,Estimate; Total: - Renter occupied,4621,834.04,425.53,9.21,African American
Henderson ,HD01_VD03,2014,Estimate; Total: - Renter occupied,613,392,200,32.63,African American
Iredell ,HD01_VD03,2014,Estimate; Total: - Renter occupied,3265,811.4,413.98,12.68,African American
Johnston ,HD01_VD03,2014,Estimate; Total: - Renter occupied,5440,1492.94,761.7,14,African American
Lincoln ,HD01_VD03,2014,Estimate; Total: - Renter occupied,744,365.79,186.63,25.08,African American
Mecklenburg ,HD01_VD03,2014,Estimate; Total: - Renter occupied,69082,4049.87,2066.26,2.99,African American
Moore ,HD01_VD03,2014,Estimate; Total: - Renter occupied,2334,898.38,458.36,19.64,African American
Nash ,HD01_VD03,2014,Estimate; Total: - Renter occupied,7845,1481.02,755.62,9.63,African American
New Hanover ,HD01_VD03,2014,Estimate; Total: - Renter occupied,7822,1542.98,787.23,10.06,African American
Onslow ,HD01_VD03,2014,Estimate; Total: - Renter occupied,6647,2288.85,1167.78,17.57,African American
Orange ,HD01_VD03,2014,Estimate; Total: - Renter occupied,3330,1009.19,514.89,15.46,African American
Pitt ,HD01_VD03,2014,Estimate; Total: - Renter occupied,14723,2340.09,1193.92,8.11,African American
Randolph ,HD01_VD03,2014,Estimate; Total: - Renter occupied,1474,587.4,299.69,20.33,African American
Robeson ,HD01_VD03,2014,Estimate; Total: - Renter occupied,5718,819.74,418.23,7.31,African American
Rockingham ,HD01_VD03,2014,Estimate; Total: - Renter occupied,2853,822.13,419.45,14.7,African American
