area_fips,own_code,industry_code,agglvl_code,size_code,year,qtr,disclosure_code,area_title,own_title,industry_title,agglvl_title,size_title,annual_avg_estabs_count,annual_avg_emplvl,total_annual_wages,taxable_annual_wages,annual_contributions,annual_avg_wkly_wage,avg_annual_pay,lq_disclosure_code,lq_annual_avg_estabs_count,lq_annual_avg_emplvl,lq_total_annual_wages,lq_taxable_annual_wages,lq_annual_contributions,lq_annual_avg_wkly_wage,lq_avg_annual_pay,oty_disclosure_code,oty_annual_avg_estabs_count_chg,oty_annual_avg_estabs_count_pct_chg,oty_annual_avg_emplvl_chg,oty_annual_avg_emplvl_pct_chg,oty_total_annual_wages_chg,oty_total_annual_wages_pct_chg,oty_taxable_annual_wages_chg,oty_taxable_annual_wages_pct_chg,oty_annual_contributions_chg,oty_annual_contributions_pct_chg,oty_annual_avg_wkly_wage_chg,oty_annual_avg_wkly_wage_pct_chg,oty_avg_annual_pay_chg,oty_avg_annual_pay_pct_chg
37067,5,23899,77,0,2017,A,,"Forsyth County, North Carolina",Private,NAICS 23899 All other specialty trade contractors,"County, NAICS 5-digit -- by ownership sector",All establishment sizes,26,216,11184768,4998404,151863,995,51721,,0.65,0.52,0.54,0.53,0.76,1.03,1.03,,-1,-3.7,17,8.5,10139,0.1,516681,11.5,-3346,-2.2,-88,-8.1,-4574,-8.1
37067,5,238991,78,0,2017,A,,"Forsyth County, North Carolina",Private,NAICS 238991 All other residential trade contractors,"County, NAICS 6-digit -- by ownership sector",All establishment sizes,14,86,2938628,1773111,50403,656,34137,,0.54,0.45,0.36,0.42,0.6,0.8,0.8,,-1,-6.7,11,14.7,275651,10.4,155774,9.6,-3204,-6,-24,-3.5,-1212,-3.4
37067,5,238992,78,0,2017,A,,"Forsyth County, North Carolina",Private,NAICS 238992 All other nonresidential trade contractors,"County, NAICS 6-digit -- by ownership sector",All establishment sizes,12,130,8246140,3225293,101460,1218,63351,,0.88,0.58,0.65,0.62,0.88,1.11,1.11,,0,0,7,5.7,-265512,-3.1,360907,12.6,-142,-0.1,-111,-8.4,-5756,-8.3
37067,5,31-33,74,0,2017,A,,"Forsyth County, North Carolina",Private,NAICS 31-33 Manufacturing,"County, NAICS Sector -- by ownership sector",All establishment sizes,328,15842,1116406853,392836511,4553075,1355,70472,,1.01,1,1.12,1.23,1.24,1.12,1.12,,-8,-2.4,-183,-1.1,78217958,7.5,1893272,0.5,-2857477,-38.6,109,8.7,5687,8.8
37067,5,311,75,0,2017,A,,"Forsyth County, North Carolina",Private,NAICS 311 Food manufacturing,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,30,1114,72860142,32295917,170749,1258,65419,,0.97,0.55,0.8,0.75,0.41,1.46,1.46,,-1,-3.2,14,1.3,-4691128,-6,857121,2.7,-199346,-53.9,-98,-7.2,-5093,-7.2
37067,5,3111,76,0,2017,A,N,"Forsyth County, North Carolina",Private,NAICS 3111 Animal food manufacturing,"County, NAICS 4-digit -- by ownership sector",All establishment sizes,1,0,0,0,0,0,0,N,0.47,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37067,5,31111,77,0,2017,A,N,"Forsyth County, North Carolina",Private,NAICS 31111 Animal food manufacturing,"County, NAICS 5-digit -- by ownership sector",All establishment sizes,1,0,0,0,0,0,0,N,0.47,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37067,5,311119,78,0,2017,A,N,"Forsyth County, North Carolina",Private,NAICS 311119 Other animal food manufacturing,"County, NAICS 6-digit -- by ownership sector",All establishment sizes,1,0,0,0,0,0,0,N,0.63,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37067,5,3112,76,0,2017,A,N,"Forsyth County, North Carolina",Private,NAICS 3112 Grain and oilseed milling,"County, NAICS 4-digit -- by ownership sector",All establishment sizes,1,0,0,0,0,0,0,N,1.09,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37067,5,31122,77,0,2017,A,N,"Forsyth County, North Carolina",Private,NAICS 31122 Starch and vegetable oil manufacturing,"County, NAICS 5-digit -- by ownership sector",All establishment sizes,1,0,0,0,0,0,0,N,2.7,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37067,5,311221,78,0,2017,A,N,"Forsyth County, North Carolina",Private,NAICS 311221 Wet corn milling,"County, NAICS 6-digit -- by ownership sector",All establishment sizes,1,0,0,0,0,0,0,N,17.29,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37067,5,3114,76,0,2017,A,N,"Forsyth County, North Carolina",Private,NAICS 3114 Fruit and vegetable preserving and specialty,"County, NAICS 4-digit -- by ownership sector",All establishment sizes,3,0,0,0,0,0,0,N,1.41,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37067,5,31142,77,0,2017,A,N,"Forsyth County, North Carolina",Private,NAICS 31142 Fruit and vegetable canning and drying,"County, NAICS 5-digit -- by ownership sector",All establishment sizes,3,0,0,0,0,0,0,N,2.27,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37067,5,311421,78,0,2017,A,N,"Forsyth County, North Carolina",Private,NAICS 311421 Fruit and vegetable canning,"County, NAICS 6-digit -- by ownership sector",All establishment sizes,3,0,0,0,0,0,0,N,2.98,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37067,5,3116,76,0,2017,A,N,"Forsyth County, North Carolina",Private,NAICS 3116 Animal slaughtering and processing,"County, NAICS 4-digit -- by ownership sector",All establishment sizes,1,0,0,0,0,0,0,N,0.27,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37067,5,31161,77,0,2017,A,N,"Forsyth County, North Carolina",Private,NAICS 31161 Animal slaughtering and processing,"County, NAICS 5-digit -- by ownership sector",All establishment sizes,1,0,0,0,0,0,0,N,0.27,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37067,5,311615,78,0,2017,A,N,"Forsyth County, North Carolina",Private,NAICS 311615 Poultry processing,"County, NAICS 6-digit -- by ownership sector",All establishment sizes,1,0,0,0,0,0,0,N,1.49,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37067,5,3118,76,0,2017,A,,"Forsyth County, North Carolina",Private,NAICS 3118 Bakeries and tortilla manufacturing,"County, NAICS 4-digit -- by ownership sector",All establishment sizes,20,722,48601888,23059100,141152,1295,67323,,1.6,1.81,3.3,3.1,1.91,1.82,1.82,,0,0,19,2.7,-7096614,-12.7,350773,1.5,-148988,-51.4,-229,-15,-11944,-15.1
37067,5,31181,77,0,2017,A,,"Forsyth County, North Carolina",Private,NAICS 31181 Bread and bakery product manufacturing,"County, NAICS 5-digit -- by ownership sector",All establishment sizes,18,689,47599229,22326195,140714,1329,69101,,1.63,2.29,4.6,4.01,2.66,2.01,2.01,,0,0,21,3.1,-7066194,-12.9,370122,1.7,-144745,-50.7,-246,-15.6,-12774,-15.6
37067,5,311811,78,0,2017,A,,"Forsyth County, North Carolina",Private,NAICS 311811 Retail bakeries,"County, NAICS 6-digit -- by ownership sector",All establishment sizes,9,161,2895953,2160963,21992,346,17987,,1.25,1.47,1.23,1.21,1.51,0.84,0.84,,1,12.5,11,7.3,212022,7.9,-20697,-0.9,-16783,-43.3,1,0.3,54,0.3
37067,5,311812,78,0,2017,A,,"Forsyth County, North Carolina",Private,NAICS 311812 Commercial bakeries,"County, NAICS 6-digit -- by ownership sector",All establishment sizes,9,528,44703276,20165232,118722,1629,84692,,2.47,3.03,6.11,5.82,3.41,2.01,2.01,,-1,-10,10,1.9,-7278216,-14,390819,2,-127962,-51.9,-301,-15.6,-15658,-15.6
37067,5,31182,77,0,2017,A,N,"Forsyth County, North Carolina",Private,"NAICS 31182 Cookie, cracker, and pasta manufacturing","County, NAICS 5-digit -- by ownership sector",All establishment sizes,1,0,0,0,0,0,0,N,1.02,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37067,5,311824,78,0,2017,A,N,"Forsyth County, North Carolina",Private,"NAICS 311824 Pasta, dough and mixes from purchased flour","County, NAICS 6-digit -- by ownership sector",All establishment sizes,1,0,0,0,0,0,0,N,2.28,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37067,5,31183,77,0,2017,A,N,"Forsyth County, North Carolina",Private,NAICS 31183 Tortilla manufacturing,"County, NAICS 5-digit -- by ownership sector",All establishment sizes,1,0,0,0,0,0,0,N,2.23,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37067,5,311830,78,0,2017,A,N,"Forsyth County, North Carolina",Private,NAICS 311830 Tortilla manufacturing,"County, NAICS 6-digit -- by ownership sector",All establishment sizes,1,0,0,0,0,0,0,N,2.23,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37067,5,3119,76,0,2017,A,,"Forsyth County, North Carolina",Private,NAICS 3119 Other food manufacturing,"County, NAICS 4-digit -- by ownership sector",All establishment sizes,4,29,680425,540587,8300,451,23463,,0.83,0.1,0.05,0.09,0.14,0.45,0.45,,0,0,4,16,166901,32.5,139360,34.7,3177,62,52,13,2715,13.1
37067,5,31192,77,0,2017,A,N,"Forsyth County, North Carolina",Private,NAICS 31192 Coffee and tea manufacturing,"County, NAICS 5-digit -- by ownership sector",All establishment sizes,1,0,0,0,0,0,0,N,1.15,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37067,5,311920,78,0,2017,A,N,"Forsyth County, North Carolina",Private,NAICS 311920 Coffee and tea manufacturing,"County, NAICS 6-digit -- by ownership sector",All establishment sizes,1,0,0,0,0,0,0,N,1.15,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37067,5,31194,77,0,2017,A,N,"Forsyth County, North Carolina",Private,NAICS 31194 Seasoning and dressing manufacturing,"County, NAICS 5-digit -- by ownership sector",All establishment sizes,1,0,0,0,0,0,0,N,1.15,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37067,5,311942,78,0,2017,A,N,"Forsyth County, North Carolina",Private,NAICS 311942 Spice and extract manufacturing,"County, NAICS 6-digit -- by ownership sector",All establishment sizes,1,0,0,0,0,0,0,N,1.92,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37067,5,31199,77,0,2017,A,N,"Forsyth County, North Carolina",Private,NAICS 31199 All other food manufacturing,"County, NAICS 5-digit -- by ownership sector",All establishment sizes,2,0,0,0,0,0,0,N,0.93,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37067,5,311999,78,0,2017,A,N,"Forsyth County, North Carolina",Private,NAICS 311999 All other miscellaneous food manufacturing,"County, NAICS 6-digit -- by ownership sector",All establishment sizes,2,0,0,0,0,0,0,N,1.98,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37067,5,312,75,0,2017,A,,"Forsyth County, North Carolina",Private,NAICS 312 Beverage and tobacco product manufacturing,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,13,1494,239183587,37596963,80578,3080,160141,,1.27,4.45,14.47,6.15,1.11,3.25,3.25,,2,18.2,-67,-4.3,40082346,20.1,-4137487,-9.9,-240127,-74.9,628,25.6,32614,25.6
37067,5,3121,76,0,2017,A,N,"Forsyth County, North Carolina",Private,NAICS 3121 Beverage manufacturing,"County, NAICS 4-digit -- by ownership sector",All establishment sizes,9,0,0,0,0,0,0,N,0.9,0,0,0,0,0,0,N,2,28.6,0,0,0,0,0,0,0,0,0,0,0,0
37067,5,31211,77,0,2017,A,N,"Forsyth County, North Carolina",Private,NAICS 31211 Soft drink and ice manufacturing,"County, NAICS 5-digit -- by ownership sector",All establishment sizes,3,0,0,0,0,0,0,N,1.57,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37067,5,312111,78,0,2017,A,N,"Forsyth County, North Carolina",Private,NAICS 312111 Soft drink manufacturing,"County, NAICS 6-digit -- by ownership sector",All establishment sizes,1,0,0,0,0,0,0,N,1.09,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37067,5,312112,78,0,2017,A,N,"Forsyth County, North Carolina",Private,NAICS 312112 Bottled water manufacturing,"County, NAICS 6-digit -- by ownership sector",All establishment sizes,2,0,0,0,0,0,0,N,3.92,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37067,5,31212,77,0,2017,A,,"Forsyth County, North Carolina",Private,NAICS 31212 Breweries,"County, NAICS 5-digit -- by ownership sector",All establishment sizes,3,11,201752,176852,2136,370,19214,,0.92,0.13,0.05,0.11,0.14,0.43,0.43,N,2,200,0,0,0,0,0,0,0,0,0,0,0,0
37067,5,312120,78,0,2017,A,,"Forsyth County, North Carolina",Private,NAICS 312120 Breweries,"County, NAICS 6-digit -- by ownership sector",All establishment sizes,3,11,201752,176852,2136,370,19214,,0.92,0.13,0.05,0.11,0.14,0.43,0.43,N,2,200,0,0,0,0,0,0,0,0,0,0,0,0
37067,5,31213,77,0,2017,A,N,"Forsyth County, North Carolina",Private,NAICS 31213 Wineries,"County, NAICS 5-digit -- by ownership sector",All establishment sizes,2,0,0,0,0,0,0,N,0.49,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37067,5,312130,78,0,2017,A,N,"Forsyth County, North Carolina",Private,NAICS 312130 Wineries,"County, NAICS 6-digit -- by ownership sector",All establishment sizes,2,0,0,0,0,0,0,N,0.49,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37067,5,31214,77,0,2017,A,N,"Forsyth County, North Carolina",Private,NAICS 31214 Distilleries,"County, NAICS 5-digit -- by ownership sector",All establishment sizes,1,0,0,0,0,0,0,N,1.33,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37067,5,312140,78,0,2017,A,N,"Forsyth County, North Carolina",Private,NAICS 312140 Distilleries,"County, NAICS 6-digit -- by ownership sector",All establishment sizes,1,0,0,0,0,0,0,N,1.33,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37067,5,3122,76,0,2017,A,N,"Forsyth County, North Carolina",Private,NAICS 3122 Tobacco manufacturing,"County, NAICS 4-digit -- by ownership sector",All establishment sizes,4,0,0,0,0,0,0,N,19.4,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37067,5,31223,77,0,2017,A,N,"Forsyth County, North Carolina",Private,NAICS 31223 Tobacco manufacturing,"County, NAICS 5-digit -- by ownership sector",All establishment sizes,4,0,0,0,0,0,0,N,19.4,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37067,5,312230,78,0,2017,A,N,"Forsyth County, North Carolina",Private,NAICS 312230 Tobacco manufacturing,"County, NAICS 6-digit -- by ownership sector",All establishment sizes,4,0,0,0,0,0,0,N,19.4,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37067,5,313,75,0,2017,A,,"Forsyth County, North Carolina",Private,NAICS 313 Textile mills,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,10,812,37347288,17985799,217327,885,45994,,3.94,5.65,5.99,6.06,5.88,1.06,1.06,,1,11.1,30,3.8,1195594,3.3,-1298410,-6.7,-214311,-49.7,-4,-0.4,-231,-0.5
37067,5,3132,76,0,2017,A,,"Forsyth County, North Carolina",Private,NAICS 3132 Fabric mills,"County, NAICS 4-digit -- by ownership sector",All establishment sizes,5,287,11211158,6319967,81051,752,39109,,4.88,4.24,3.65,4.34,4.95,0.86,0.86,,0,0,10,3.6,-7762,-0.1,38552,0.6,-39370,-32.7,-27,-3.5,-1405,-3.5
37067,5,31321,77,0,2017,A,N,"Forsyth County, North Carolina",Private,NAICS 31321 Broadwoven fabric mills,"County, NAICS 5-digit -- by ownership sector",All establishment sizes,1,0,0,0,0,0,0,N,2.57,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37067,5,313210,78,0,2017,A,N,"Forsyth County, North Carolina",Private,NAICS 313210 Broadwoven fabric mills,"County, NAICS 6-digit -- by ownership sector",All establishment sizes,1,0,0,0,0,0,0,N,2.57,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37067,5,31322,77,0,2017,A,N,"Forsyth County, North Carolina",Private,NAICS 31322 Narrow fabric mills and schiffli embroidery,"County, NAICS 5-digit -- by ownership sector",All establishment sizes,2,0,0,0,0,0,0,N,8.47,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37067,5,313220,78,0,2017,A,N,"Forsyth County, North Carolina",Private,NAICS 313220 Narrow fabric mills and schiffli embroidery,"County, NAICS 6-digit -- by ownership sector",All establishment sizes,2,0,0,0,0,0,0,N,8.47,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37067,5,31323,77,0,2017,A,N,"Forsyth County, North Carolina",Private,NAICS 31323 Nonwoven fabric mills,"County, NAICS 5-digit -- by ownership sector",All establishment sizes,1,0,0,0,0,0,0,N,4.11,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37067,5,313230,78,0,2017,A,N,"Forsyth County, North Carolina",Private,NAICS 313230 Nonwoven fabric mills,"County, NAICS 6-digit -- by ownership sector",All establishment sizes,1,0,0,0,0,0,0,N,4.11,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37067,5,31324,77,0,2017,A,N,"Forsyth County, North Carolina",Private,NAICS 31324 Knit fabric mills,"County, NAICS 5-digit -- by ownership sector",All establishment sizes,1,0,0,0,0,0,0,N,6.42,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37067,5,313240,78,0,2017,A,N,"Forsyth County, North Carolina",Private,NAICS 313240 Knit fabric mills,"County, NAICS 6-digit -- by ownership sector",All establishment sizes,1,0,0,0,0,0,0,N,6.42,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37067,5,3133,76,0,2017,A,,"Forsyth County, North Carolina",Private,NAICS 3133 Textile and fabric finishing mills,"County, NAICS 4-digit -- by ownership sector",All establishment sizes,5,525,26136130,11665832,136276,957,49752,,4.35,13.41,14.42,14.89,14.17,1.08,1.07,,1,25,20,4,1203356,4.8,-1336962,-10.3,-174941,-56.2,8,0.8,396,0.8
37067,5,31331,77,0,2017,A,N,"Forsyth County, North Carolina",Private,NAICS 31331 Textile and fabric finishing mills,"County, NAICS 5-digit -- by ownership sector",All establishment sizes,4,0,0,0,0,0,0,N,4.12,0,0,0,0,0,0,N,1,33.3,0,0,0,0,0,0,0,0,0,0,0,0
37067,5,313310,78,0,2017,A,N,"Forsyth County, North Carolina",Private,NAICS 313310 Textile and fabric finishing mills,"County, NAICS 6-digit -- by ownership sector",All establishment sizes,4,0,0,0,0,0,0,N,4.12,0,0,0,0,0,0,N,1,33.3,0,0,0,0,0,0,0,0,0,0,0,0
37067,5,31332,77,0,2017,A,N,"Forsyth County, North Carolina",Private,NAICS 31332 Fabric coating mills,"County, NAICS 5-digit -- by ownership sector",All establishment sizes,1,0,0,0,0,0,0,N,5.61,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37067,5,313320,78,0,2017,A,N,"Forsyth County, North Carolina",Private,NAICS 313320 Fabric coating mills,"County, NAICS 6-digit -- by ownership sector",All establishment sizes,1,0,0,0,0,0,0,N,5.61,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37067,5,314,75,0,2017,A,,"Forsyth County, North Carolina",Private,NAICS 314 Textile product mills,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,5,73,2405280,1357263,11731,636,33062,,0.82,0.5,0.42,0.51,0.33,0.85,0.85,,-1,-16.7,-3,-3.9,-242970,-9.2,-230607,-14.5,-7514,-39,-37,-5.5,-1937,-5.5
37067,5,3141,76,0,2017,A,N,"Forsyth County, North Carolina",Private,NAICS 3141 Textile furnishings mills,"County, NAICS 4-digit -- by ownership sector",All establishment sizes,1,0,0,0,0,0,0,N,0.59,0,0,0,0,0,0,N,-1,-50,0,0,0,0,0,0,0,0,0,0,0,0
37067,5,31412,77,0,2017,A,N,"Forsyth County, North Carolina",Private,NAICS 31412 Curtain and linen mills,"County, NAICS 5-digit -- by ownership sector",All establishment sizes,1,0,0,0,0,0,0,N,0.75,0,0,0,0,0,0,N,-1,-50,0,0,0,0,0,0,0,0,0,0,0,0
37067,5,314120,78,0,2017,A,N,"Forsyth County, North Carolina",Private,NAICS 314120 Curtain and linen mills,"County, NAICS 6-digit -- by ownership sector",All establishment sizes,1,0,0,0,0,0,0,N,0.75,0,0,0,0,0,0,N,-1,-50,0,0,0,0,0,0,0,0,0,0,0,0
37067,5,3149,76,0,2017,A,N,"Forsyth County, North Carolina",Private,NAICS 3149 Other textile product mills,"County, NAICS 4-digit -- by ownership sector",All establishment sizes,4,0,0,0,0,0,0,N,0.9,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37067,5,31491,77,0,2017,A,N,"Forsyth County, North Carolina",Private,NAICS 31491 Textile bag and canvas mills,"County, NAICS 5-digit -- by ownership sector",All establishment sizes,1,0,0,0,0,0,0,N,0.61,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37067,5,314910,78,0,2017,A,N,"Forsyth County, North Carolina",Private,NAICS 314910 Textile bag and canvas mills,"County, NAICS 6-digit -- by ownership sector",All establishment sizes,1,0,0,0,0,0,0,N,0.61,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37067,5,31499,77,0,2017,A,,"Forsyth County, North Carolina",Private,NAICS 31499 All other textile product mills,"County, NAICS 5-digit -- by ownership sector",All establishment sizes,3,31,677960,573412,7996,415,21580,,1.07,0.63,0.37,0.61,0.83,0.59,0.59,,0,0,1,3.3,48015,7.6,24536,4.5,-4415,-35.6,8,2,405,1.9
37067,5,314999,78,0,2017,A,,"Forsyth County, North Carolina",Private,NAICS 314999 All other miscellaneous textile product mills,"County, NAICS 6-digit -- by ownership sector",All establishment sizes,3,31,677960,573412,7996,415,21580,,1.14,0.75,0.47,0.75,0.97,0.62,0.62,,0,0,1,3.3,48015,7.6,24536,4.5,-4415,-35.6,8,2,405,1.9
37067,5,315,75,0,2017,A,,"Forsyth County, North Carolina",Private,NAICS 315 Apparel manufacturing,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,6,59,1224867,1030957,6391,402,20878,,0.96,0.39,0.2,0.4,0.17,0.53,0.53,,0,0,-3,-4.8,30206,2.5,34150,3.4,-5390,-45.8,28,7.5,1453,7.5
37067,5,3151,76,0,2017,A,N,"Forsyth County, North Carolina",Private,NAICS 3151 Apparel knitting mills,"County, NAICS 4-digit -- by ownership sector",All establishment sizes,1,0,0,0,0,0,0,N,3.76,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37067,5,31511,77,0,2017,A,N,"Forsyth County, North Carolina",Private,NAICS 31511 Hosiery and sock mills,"County, NAICS 5-digit -- by ownership sector",All establishment sizes,1,0,0,0,0,0,0,N,7.34,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37067,5,315110,78,0,2017,A,N,"Forsyth County, North Carolina",Private,NAICS 315110 Hosiery and sock mills,"County, NAICS 6-digit -- by ownership sector",All establishment sizes,1,0,0,0,0,0,0,N,7.34,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37067,5,3152,76,0,2017,A,,"Forsyth County, North Carolina",Private,NAICS 3152 Cut and sew apparel manufacturing,"County, NAICS 4-digit -- by ownership sector",All establishment sizes,4,23,546994,486116,4484,454,23611,,0.76,0.19,0.11,0.24,0.14,0.59,0.59,,0,0,0,0,53741,10.9,68535,16.4,-2198,-32.9,37,8.9,1930,8.9
37067,5,31521,77,0,2017,A,N,"Forsyth County, North Carolina",Private,NAICS 31521 Cut and sew apparel contractors,"County, NAICS 5-digit -- by ownership sector",All establishment sizes,3,0,0,0,0,0,0,N,1.06,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37067,5,315210,78,0,2017,A,N,"Forsyth County, North Carolina",Private,NAICS 315210 Cut and sew apparel contractors,"County, NAICS 6-digit -- by ownership sector",All establishment sizes,3,0,0,0,0,0,0,N,1.06,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37067,5,31522,77,0,2017,A,N,"Forsyth County, North Carolina",Private,NAICS 31522 Men's and boys' cut and sew apparel mfg,"County, NAICS 5-digit -- by ownership sector",All establishment sizes,1,0,0,0,0,0,0,N,1.41,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37067,5,315220,78,0,2017,A,N,"Forsyth County, North Carolina",Private,NAICS 315220 Men's and boys' cut and sew apparel mfg,"County, NAICS 6-digit -- by ownership sector",All establishment sizes,1,0,0,0,0,0,0,N,1.41,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37067,5,3159,76,0,2017,A,N,"Forsyth County, North Carolina",Private,NAICS 3159 Accessories and other apparel manufacturing,"County, NAICS 4-digit -- by ownership sector",All establishment sizes,1,0,0,0,0,0,0,N,1.43,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37067,5,31599,77,0,2017,A,N,"Forsyth County, North Carolina",Private,NAICS 31599 Accessories and other apparel manufacturing,"County, NAICS 5-digit -- by ownership sector",All establishment sizes,1,0,0,0,0,0,0,N,1.43,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37067,5,315990,78,0,2017,A,N,"Forsyth County, North Carolina",Private,NAICS 315990 Accessories and other apparel manufacturing,"County, NAICS 6-digit -- by ownership sector",All establishment sizes,1,0,0,0,0,0,0,N,1.43,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37067,5,316,75,0,2017,A,N,"Forsyth County, North Carolina",Private,NAICS 316 Leather and allied product manufacturing,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,1,0,0,0,0,0,0,N,0.79,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37067,5,3169,76,0,2017,A,N,"Forsyth County, North Carolina",Private,NAICS 3169 Other leather product manufacturing,"County, NAICS 4-digit -- by ownership sector",All establishment sizes,1,0,0,0,0,0,0,N,1.28,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37067,5,31699,77,0,2017,A,N,"Forsyth County, North Carolina",Private,NAICS 31699 Other leather product manufacturing,"County, NAICS 5-digit -- by ownership sector",All establishment sizes,1,0,0,0,0,0,0,N,1.28,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37067,5,316998,78,0,2017,A,N,"Forsyth County, North Carolina",Private,NAICS 316998 All other leather and allied good mfg.,"County, NAICS 6-digit -- by ownership sector",All establishment sizes,1,0,0,0,0,0,0,N,1.49,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
