notes,county,gender,ethnicity,race,age,population,year
NA,"Forsyth County, NC",Female,Hispanic or Latino,American Indian or Alaska Native,35-39 years,94,2013
NA,"Forsyth County, NC",Female,Hispanic or Latino,American Indian or Alaska Native,40-44 years,73,2013
NA,"Forsyth County, NC",Female,Hispanic or Latino,American Indian or Alaska Native,45-49 years,28,2013
NA,"Forsyth County, NC",Female,Hispanic or Latino,American Indian or Alaska Native,50-54 years,43,2013
NA,"Forsyth County, NC",Female,Hispanic or Latino,American Indian or Alaska Native,55-59 years,23,2013
NA,"Forsyth County, NC",Female,Hispanic or Latino,American Indian or Alaska Native,60-64 years,15,2013
NA,"Forsyth County, NC",Female,Hispanic or Latino,American Indian or Alaska Native,65-69 years,11,2013
NA,"Forsyth County, NC",Female,Hispanic or Latino,American Indian or Alaska Native,70-74 years,6,2013
NA,"Forsyth County, NC",Female,Hispanic or Latino,American Indian or Alaska Native,75-79 years,3,2013
NA,"Forsyth County, NC",Female,Hispanic or Latino,American Indian or Alaska Native,80-84 years,1,2013
NA,"Forsyth County, NC",Female,Hispanic or Latino,American Indian or Alaska Native,85+ years,2,2013
Total,"Forsyth County, NC",Female,Hispanic or Latino,American Indian or Alaska Native,NA,1078,2013
NA,"Forsyth County, NC",Female,Hispanic or Latino,Asian or Pacific Islander,< 1 year,32,2013
NA,"Forsyth County, NC",Female,Hispanic or Latino,Asian or Pacific Islander,1-4 years,79,2013
NA,"Forsyth County, NC",Female,Hispanic or Latino,Asian or Pacific Islander,5-9 years,40,2013
NA,"Forsyth County, NC",Female,Hispanic or Latino,Asian or Pacific Islander,10-14 years,29,2013
NA,"Forsyth County, NC",Female,Hispanic or Latino,Asian or Pacific Islander,15-19 years,16,2013
NA,"Forsyth County, NC",Female,Hispanic or Latino,Asian or Pacific Islander,20-24 years,14,2013
NA,"Forsyth County, NC",Female,Hispanic or Latino,Asian or Pacific Islander,25-29 years,16,2013
NA,"Forsyth County, NC",Female,Hispanic or Latino,Asian or Pacific Islander,30-34 years,22,2013
NA,"Forsyth County, NC",Female,Hispanic or Latino,Asian or Pacific Islander,35-39 years,19,2013
NA,"Forsyth County, NC",Female,Hispanic or Latino,Asian or Pacific Islander,40-44 years,22,2013
NA,"Forsyth County, NC",Female,Hispanic or Latino,Asian or Pacific Islander,45-49 years,14,2013
NA,"Forsyth County, NC",Female,Hispanic or Latino,Asian or Pacific Islander,50-54 years,8,2013
NA,"Forsyth County, NC",Female,Hispanic or Latino,Asian or Pacific Islander,55-59 years,10,2013
NA,"Forsyth County, NC",Female,Hispanic or Latino,Asian or Pacific Islander,60-64 years,9,2013
NA,"Forsyth County, NC",Female,Hispanic or Latino,Asian or Pacific Islander,65-69 years,2,2013
NA,"Forsyth County, NC",Female,Hispanic or Latino,Asian or Pacific Islander,70-74 years,1,2013
NA,"Forsyth County, NC",Female,Hispanic or Latino,Asian or Pacific Islander,75-79 years,1,2013
NA,"Forsyth County, NC",Female,Hispanic or Latino,Asian or Pacific Islander,80-84 years,3,2013
NA,"Forsyth County, NC",Female,Hispanic or Latino,Asian or Pacific Islander,85+ years,1,2013
Total,"Forsyth County, NC",Female,Hispanic or Latino,Asian or Pacific Islander,NA,338,2013
NA,"Forsyth County, NC",Female,Hispanic or Latino,Black or African American,< 1 year,113,2013
NA,"Forsyth County, NC",Female,Hispanic or Latino,Black or African American,1-4 years,360,2013
NA,"Forsyth County, NC",Female,Hispanic or Latino,Black or African American,5-9 years,459,2013
NA,"Forsyth County, NC",Female,Hispanic or Latino,Black or African American,10-14 years,352,2013
NA,"Forsyth County, NC",Female,Hispanic or Latino,Black or African American,15-19 years,247,2013
NA,"Forsyth County, NC",Female,Hispanic or Latino,Black or African American,20-24 years,221,2013
NA,"Forsyth County, NC",Female,Hispanic or Latino,Black or African American,25-29 years,276,2013
NA,"Forsyth County, NC",Female,Hispanic or Latino,Black or African American,30-34 years,291,2013
NA,"Forsyth County, NC",Female,Hispanic or Latino,Black or African American,35-39 years,244,2013
NA,"Forsyth County, NC",Female,Hispanic or Latino,Black or African American,40-44 years,192,2013
NA,"Forsyth County, NC",Female,Hispanic or Latino,Black or African American,45-49 years,132,2013
NA,"Forsyth County, NC",Female,Hispanic or Latino,Black or African American,50-54 years,85,2013
NA,"Forsyth County, NC",Female,Hispanic or Latino,Black or African American,55-59 years,59,2013
NA,"Forsyth County, NC",Female,Hispanic or Latino,Black or African American,60-64 years,32,2013
NA,"Forsyth County, NC",Female,Hispanic or Latino,Black or African American,65-69 years,21,2013
NA,"Forsyth County, NC",Female,Hispanic or Latino,Black or African American,70-74 years,13,2013
NA,"Forsyth County, NC",Female,Hispanic or Latino,Black or African American,75-79 years,9,2013
NA,"Forsyth County, NC",Female,Hispanic or Latino,Black or African American,80-84 years,1,2013
NA,"Forsyth County, NC",Female,Hispanic or Latino,Black or African American,85+ years,8,2013
Total,"Forsyth County, NC",Female,Hispanic or Latino,Black or African American,NA,3115,2013
NA,"Forsyth County, NC",Female,Hispanic or Latino,White,< 1 year,372,2013
NA,"Forsyth County, NC",Female,Hispanic or Latino,White,1-4 years,1801,2013
NA,"Forsyth County, NC",Female,Hispanic or Latino,White,5-9 years,2258,2013
NA,"Forsyth County, NC",Female,Hispanic or Latino,White,10-14 years,1936,2013
NA,"Forsyth County, NC",Female,Hispanic or Latino,White,15-19 years,1447,2013
NA,"Forsyth County, NC",Female,Hispanic or Latino,White,20-24 years,1230,2013
NA,"Forsyth County, NC",Female,Hispanic or Latino,White,25-29 years,1248,2013
NA,"Forsyth County, NC",Female,Hispanic or Latino,White,30-34 years,1538,2013
NA,"Forsyth County, NC",Female,Hispanic or Latino,White,35-39 years,1435,2013
NA,"Forsyth County, NC",Female,Hispanic or Latino,White,40-44 years,1145,2013
NA,"Forsyth County, NC",Female,Hispanic or Latino,White,45-49 years,783,2013
NA,"Forsyth County, NC",Female,Hispanic or Latino,White,50-54 years,646,2013
NA,"Forsyth County, NC",Female,Hispanic or Latino,White,55-59 years,445,2013
NA,"Forsyth County, NC",Female,Hispanic or Latino,White,60-64 years,275,2013
NA,"Forsyth County, NC",Female,Hispanic or Latino,White,65-69 years,172,2013
NA,"Forsyth County, NC",Female,Hispanic or Latino,White,70-74 years,120,2013
NA,"Forsyth County, NC",Female,Hispanic or Latino,White,75-79 years,73,2013
NA,"Forsyth County, NC",Female,Hispanic or Latino,White,80-84 years,58,2013
NA,"Forsyth County, NC",Female,Hispanic or Latino,White,85+ years,50,2013
Total,"Forsyth County, NC",Female,Hispanic or Latino,White,NA,17032,2013
Total,"Forsyth County, NC",Female,Hispanic or Latino,NA,NA,21563,2013
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,American Indian or Alaska Native,< 1 year,2,2013
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,American Indian or Alaska Native,1-4 years,24,2013
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,American Indian or Alaska Native,5-9 years,39,2013
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,American Indian or Alaska Native,10-14 years,46,2013
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,American Indian or Alaska Native,15-19 years,60,2013
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,American Indian or Alaska Native,20-24 years,38,2013
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,American Indian or Alaska Native,25-29 years,38,2013
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,American Indian or Alaska Native,30-34 years,45,2013
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,American Indian or Alaska Native,35-39 years,42,2013
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,American Indian or Alaska Native,40-44 years,39,2013
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,American Indian or Alaska Native,45-49 years,46,2013
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,American Indian or Alaska Native,50-54 years,48,2013
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,American Indian or Alaska Native,55-59 years,38,2013
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,American Indian or Alaska Native,60-64 years,47,2013
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,American Indian or Alaska Native,65-69 years,29,2013
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,American Indian or Alaska Native,70-74 years,8,2013
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,American Indian or Alaska Native,75-79 years,4,2013
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,American Indian or Alaska Native,80-84 years,6,2013
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,American Indian or Alaska Native,85+ years,2,2013
Total,"Forsyth County, NC",Female,Not Hispanic or Latino,American Indian or Alaska Native,NA,601,2013
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Asian or Pacific Islander,< 1 year,43,2013
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Asian or Pacific Islander,1-4 years,199,2013
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Asian or Pacific Islander,5-9 years,378,2013
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Asian or Pacific Islander,10-14 years,338,2013
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Asian or Pacific Islander,15-19 years,359,2013
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Asian or Pacific Islander,20-24 years,329,2013
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Asian or Pacific Islander,25-29 years,349,2013
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Asian or Pacific Islander,30-34 years,439,2013
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Asian or Pacific Islander,35-39 years,431,2013
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Asian or Pacific Islander,40-44 years,372,2013
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Asian or Pacific Islander,45-49 years,282,2013
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Asian or Pacific Islander,50-54 years,261,2013
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Asian or Pacific Islander,55-59 years,226,2013
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Asian or Pacific Islander,60-64 years,170,2013
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Asian or Pacific Islander,65-69 years,120,2013
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Asian or Pacific Islander,70-74 years,73,2013
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Asian or Pacific Islander,75-79 years,29,2013
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Asian or Pacific Islander,80-84 years,35,2013
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Asian or Pacific Islander,85+ years,26,2013
Total,"Forsyth County, NC",Female,Not Hispanic or Latino,Asian or Pacific Islander,NA,4459,2013
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Black or African American,< 1 year,646,2013
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Black or African American,1-4 years,2585,2013
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Black or African American,5-9 years,3347,2013
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Black or African American,10-14 years,3364,2013
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Black or African American,15-19 years,4163,2013
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Black or African American,20-24 years,4710,2013
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Black or African American,25-29 years,3526,2013
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Black or African American,30-34 years,3272,2013
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Black or African American,35-39 years,3197,2013
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Black or African American,40-44 years,3693,2013
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Black or African American,45-49 years,3583,2013
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Black or African American,50-54 years,3738,2013
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Black or African American,55-59 years,3342,2013
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Black or African American,60-64 years,2874,2013
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Black or African American,65-69 years,2084,2013
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Black or African American,70-74 years,1360,2013
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Black or African American,75-79 years,983,2013
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Black or African American,80-84 years,699,2013
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Black or African American,85+ years,682,2013
Total,"Forsyth County, NC",Female,Not Hispanic or Latino,Black or African American,NA,51848,2013
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,White,< 1 year,1003,2013
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,White,1-4 years,3938,2013
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,White,5-9 years,5226,2013
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,White,10-14 years,5891,2013
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,White,15-19 years,6121,2013
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,White,20-24 years,6455,2013
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,White,25-29 years,6779,2013
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,White,30-34 years,6315,2013
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,White,35-39 years,5989,2013
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,White,40-44 years,7192,2013
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,White,45-49 years,7765,2013
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,White,50-54 years,9018,2013
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,White,55-59 years,8867,2013
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,White,60-64 years,7872,2013
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,White,65-69 years,6737,2013
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,White,70-74 years,5053,2013
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,White,75-79 years,3969,2013
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,White,80-84 years,3375,2013
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,White,85+ years,3742,2013
Total,"Forsyth County, NC",Female,Not Hispanic or Latino,White,NA,111307,2013
Total,"Forsyth County, NC",Female,Not Hispanic or Latino,NA,NA,168215,2013
Total,"Forsyth County, NC",Female,NA,NA,NA,189778,2013
NA,"Forsyth County, NC",Male,Hispanic or Latino,American Indian or Alaska Native,< 1 year,18,2013
NA,"Forsyth County, NC",Male,Hispanic or Latino,American Indian or Alaska Native,1-4 years,125,2013
NA,"Forsyth County, NC",Male,Hispanic or Latino,American Indian or Alaska Native,5-9 years,134,2013
NA,"Forsyth County, NC",Male,Hispanic or Latino,American Indian or Alaska Native,10-14 years,119,2013
NA,"Forsyth County, NC",Male,Hispanic or Latino,American Indian or Alaska Native,15-19 years,90,2013
NA,"Forsyth County, NC",Male,Hispanic or Latino,American Indian or Alaska Native,20-24 years,52,2013
NA,"Forsyth County, NC",Male,Hispanic or Latino,American Indian or Alaska Native,25-29 years,95,2013
NA,"Forsyth County, NC",Male,Hispanic or Latino,American Indian or Alaska Native,30-34 years,92,2013
NA,"Forsyth County, NC",Male,Hispanic or Latino,American Indian or Alaska Native,35-39 years,125,2013
NA,"Forsyth County, NC",Male,Hispanic or Latino,American Indian or Alaska Native,40-44 years,109,2013
NA,"Forsyth County, NC",Male,Hispanic or Latino,American Indian or Alaska Native,45-49 years,64,2013
NA,"Forsyth County, NC",Male,Hispanic or Latino,American Indian or Alaska Native,50-54 years,32,2013
NA,"Forsyth County, NC",Male,Hispanic or Latino,American Indian or Alaska Native,55-59 years,28,2013
NA,"Forsyth County, NC",Male,Hispanic or Latino,American Indian or Alaska Native,60-64 years,16,2013
NA,"Forsyth County, NC",Male,Hispanic or Latino,American Indian or Alaska Native,65-69 years,8,2013
NA,"Forsyth County, NC",Male,Hispanic or Latino,American Indian or Alaska Native,70-74 years,7,2013
NA,"Forsyth County, NC",Male,Hispanic or Latino,American Indian or Alaska Native,75-79 years,1,2013
Total,"Forsyth County, NC",Male,Hispanic or Latino,American Indian or Alaska Native,NA,1115,2013
NA,"Forsyth County, NC",Male,Hispanic or Latino,Asian or Pacific Islander,< 1 year,26,2013
NA,"Forsyth County, NC",Male,Hispanic or Latino,Asian or Pacific Islander,1-4 years,85,2013
NA,"Forsyth County, NC",Male,Hispanic or Latino,Asian or Pacific Islander,5-9 years,32,2013
NA,"Forsyth County, NC",Male,Hispanic or Latino,Asian or Pacific Islander,10-14 years,32,2013
NA,"Forsyth County, NC",Male,Hispanic or Latino,Asian or Pacific Islander,15-19 years,20,2013
NA,"Forsyth County, NC",Male,Hispanic or Latino,Asian or Pacific Islander,20-24 years,11,2013
NA,"Forsyth County, NC",Male,Hispanic or Latino,Asian or Pacific Islander,25-29 years,28,2013
NA,"Forsyth County, NC",Male,Hispanic or Latino,Asian or Pacific Islander,30-34 years,32,2013
NA,"Forsyth County, NC",Male,Hispanic or Latino,Asian or Pacific Islander,35-39 years,28,2013
NA,"Forsyth County, NC",Male,Hispanic or Latino,Asian or Pacific Islander,40-44 years,22,2013
NA,"Forsyth County, NC",Male,Hispanic or Latino,Asian or Pacific Islander,45-49 years,15,2013
NA,"Forsyth County, NC",Male,Hispanic or Latino,Asian or Pacific Islander,50-54 years,9,2013
NA,"Forsyth County, NC",Male,Hispanic or Latino,Asian or Pacific Islander,55-59 years,8,2013
NA,"Forsyth County, NC",Male,Hispanic or Latino,Asian or Pacific Islander,60-64 years,9,2013
NA,"Forsyth County, NC",Male,Hispanic or Latino,Asian or Pacific Islander,65-69 years,2,2013
NA,"Forsyth County, NC",Male,Hispanic or Latino,Asian or Pacific Islander,70-74 years,2,2013
NA,"Forsyth County, NC",Male,Hispanic or Latino,Asian or Pacific Islander,75-79 years,3,2013
NA,"Forsyth County, NC",Male,Hispanic or Latino,Asian or Pacific Islander,85+ years,2,2013
Total,"Forsyth County, NC",Male,Hispanic or Latino,Asian or Pacific Islander,NA,366,2013
NA,"Forsyth County, NC",Male,Hispanic or Latino,Black or African American,< 1 year,122,2013
NA,"Forsyth County, NC",Male,Hispanic or Latino,Black or African American,1-4 years,404,2013
NA,"Forsyth County, NC",Male,Hispanic or Latino,Black or African American,5-9 years,471,2013
NA,"Forsyth County, NC",Male,Hispanic or Latino,Black or African American,10-14 years,419,2013
NA,"Forsyth County, NC",Male,Hispanic or Latino,Black or African American,15-19 years,262,2013
NA,"Forsyth County, NC",Male,Hispanic or Latino,Black or African American,20-24 years,212,2013
NA,"Forsyth County, NC",Male,Hispanic or Latino,Black or African American,25-29 years,168,2013
NA,"Forsyth County, NC",Male,Hispanic or Latino,Black or African American,30-34 years,284,2013
NA,"Forsyth County, NC",Male,Hispanic or Latino,Black or African American,35-39 years,247,2013
NA,"Forsyth County, NC",Male,Hispanic or Latino,Black or African American,40-44 years,201,2013
NA,"Forsyth County, NC",Male,Hispanic or Latino,Black or African American,45-49 years,119,2013
NA,"Forsyth County, NC",Male,Hispanic or Latino,Black or African American,50-54 years,93,2013
NA,"Forsyth County, NC",Male,Hispanic or Latino,Black or African American,55-59 years,46,2013
NA,"Forsyth County, NC",Male,Hispanic or Latino,Black or African American,60-64 years,29,2013
NA,"Forsyth County, NC",Male,Hispanic or Latino,Black or African American,65-69 years,13,2013
NA,"Forsyth County, NC",Male,Hispanic or Latino,Black or African American,70-74 years,12,2013
NA,"Forsyth County, NC",Male,Hispanic or Latino,Black or African American,75-79 years,4,2013
NA,"Forsyth County, NC",Male,Hispanic or Latino,Black or African American,80-84 years,2,2013
NA,"Forsyth County, NC",Male,Hispanic or Latino,Black or African American,85+ years,4,2013
Total,"Forsyth County, NC",Male,Hispanic or Latino,Black or African American,NA,3112,2013
NA,"Forsyth County, NC",Male,Hispanic or Latino,White,< 1 year,401,2013
NA,"Forsyth County, NC",Male,Hispanic or Latino,White,1-4 years,1788,2013
NA,"Forsyth County, NC",Male,Hispanic or Latino,White,5-9 years,2338,2013
NA,"Forsyth County, NC",Male,Hispanic or Latino,White,10-14 years,1972,2013
NA,"Forsyth County, NC",Male,Hispanic or Latino,White,15-19 years,1530,2013
NA,"Forsyth County, NC",Male,Hispanic or Latino,White,20-24 years,1299,2013
NA,"Forsyth County, NC",Male,Hispanic or Latino,White,25-29 years,1327,2013
NA,"Forsyth County, NC",Male,Hispanic or Latino,White,30-34 years,1631,2013
NA,"Forsyth County, NC",Male,Hispanic or Latino,White,35-39 years,1663,2013
NA,"Forsyth County, NC",Male,Hispanic or Latino,White,40-44 years,1291,2013
NA,"Forsyth County, NC",Male,Hispanic or Latino,White,45-49 years,1007,2013
NA,"Forsyth County, NC",Male,Hispanic or Latino,White,50-54 years,667,2013
NA,"Forsyth County, NC",Male,Hispanic or Latino,White,55-59 years,437,2013
NA,"Forsyth County, NC",Male,Hispanic or Latino,White,60-64 years,277,2013
NA,"Forsyth County, NC",Male,Hispanic or Latino,White,65-69 years,165,2013
NA,"Forsyth County, NC",Male,Hispanic or Latino,White,70-74 years,98,2013
NA,"Forsyth County, NC",Male,Hispanic or Latino,White,75-79 years,50,2013
NA,"Forsyth County, NC",Male,Hispanic or Latino,White,80-84 years,30,2013
NA,"Forsyth County, NC",Male,Hispanic or Latino,White,85+ years,27,2013
Total,"Forsyth County, NC",Male,Hispanic or Latino,White,NA,17998,2013
Total,"Forsyth County, NC",Male,Hispanic or Latino,NA,NA,22591,2013
NA,"Forsyth County, NC",Male,Not Hispanic or Latino,American Indian or Alaska Native,< 1 year,3,2013
NA,"Forsyth County, NC",Male,Not Hispanic or Latino,American Indian or Alaska Native,1-4 years,23,2013
NA,"Forsyth County, NC",Male,Not Hispanic or Latino,American Indian or Alaska Native,5-9 years,31,2013
NA,"Forsyth County, NC",Male,Not Hispanic or Latino,American Indian or Alaska Native,10-14 years,22,2013
NA,"Forsyth County, NC",Male,Not Hispanic or Latino,American Indian or Alaska Native,15-19 years,34,2013
NA,"Forsyth County, NC",Male,Not Hispanic or Latino,American Indian or Alaska Native,20-24 years,36,2013
NA,"Forsyth County, NC",Male,Not Hispanic or Latino,American Indian or Alaska Native,25-29 years,44,2013
NA,"Forsyth County, NC",Male,Not Hispanic or Latino,American Indian or Alaska Native,30-34 years,27,2013
NA,"Forsyth County, NC",Male,Not Hispanic or Latino,American Indian or Alaska Native,35-39 years,36,2013
NA,"Forsyth County, NC",Male,Not Hispanic or Latino,American Indian or Alaska Native,40-44 years,39,2013
NA,"Forsyth County, NC",Male,Not Hispanic or Latino,American Indian or Alaska Native,45-49 years,38,2013
NA,"Forsyth County, NC",Male,Not Hispanic or Latino,American Indian or Alaska Native,50-54 years,38,2013
NA,"Forsyth County, NC",Male,Not Hispanic or Latino,American Indian or Alaska Native,55-59 years,35,2013
NA,"Forsyth County, NC",Male,Not Hispanic or Latino,American Indian or Alaska Native,60-64 years,30,2013
NA,"Forsyth County, NC",Male,Not Hispanic or Latino,American Indian or Alaska Native,65-69 years,26,2013
NA,"Forsyth County, NC",Male,Not Hispanic or Latino,American Indian or Alaska Native,70-74 years,14,2013
NA,"Forsyth County, NC",Male,Not Hispanic or Latino,American Indian or Alaska Native,75-79 years,3,2013
NA,"Forsyth County, NC",Male,Not Hispanic or Latino,American Indian or Alaska Native,80-84 years,2,2013
NA,"Forsyth County, NC",Male,Not Hispanic or Latino,American Indian or Alaska Native,85+ years,4,2013
Total,"Forsyth County, NC",Male,Not Hispanic or Latino,American Indian or Alaska Native,NA,485,2013
NA,"Forsyth County, NC",Male,Not Hispanic or Latino,Asian or Pacific Islander,< 1 year,50,2013
NA,"Forsyth County, NC",Male,Not Hispanic or Latino,Asian or Pacific Islander,1-4 years,228,2013
NA,"Forsyth County, NC",Male,Not Hispanic or Latino,Asian or Pacific Islander,5-9 years,339,2013
NA,"Forsyth County, NC",Male,Not Hispanic or Latino,Asian or Pacific Islander,10-14 years,307,2013
NA,"Forsyth County, NC",Male,Not Hispanic or Latino,Asian or Pacific Islander,15-19 years,262,2013
NA,"Forsyth County, NC",Male,Not Hispanic or Latino,Asian or Pacific Islander,20-24 years,293,2013
NA,"Forsyth County, NC",Male,Not Hispanic or Latino,Asian or Pacific Islander,25-29 years,267,2013
NA,"Forsyth County, NC",Male,Not Hispanic or Latino,Asian or Pacific Islander,30-34 years,314,2013
NA,"Forsyth County, NC",Male,Not Hispanic or Latino,Asian or Pacific Islander,35-39 years,346,2013
NA,"Forsyth County, NC",Male,Not Hispanic or Latino,Asian or Pacific Islander,40-44 years,375,2013
NA,"Forsyth County, NC",Male,Not Hispanic or Latino,Asian or Pacific Islander,45-49 years,254,2013
NA,"Forsyth County, NC",Male,Not Hispanic or Latino,Asian or Pacific Islander,50-54 years,205,2013
NA,"Forsyth County, NC",Male,Not Hispanic or Latino,Asian or Pacific Islander,55-59 years,173,2013
NA,"Forsyth County, NC",Male,Not Hispanic or Latino,Asian or Pacific Islander,60-64 years,102,2013
NA,"Forsyth County, NC",Male,Not Hispanic or Latino,Asian or Pacific Islander,65-69 years,103,2013
NA,"Forsyth County, NC",Male,Not Hispanic or Latino,Asian or Pacific Islander,70-74 years,64,2013
NA,"Forsyth County, NC",Male,Not Hispanic or Latino,Asian or Pacific Islander,75-79 years,33,2013
NA,"Forsyth County, NC",Male,Not Hispanic or Latino,Asian or Pacific Islander,80-84 years,18,2013
NA,"Forsyth County, NC",Male,Not Hispanic or Latino,Asian or Pacific Islander,85+ years,10,2013
Total,"Forsyth County, NC",Male,Not Hispanic or Latino,Asian or Pacific Islander,NA,3743,2013
NA,"Forsyth County, NC",Male,Not Hispanic or Latino,Black or African American,< 1 year,635,2013
NA,"Forsyth County, NC",Male,Not Hispanic or Latino,Black or African American,1-4 years,2715,2013
NA,"Forsyth County, NC",Male,Not Hispanic or Latino,Black or African American,5-9 years,3465,2013
NA,"Forsyth County, NC",Male,Not Hispanic or Latino,Black or African American,10-14 years,3559,2013
NA,"Forsyth County, NC",Male,Not Hispanic or Latino,Black or African American,15-19 years,3758,2013
NA,"Forsyth County, NC",Male,Not Hispanic or Latino,Black or African American,20-24 years,3901,2013
NA,"Forsyth County, NC",Male,Not Hispanic or Latino,Black or African American,25-29 years,2825,2013
NA,"Forsyth County, NC",Male,Not Hispanic or Latino,Black or African American,30-34 years,2400,2013
NA,"Forsyth County, NC",Male,Not Hispanic or Latino,Black or African American,35-39 years,2398,2013
NA,"Forsyth County, NC",Male,Not Hispanic or Latino,Black or African American,40-44 years,2823,2013
NA,"Forsyth County, NC",Male,Not Hispanic or Latino,Black or African American,45-49 years,2965,2013
NA,"Forsyth County, NC",Male,Not Hispanic or Latino,Black or African American,50-54 years,2957,2013
NA,"Forsyth County, NC",Male,Not Hispanic or Latino,Black or African American,55-59 years,2674,2013
NA,"Forsyth County, NC",Male,Not Hispanic or Latino,Black or African American,60-64 years,2222,2013
NA,"Forsyth County, NC",Male,Not Hispanic or Latino,Black or African American,65-69 years,1545,2013
NA,"Forsyth County, NC",Male,Not Hispanic or Latino,Black or African American,70-74 years,994,2013
NA,"Forsyth County, NC",Male,Not Hispanic or Latino,Black or African American,75-79 years,667,2013
NA,"Forsyth County, NC",Male,Not Hispanic or Latino,Black or African American,80-84 years,304,2013
NA,"Forsyth County, NC",Male,Not Hispanic or Latino,Black or African American,85+ years,291,2013
Total,"Forsyth County, NC",Male,Not Hispanic or Latino,Black or African American,NA,43098,2013
NA,"Forsyth County, NC",Male,Not Hispanic or Latino,White,< 1 year,1025,2013
NA,"Forsyth County, NC",Male,Not Hispanic or Latino,White,1-4 years,4259,2013
NA,"Forsyth County, NC",Male,Not Hispanic or Latino,White,5-9 years,5559,2013
