geo_description,label,year,description,estimate,moe,se,cv
United States,HD01_VD01,2006,Estimate; Total:,291531091,30340.09,15479.64,0.01
Guilford ,HD01_VD05,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 5 years,672,436.09,222.49,33.11
Harnett ,HD01_VD05,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 5 years,177,178.72,91.18,51.51
Henderson ,HD01_VD05,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 5 years,211,384.85,196.35,93.06
Iredell ,HD01_VD05,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 5 years,325,518.3,264.44,81.37
Johnston ,HD01_VD05,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 5 years,118,109.62,55.93,47.4
Lincoln ,HD01_VD05,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 5 years,80,164.43,83.89,104.86
Mecklenburg ,HD01_VD05,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 5 years,1391,974.64,497.27,35.75
Moore ,HD01_VD05,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 5 years,171,330.04,168.39,98.47
Nash ,HD01_VD05,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 5 years,244,226.38,115.5,47.34
New Hanover ,HD01_VD05,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 5 years,200,232.34,118.54,59.27
Onslow ,HD01_VD05,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 5 years,604,382.47,195.14,32.31
Orange ,HD01_VD05,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 5 years,109,142.98,72.95,66.93
Pitt ,HD01_VD05,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 5 years,235,341.96,174.47,74.24
Randolph ,HD01_VD05,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 5 years,371,290.72,148.33,39.98
Robeson ,HD01_VD05,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 5 years,264,290.72,148.33,56.19
Rockingham ,HD01_VD05,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 5 years,94,177.53,90.58,96.36
Rowan ,HD01_VD05,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 5 years,264,355.06,181.15,68.62
Surry ,HD01_VD05,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 5 years,101,194.21,99.09,98.11
Union ,HD01_VD05,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 5 years,175,250.21,127.66,72.95
Wake ,HD01_VD05,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 5 years,803,699.4,356.84,44.44
Wayne ,HD01_VD05,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 5 years,89,117.96,60.18,67.62
Wilkes ,HD01_VD05,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 5 years,326,334.81,170.82,52.4
Wilson ,HD01_VD05,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 5 years,257,289.53,147.72,57.48
United States,HD01_VD06,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 6 to 11 years,2371500,36994.55,18874.77,0.8
North Carolina,HD01_VD06,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 6 to 11 years,82577,6438.81,3285.11,3.98
Alamance ,HD01_VD06,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 6 to 11 years,1345,880.51,449.24,33.4
Brunswick ,HD01_VD06,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 6 to 11 years,880,682.72,348.33,39.58
Buncombe ,HD01_VD06,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 6 to 11 years,1141,1064,542.86,47.58
Burke ,HD01_VD06,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 6 to 11 years,620,608.85,310.64,50.1
Cabarrus ,HD01_VD06,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 6 to 11 years,1626,1097.36,559.88,34.43
Caldwell ,HD01_VD06,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 6 to 11 years,868,558.81,285.11,32.85
Catawba ,HD01_VD06,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 6 to 11 years,1274,753.02,384.19,30.16
Cleveland ,HD01_VD06,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 6 to 11 years,551,438.47,223.71,40.6
Craven ,HD01_VD06,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 6 to 11 years,878,444.43,226.75,25.83
Cumberland ,HD01_VD06,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 6 to 11 years,2958,1614.47,823.71,27.85
Davidson ,HD01_VD06,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 6 to 11 years,1277,953.19,486.32,38.08
Durham ,HD01_VD06,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 6 to 11 years,2408,1285.62,655.93,27.24
Forsyth ,HD01_VD06,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 6 to 11 years,2927,1349.96,688.76,23.53
Gaston ,HD01_VD06,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 6 to 11 years,1456,795.91,406.08,27.89
Guilford ,HD01_VD06,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 6 to 11 years,4314,1394.04,711.24,16.49
Harnett ,HD01_VD06,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 6 to 11 years,843,446.81,227.96,27.04
Henderson ,HD01_VD06,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 6 to 11 years,756,576.68,294.22,38.92
Iredell ,HD01_VD06,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 6 to 11 years,1514,811.4,413.98,27.34
Johnston ,HD01_VD06,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 6 to 11 years,2229,1013.96,517.33,23.21
Lincoln ,HD01_VD06,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 6 to 11 years,923,801.87,409.12,44.33
Mecklenburg ,HD01_VD06,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 6 to 11 years,7106,2241.19,1143.46,16.09
Moore ,HD01_VD06,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 6 to 11 years,701,610.04,311.24,44.4
Nash ,HD01_VD06,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 6 to 11 years,721,483.74,246.81,34.23
New Hanover ,HD01_VD06,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 6 to 11 years,1247,685.11,349.55,28.03
Onslow ,HD01_VD06,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 6 to 11 years,1800,799.49,407.9,22.66
Orange ,HD01_VD06,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 6 to 11 years,629,492.09,251.07,39.92
Pitt ,HD01_VD06,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 6 to 11 years,1598,804.26,410.34,25.68
Randolph ,HD01_VD06,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 6 to 11 years,1430,549.28,280.24,19.6
Robeson ,HD01_VD06,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 6 to 11 years,2788,1255.83,640.73,22.98
Rockingham ,HD01_VD06,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 6 to 11 years,642,462.3,235.87,36.74
Rowan ,HD01_VD06,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 6 to 11 years,1735,1075.91,548.93,31.64
Surry ,HD01_VD06,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 6 to 11 years,700,422.98,215.81,30.83
Union ,HD01_VD06,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 6 to 11 years,1897,1215.32,620.06,32.69
Wake ,HD01_VD06,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 6 to 11 years,4693,1652.6,843.16,17.97
Wayne ,HD01_VD06,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 6 to 11 years,1414,551.66,281.46,19.91
Wilkes ,HD01_VD06,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 6 to 11 years,967,561.19,286.32,29.61
Wilson ,HD01_VD06,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 6 to 11 years,727,405.11,206.69,28.43
United States,HD01_VD07,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 12 to 14 years,1085597,24153.87,12323.4,1.14
North Carolina,HD01_VD07,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 12 to 14 years,35738,3729.36,1902.73,5.32
Alamance ,HD01_VD07,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 12 to 14 years,62,125.11,63.83,102.95
Brunswick ,HD01_VD07,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 12 to 14 years,230,284.77,145.29,63.17
Buncombe ,HD01_VD07,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 12 to 14 years,1185,817.36,417.02,35.19
Burke ,HD01_VD07,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 12 to 14 years,0,341.96,174.47,Inf
Cabarrus ,HD01_VD07,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 12 to 14 years,1016,785.19,400.61,39.43
Caldwell ,HD01_VD07,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 12 to 14 years,312,243.06,124.01,39.75
Catawba ,HD01_VD07,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 12 to 14 years,337,453.96,231.61,68.73
Cleveland ,HD01_VD07,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 12 to 14 years,457,464.68,237.08,51.88
Craven ,HD01_VD07,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 12 to 14 years,566,437.28,223.1,39.42
Cumberland ,HD01_VD07,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 12 to 14 years,1250,1210.55,617.63,49.41
Davidson ,HD01_VD07,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 12 to 14 years,324,233.53,119.15,36.77
Durham ,HD01_VD07,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 12 to 14 years,746,589.79,300.91,40.34
Forsyth ,HD01_VD07,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 12 to 14 years,1412,874.55,446.2,31.6
Gaston ,HD01_VD07,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 12 to 14 years,466,395.57,201.82,43.31
Guilford ,HD01_VD07,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 12 to 14 years,1362,650.55,331.91,24.37
Harnett ,HD01_VD07,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 12 to 14 years,574,526.64,268.69,46.81
Henderson ,HD01_VD07,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 12 to 14 years,616,494.47,252.28,40.95
Iredell ,HD01_VD07,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 12 to 14 years,336,551.66,281.46,83.77
Johnston ,HD01_VD07,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 12 to 14 years,1433,758.98,387.23,27.02
Lincoln ,HD01_VD07,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 12 to 14 years,228,271.66,138.6,60.79
Mecklenburg ,HD01_VD07,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 12 to 14 years,3594,1181.96,603.04,16.78
Moore ,HD01_VD07,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 12 to 14 years,0,341.96,174.47,Inf
Nash ,HD01_VD07,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 12 to 14 years,268,302.64,154.41,57.62
New Hanover ,HD01_VD07,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 12 to 14 years,640,679.15,346.51,54.14
Onslow ,HD01_VD07,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 12 to 14 years,282,350.3,178.72,63.38
Orange ,HD01_VD07,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 12 to 14 years,483,368.17,187.84,38.89
Pitt ,HD01_VD07,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 12 to 14 years,1083,582.64,297.27,27.45
Randolph ,HD01_VD07,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 12 to 14 years,690,592.17,302.13,43.79
Robeson ,HD01_VD07,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 12 to 14 years,706,514.72,262.61,37.2
Rockingham ,HD01_VD07,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 12 to 14 years,221,232.34,118.54,53.64
Rowan ,HD01_VD07,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 12 to 14 years,500,381.28,194.53,38.91
Surry ,HD01_VD07,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 12 to 14 years,103,189.45,96.66,93.84
Union ,HD01_VD07,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 12 to 14 years,304,275.23,140.42,46.19
Wake ,HD01_VD07,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 12 to 14 years,1833,969.87,494.83,27
Wayne ,HD01_VD07,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 12 to 14 years,938,577.87,294.83,31.43
Wilkes ,HD01_VD07,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 12 to 14 years,433,369.36,188.45,43.52
Wilson ,HD01_VD07,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 12 to 14 years,505,382.47,195.14,38.64
United States,HD01_VD08,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 15 years,355070,12574.98,6415.81,1.81
North Carolina,HD01_VD08,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 15 years,10516,2126.81,1085.11,10.32
Alamance ,HD01_VD08,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 15 years,0,341.96,174.47,Inf
Brunswick ,HD01_VD08,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 15 years,0,341.96,174.47,Inf
Buncombe ,HD01_VD08,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 15 years,155,172.77,88.15,56.87
Burke ,HD01_VD08,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 15 years,0,341.96,174.47,Inf
Cabarrus ,HD01_VD08,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 15 years,384,455.15,232.22,60.47
Caldwell ,HD01_VD08,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 15 years,26,53.62,27.36,105.23
Catawba ,HD01_VD08,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 15 years,0,341.96,174.47,Inf
Cleveland ,HD01_VD08,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 15 years,381,377.7,192.7,50.58
Craven ,HD01_VD08,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 15 years,352,388.43,198.18,56.3
Cumberland ,HD01_VD08,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 15 years,818,580.26,296.05,36.19
Davidson ,HD01_VD08,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 15 years,77,159.66,81.46,105.79
Durham ,HD01_VD08,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 15 years,149,220.43,112.46,75.48
Forsyth ,HD01_VD08,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 15 years,621,590.98,301.52,48.55
Gaston ,HD01_VD08,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 15 years,65,131.06,66.87,102.88
Guilford ,HD01_VD08,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 15 years,408,340.77,173.86,42.61
Harnett ,HD01_VD08,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 15 years,223,307.4,156.84,70.33
Henderson ,HD01_VD08,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 15 years,90,121.53,62.01,68.9
Iredell ,HD01_VD08,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 15 years,56,126.3,64.44,115.07
Johnston ,HD01_VD08,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 15 years,113,224,114.29,101.14
Lincoln ,HD01_VD08,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 15 years,0,341.96,174.47,Inf
Mecklenburg ,HD01_VD08,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 15 years,956,625.53,319.15,33.38
Moore ,HD01_VD08,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 15 years,194,246.64,125.84,64.87
Nash ,HD01_VD08,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 15 years,121,160.85,82.07,67.83
New Hanover ,HD01_VD08,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 15 years,0,341.96,174.47,Inf
Onslow ,HD01_VD08,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 15 years,0,341.96,174.47,Inf
Orange ,HD01_VD08,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 15 years,276,314.55,160.48,58.14
Pitt ,HD01_VD08,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 15 years,0,341.96,174.47,Inf
Randolph ,HD01_VD08,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 15 years,25,52.43,26.75,107
Robeson ,HD01_VD08,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 15 years,203,269.28,137.39,67.68
Rockingham ,HD01_VD08,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 15 years,120,233.53,119.15,99.29
Rowan ,HD01_VD08,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 15 years,68,148.94,75.99,111.75
Surry ,HD01_VD08,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 15 years,186,227.57,116.11,62.42
Union ,HD01_VD08,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 15 years,252,270.47,137.99,54.76
Wake ,HD01_VD08,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 15 years,405,300.26,153.19,37.82
Wayne ,HD01_VD08,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 15 years,192,240.68,122.8,63.96
Wilkes ,HD01_VD08,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 15 years,363,340.77,173.86,47.9
Wilson ,HD01_VD08,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 15 years,156,228.77,116.72,74.82
United States,HD01_VD09,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 16 and 17 years,693788,18163.06,9266.87,1.34
North Carolina,HD01_VD09,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 16 and 17 years,22400,3149.11,1606.69,7.17
Alamance ,HD01_VD09,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 16 and 17 years,406,601.7,306.99,75.61
Brunswick ,HD01_VD09,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 16 and 17 years,131,249.02,127.05,96.98
Buncombe ,HD01_VD09,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 16 and 17 years,356,438.47,223.71,62.84
Burke ,HD01_VD09,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 16 and 17 years,839,611.23,311.85,37.17
Cabarrus ,HD01_VD09,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 16 and 17 years,83,112,57.14,68.84
Caldwell ,HD01_VD09,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 16 and 17 years,163,260.94,133.13,81.67
Catawba ,HD01_VD09,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 16 and 17 years,385,369.36,188.45,48.95
Cleveland ,HD01_VD09,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 16 and 17 years,207,343.15,175.08,84.58
Craven ,HD01_VD09,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 16 and 17 years,330,296.68,151.37,45.87
Cumberland ,HD01_VD09,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 16 and 17 years,480,397.96,203.04,42.3
Davidson ,HD01_VD09,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 16 and 17 years,139,201.36,102.73,73.91
Durham ,HD01_VD09,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 16 and 17 years,676,425.36,217.02,32.1
Forsyth ,HD01_VD09,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 16 and 17 years,545,515.91,263.22,48.3
Gaston ,HD01_VD09,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 16 and 17 years,617,581.45,296.66,48.08
Guilford ,HD01_VD09,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 16 and 17 years,1294,785.19,400.61,30.96
Harnett ,HD01_VD09,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 16 and 17 years,111,171.57,87.54,78.86
Henderson ,HD01_VD09,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 16 and 17 years,437,318.13,162.31,37.14
Iredell ,HD01_VD09,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 16 and 17 years,409,407.49,207.9,50.83
Johnston ,HD01_VD09,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 16 and 17 years,840,798.3,407.3,48.49
Lincoln ,HD01_VD09,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 16 and 17 years,0,341.96,174.47,Inf
Mecklenburg ,HD01_VD09,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 16 and 17 years,2191,1089.02,555.62,25.36
Moore ,HD01_VD09,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 16 and 17 years,66,108.43,55.32,83.82
Nash ,HD01_VD09,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 16 and 17 years,254,322.89,164.74,64.86
New Hanover ,HD01_VD09,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 16 and 17 years,332,293.11,149.55,45.05
Onslow ,HD01_VD09,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 16 and 17 years,74,150.13,76.6,103.51
Orange ,HD01_VD09,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 16 and 17 years,199,315.74,161.09,80.95
Pitt ,HD01_VD09,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 16 and 17 years,404,450.38,229.79,56.88
Randolph ,HD01_VD09,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 16 and 17 years,502,350.3,178.72,35.6
Robeson ,HD01_VD09,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 16 and 17 years,564,635.06,324.01,57.45
Rockingham ,HD01_VD09,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 16 and 17 years,242,305.02,155.62,64.31
Rowan ,HD01_VD09,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 16 and 17 years,579,355.06,181.15,31.29
Surry ,HD01_VD09,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 16 and 17 years,235,228.77,116.72,49.67
Union ,HD01_VD09,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 16 and 17 years,565,498.04,254.1,44.97
Wake ,HD01_VD09,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 16 and 17 years,1458,811.4,413.98,28.39
Wayne ,HD01_VD09,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 16 and 17 years,306,411.06,209.72,68.54
Wilkes ,HD01_VD09,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 16 and 17 years,347,331.23,168.99,48.7
Wilson ,HD01_VD09,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 16 and 17 years,107,121.53,62.01,57.95
United States,HD01_VD10,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 18 to 24 years,2909604,49498.04,25254.1,0.87
North Carolina,HD01_VD10,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 18 to 24 years,100963,7776.85,3967.78,3.93
Alamance ,HD01_VD10,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 18 to 24 years,1995,1221.28,623.1,31.23
Brunswick ,HD01_VD10,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 18 to 24 years,517,614.81,313.68,60.67
Buncombe ,HD01_VD10,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 18 to 24 years,3005,1052.09,536.78,17.86
Burke ,HD01_VD10,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 18 to 24 years,1465,719.66,367.17,25.06
Cabarrus ,HD01_VD10,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 18 to 24 years,806,486.13,248.03,30.77
Caldwell ,HD01_VD10,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 18 to 24 years,209,307.4,156.84,75.04
Catawba ,HD01_VD10,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 18 to 24 years,1054,563.57,287.54,27.28
Cleveland ,HD01_VD10,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 18 to 24 years,1051,919.83,469.3,44.65
Craven ,HD01_VD10,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 18 to 24 years,709,801.87,409.12,57.7
Cumberland ,HD01_VD10,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 18 to 24 years,3997,1727.66,881.46,22.05
Davidson ,HD01_VD10,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 18 to 24 years,772,518.3,264.44,34.25
Durham ,HD01_VD10,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 18 to 24 years,3377,1541.79,786.63,23.29
Forsyth ,HD01_VD10,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 18 to 24 years,4219,1545.36,788.45,18.69
Gaston ,HD01_VD10,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 18 to 24 years,1288,738.72,376.9,29.26
Guilford ,HD01_VD10,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 18 to 24 years,6517,2217.36,1131.31,17.36
Harnett ,HD01_VD10,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 18 to 24 years,786,638.64,325.84,41.46
Henderson ,HD01_VD10,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 18 to 24 years,468,524.26,267.48,57.15
Iredell ,HD01_VD10,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 18 to 24 years,1652,857.87,437.69,26.49
Johnston ,HD01_VD10,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 18 to 24 years,1075,662.47,337.99,31.44
Lincoln ,HD01_VD10,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 18 to 24 years,603,461.11,235.26,39.01
Mecklenburg ,HD01_VD10,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 18 to 24 years,8057,1886.13,962.31,11.94
Moore ,HD01_VD10,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 18 to 24 years,414,397.96,203.04,49.04
Nash ,HD01_VD10,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 18 to 24 years,697,607.66,310.03,44.48
New Hanover ,HD01_VD10,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 18 to 24 years,5133,1593.02,812.77,15.83
Onslow ,HD01_VD10,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 18 to 24 years,897,916.26,467.48,52.12
Orange ,HD01_VD10,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 18 to 24 years,3553,1372.6,700.31,19.71
Pitt ,HD01_VD10,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 18 to 24 years,5887,1501.28,765.96,13.01
Randolph ,HD01_VD10,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 18 to 24 years,1157,719.66,367.17,31.73
Robeson ,HD01_VD10,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 18 to 24 years,1301,928.17,473.56,36.4
Rockingham ,HD01_VD10,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 18 to 24 years,315,276.43,141.04,44.77
Rowan ,HD01_VD10,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 18 to 24 years,408,350.3,178.72,43.8
Surry ,HD01_VD10,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 18 to 24 years,615,388.43,198.18,32.22
Union ,HD01_VD10,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 18 to 24 years,1557,751.83,383.59,24.64
Wake ,HD01_VD10,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 18 to 24 years,8721,2560.51,1306.38,14.98
Wayne ,HD01_VD10,2009,Estimate; Income in the past 12 months below poverty level: - Male: - 18 to 24 years,1476,695.83,355.02,24.05
